,S15_PM10,S15_SO2,S15_NO2,S15_NOX,S15_NO,S15_O3,OUT
4108,37.81,4.52,77.51,124.84,47.33,5.5,2
4109,45.26,4.69,88.15,155.46,67.31,4.12,2
4110,49.76,4.11,71.8,117.72,45.92,4.38,2
4111,48.42,3.88,23.57,34.31,10.75,21.92,2
4112,38.37,3.83,52.4,66.2,13.81,15.3,2
4113,29.47,3.88,52.74,68.04,15.3,11.84,1
4114,22.3,3.79,29.96,36.8,6.84,18.92,1
4115,16.0,3.36,27.4,35.26,7.86,21.58,1
4116,11.6,3.22,9.49,14.33,4.84,35.9,1
4117,8.26,3.22,6.31,10.52,4.21,38.24,1
4118,6.2,3.37,5.47,9.36,3.89,39.28,1
4119,4.76,3.36,8.13,13.46,5.33,37.51,1
4120,3.46,3.3,14.74,21.46,6.72,32.84,1
4121,2.89,3.38,23.34,30.26,6.92,27.01,1
4122,2.91,3.19,43.38,61.98,18.6,21.12,1
4123,2.4,3.43,34.18,47.61,13.44,26.44,1
4124,3.15,3.58,14.4,23.93,9.53,41.14,1
4125,3.1,3.6,13.63,23.19,9.56,42.7,1
4126,2.25,3.73,14.38,25.81,11.43,43.13,1
4127,3.32,3.73,16.94,27.46,10.52,47.0,1
4128,3.63,3.57,13.34,20.92,7.59,49.15,1
4129,3.18,3.71,12.96,21.67,8.72,51.28,1
4130,2.79,4.05,15.04,26.9,11.87,52.95,1
4131,2.21,4.19,21.55,33.94,12.39,48.94,1
4132,1.59,3.77,41.54,55.74,14.2,37.87,3
4133,3.67,4.25,101.81,158.82,57.02,8.11,3
4134,21.36,5.03,160.33,338.84,178.51,4.49,3
4135,50.52,4.65,118.17,236.94,118.77,3.84,3
4136,54.58,4.31,107.62,208.32,100.7,3.76,3
4137,53.62,4.67,141.72,315.54,173.82,4.0,3
4138,56.02,4.77,141.23,326.34,185.1,3.95,3
4139,55.4,4.04,127.12,290.97,163.85,3.6,3
4140,52.81,3.92,110.55,246.8,136.25,3.42,3
4141,42.12,3.75,100.74,228.74,127.99,3.57,2
4142,33.29,3.63,95.33,213.43,118.1,3.43,2
4143,33.33,3.39,63.55,121.83,58.28,3.25,2
4144,27.91,3.28,55.95,95.88,39.93,3.76,1
4145,19.76,3.27,45.51,65.47,19.96,11.34,3
4146,19.19,3.96,121.46,251.07,129.61,4.07,3
4147,16.96,4.31,136.26,305.79,169.53,4.6,3
4148,35.0,4.75,151.14,328.21,177.06,6.95,3
4149,72.44,4.38,29.28,44.68,15.39,33.59,3
4150,62.81,8.48,20.11,31.51,11.4,40.48,2
4151,46.14,7.48,22.06,34.1,12.04,42.3,2
4152,40.46,6.32,20.44,30.8,10.36,43.89,2
4153,31.07,6.71,23.59,35.84,12.26,46.22,1
4154,22.18,6.04,22.81,32.68,9.86,51.21,1
4155,16.34,6.02,40.49,54.49,14.0,38.58,2
4156,11.83,5.55,81.36,121.41,40.05,15.7,3
4157,18.49,6.02,191.81,412.08,220.28,4.34,3
4158,49.59,5.29,197.5,426.2,228.7,4.38,3
4159,62.38,4.51,133.32,250.38,117.06,4.14,3
4160,59.57,3.77,103.98,172.61,68.63,4.07,3
4161,57.19,3.61,101.8,176.06,74.26,3.72,3
4162,51.7,3.8,100.6,180.33,79.73,3.59,2
4163,42.88,3.72,74.55,113.58,39.03,3.43,3
4164,41.41,3.98,114.41,237.15,122.74,3.94,3
4165,41.93,3.98,121.53,269.71,148.19,3.52,2
4166,40.53,3.4,83.14,176.69,93.56,3.45,2
4167,35.82,3.27,67.61,134.7,67.09,3.62,2
4168,25.29,3.34,72.78,140.77,67.99,3.26,2
4169,26.62,3.61,93.91,187.75,93.83,3.73,3
4170,31.21,4.53,135.97,290.78,154.81,4.46,2
4171,44.73,4.63,82.81,149.86,67.05,13.79,3
4172,52.76,3.85,33.43,51.1,17.67,28.53,2
4173,41.45,3.47,47.28,67.31,20.03,23.28,2
4174,27.98,4.01,33.83,49.98,16.14,24.53,1
4175,21.05,3.67,22.2,33.64,11.44,30.52,1
4176,16.23,3.59,29.37,43.51,14.14,29.25,1
4177,11.75,3.31,23.92,38.02,14.1,31.39,1
4178,5.77,3.48,18.71,27.38,8.67,43.6,1
4179,4.16,3.23,36.14,47.53,11.4,36.1,1
4180,3.61,3.21,43.85,56.31,12.46,27.11,2
4181,2.88,3.24,51.81,81.47,29.67,22.66,1
4182,2.02,3.12,27.4,38.09,10.68,33.56,1
4183,1.76,3.02,49.02,65.14,16.12,19.95,2
4184,1.43,3.09,64.9,86.84,21.94,10.18,1
4185,22.17,3.67,18.32,27.67,9.36,49.2,1
4186,16.42,3.43,28.97,41.75,12.78,46.82,1
4187,11.79,3.66,35.13,47.0,11.86,38.4,1
4188,8.25,3.55,45.55,57.25,11.7,28.74,2
4189,10.33,3.8,73.51,98.85,25.34,13.61,2
4190,29.35,3.7,84.51,126.81,42.31,4.72,2
4191,31.6,3.75,89.8,149.18,59.38,4.45,3
4192,34.69,4.08,107.88,211.03,103.14,4.0,3
4193,47.75,4.31,122.92,278.23,155.31,3.49,3
4194,49.82,4.32,109.12,241.38,132.25,3.42,2
4195,43.76,3.75,78.4,146.84,68.44,4.78,2
4196,34.57,3.4,54.22,74.63,20.41,5.43,2
4197,30.35,3.26,51.25,73.58,22.33,4.83,2
4198,24.07,3.73,62.46,102.64,40.18,3.36,2
4199,17.31,3.95,85.06,167.83,82.77,3.16,3
4200,14.84,4.14,102.15,215.81,113.67,3.56,2
4201,12.93,4.05,72.06,125.5,53.44,7.55,2
4202,13.44,4.32,57.91,85.21,27.3,16.43,1
4203,23.6,4.73,46.61,64.67,18.06,21.14,1
4204,24.74,4.92,39.45,54.89,15.43,27.2,2
4205,34.22,5.38,21.48,31.49,10.01,40.35,2
4206,38.49,6.02,21.18,31.62,10.44,41.8,1
4207,24.29,4.97,22.68,33.5,10.82,36.49,1
4208,22.16,4.3,23.52,33.73,10.2,33.39,1
4209,12.58,3.4,25.84,35.21,9.37,44.77,2
4210,9.93,3.44,57.7,76.16,18.46,26.08,2
4211,8.13,3.34,73.11,97.76,24.65,17.58,1
4212,6.05,3.4,42.28,53.06,10.78,29.69,1
4213,4.73,3.25,23.72,31.7,7.97,43.13,1
4214,8.58,3.18,24.17,32.42,8.25,28.37,1
4215,7.5,2.86,17.82,23.61,5.79,24.72,1
4216,6.75,2.98,11.08,16.7,5.61,32.42,1
4217,6.23,3.13,10.7,15.27,4.57,32.29,1
4218,5.86,4.29,13.07,17.41,4.34,27.58,1
4219,5.7,6.0,14.37,19.43,5.06,25.85,1
4220,5.54,6.55,12.21,16.74,4.53,27.07,1
4221,5.38,7.36,13.12,19.16,6.04,27.93,1
4222,5.32,7.16,13.96,20.71,6.75,28.66,1
4223,5.25,5.96,18.87,27.53,8.65,26.62,1
4224,5.4,6.95,14.08,24.12,10.05,33.42,1
4225,6.93,6.32,12.84,22.2,9.37,35.06,1
4226,7.21,5.07,14.38,25.07,10.68,32.32,1
4227,6.89,5.24,17.92,31.55,13.63,30.55,1
4228,7.08,4.48,11.57,19.86,8.29,34.75,1
4229,6.77,4.57,13.35,23.69,10.34,36.32,1
4230,6.57,4.0,12.16,21.34,9.18,39.99,1
4231,6.55,3.53,21.1,34.67,13.57,37.49,1
4232,6.23,3.4,22.1,36.87,14.77,37.24,1
4233,5.86,3.45,22.93,32.14,9.21,32.65,1
4234,5.6,3.46,22.84,31.34,8.49,33.65,1
4235,5.42,3.5,19.86,28.13,8.28,34.57,1
4236,5.3,3.48,19.24,26.96,7.72,33.84,1
4237,5.46,3.21,26.76,36.04,9.28,28.8,1
4238,5.47,4.22,25.55,34.56,9.01,26.11,1
4239,5.33,3.34,18.13,24.84,6.71,28.32,1
4240,5.23,3.58,12.43,17.58,5.16,29.75,1
4241,5.16,3.71,10.32,14.63,4.31,29.11,1
4242,5.11,3.89,8.51,13.29,4.78,29.74,1
4243,5.08,4.0,6.85,11.09,4.24,28.48,1
4244,5.06,4.18,8.85,14.11,5.26,26.58,1
4245,5.04,4.47,22.94,40.62,17.68,22.81,1
4246,5.03,4.53,23.15,36.52,13.37,21.26,1
4247,5.02,4.67,47.44,79.62,32.18,18.04,2
4248,5.21,5.02,74.25,125.91,51.66,21.34,1
4249,11.74,6.64,21.09,35.2,14.11,25.95,1
4250,15.19,6.82,25.56,42.43,16.87,26.34,1
4251,12.4,6.65,19.69,31.74,12.05,26.29,1
4252,10.88,6.0,27.53,40.59,13.06,22.68,1
4253,9.02,5.64,40.72,55.08,14.35,20.77,1
4254,6.5,5.31,34.19,53.1,18.91,20.88,1
4255,13.05,5.06,35.37,47.73,12.35,17.97,1
4256,14.55,4.99,30.04,38.25,8.21,17.46,2
4257,10.77,4.97,50.2,58.53,8.33,10.32,2
4258,13.98,5.01,50.49,66.76,16.26,8.91,1
4259,14.08,4.74,39.14,53.0,13.86,11.33,2
4260,12.8,3.68,64.52,93.32,28.8,5.62,2
4261,14.31,3.82,81.16,139.99,58.83,3.28,2
4262,12.23,3.52,59.07,86.67,27.6,3.28,2
4263,11.01,3.69,68.2,118.76,50.56,3.02,2
4264,34.83,3.75,75.07,140.69,65.62,3.2,2
4265,39.3,3.94,96.59,201.6,105.02,3.14,2
4266,33.09,3.6,72.13,123.52,51.39,3.1,3
4267,46.64,4.03,121.96,251.1,129.14,4.3,3
4268,58.53,4.62,174.79,393.32,218.53,3.85,3
4269,61.54,3.64,88.83,158.31,69.48,5.59,3
4270,52.74,3.45,25.19,41.08,15.88,18.46,2
4271,48.6,5.81,21.63,36.03,14.41,21.3,2
4272,46.4,9.77,18.58,28.24,9.65,27.2,2
4273,44.62,6.12,23.82,36.95,13.13,38.11,2
4274,42.51,4.71,33.72,53.96,20.24,39.59,2
4275,35.71,3.75,40.87,55.5,14.63,39.01,2
4276,26.11,3.25,85.22,116.03,30.81,17.51,3
4277,39.1,4.02,182.96,367.92,184.96,5.38,3
4278,57.16,3.78,131.67,225.43,93.76,4.39,3
4279,53.22,3.33,101.08,152.08,51.0,7.48,3
4280,46.3,2.98,107.23,168.08,60.85,5.7,2
4281,43.98,2.22,92.58,136.92,44.33,7.7,2
4282,38.98,3.08,79.38,105.01,25.63,7.35,2
4283,35.59,5.9,84.72,126.06,41.34,8.99,3
4284,36.99,5.87,103.24,177.24,74.0,4.01,2
4285,34.2,4.75,66.53,86.21,19.67,6.64,2
4286,31.16,5.15,75.42,106.77,31.35,3.63,2
4287,32.1,5.23,81.76,131.17,49.41,3.41,2
4288,26.53,4.89,77.07,115.67,38.6,3.23,3
4289,22.8,5.16,102.64,181.51,78.87,3.62,2
4290,30.14,6.72,79.93,113.62,33.69,8.33,3
4291,35.79,8.06,104.11,173.74,69.63,7.61,2
4292,43.99,10.5,82.46,137.04,54.58,16.16,2
4293,45.15,10.96,47.74,67.37,19.63,28.48,2
4294,42.6,10.92,47.75,66.81,19.06,26.72,2
4295,41.14,9.52,34.78,50.7,15.92,35.24,2
4296,40.33,8.52,30.56,44.28,13.71,37.67,2
4297,33.58,7.92,31.64,44.28,12.64,36.75,2
4298,28.04,7.81,37.02,51.59,14.57,33.91,2
4299,31.75,7.32,61.08,88.31,27.23,23.85,3
4300,34.07,7.32,175.67,361.06,185.39,5.93,3
4301,69.03,8.22,190.58,408.96,218.38,4.8,4
4302,90.06,7.93,123.14,213.85,90.71,4.46,3
4303,81.89,8.84,101.31,166.25,64.94,5.09,3
4304,76.1,8.32,78.6,113.5,34.9,7.52,3
4305,75.87,7.99,102.87,179.64,76.77,4.3,3
4306,71.36,7.16,71.37,104.58,33.21,6.86,3
4307,60.82,6.48,62.88,90.99,28.1,7.75,3
4308,57.93,5.62,53.45,71.02,17.57,7.3,2
4309,46.02,4.76,46.73,60.83,14.1,5.42,2
4310,31.55,4.54,77.08,138.58,61.5,3.59,2
4311,31.8,4.6,80.76,148.1,67.34,3.64,2
4312,29.25,4.34,70.73,120.54,49.81,3.55,2
4313,32.29,4.42,90.76,171.16,80.41,3.4,3
4314,36.82,4.6,150.27,318.96,168.69,3.59,4
4315,36.21,5.81,266.91,661.49,394.58,4.44,4
4316,50.47,6.49,211.6,493.18,281.58,6.78,3
4317,63.56,6.9,37.97,58.66,20.69,22.81,3
4318,51.91,7.48,38.72,58.6,19.89,27.72,2
4319,39.03,11.1,38.73,62.99,24.26,31.02,2
4320,29.32,8.83,17.58,27.95,10.36,38.6,1
4321,20.78,7.73,19.76,30.59,10.82,37.37,1
4322,14.97,7.16,23.79,35.3,11.51,34.55,1
4323,12.49,6.68,26.2,39.75,13.55,31.34,2
4324,12.34,6.29,70.64,104.32,33.67,15.47,2
4325,12.69,5.75,87.17,144.28,57.11,9.12,2
4326,25.69,5.27,63.71,103.42,39.71,16.2,2
4327,26.61,5.12,70.18,103.25,33.07,11.61,2
4328,29.16,5.41,96.93,182.8,85.88,3.92,3
4329,35.48,5.9,153.69,343.36,189.67,4.53,3
4330,46.66,5.56,153.49,361.37,207.88,3.72,3
4331,57.75,5.15,126.0,297.2,171.2,3.74,3
4332,61.35,4.98,128.34,307.18,178.84,3.99,3
4333,54.13,4.66,92.86,203.59,110.73,3.11,2
4334,46.05,4.39,87.38,189.29,101.91,3.26,2
4335,39.18,4.11,90.79,205.33,114.54,3.45,2
4336,29.53,3.83,74.26,158.69,84.42,3.3,2
4337,21.27,3.68,71.99,147.63,75.64,3.39,2
4338,20.34,3.91,68.2,118.6,50.4,3.92,3
4339,26.59,4.44,108.54,227.0,118.46,4.72,2
4340,48.3,4.42,64.33,116.57,52.24,6.87,3
4341,61.58,4.99,41.93,69.54,27.61,15.25,3
4342,55.68,5.91,19.32,31.58,12.25,25.24,2
4343,48.3,7.63,21.56,36.37,14.81,28.72,2
4344,44.46,7.05,19.71,36.28,16.57,32.5,2
4345,35.33,6.97,27.83,45.95,18.12,28.5,2
4346,25.48,6.95,23.54,34.87,11.34,29.97,2
4347,26.11,6.53,55.43,87.52,32.08,22.19,3
4348,22.68,6.6,168.36,342.47,174.1,4.8,4
4349,44.3,7.1,204.18,458.89,254.71,4.59,4
4350,104.92,7.24,232.07,551.26,319.19,5.5,4
4351,160.0,6.54,231.1,559.05,327.95,4.41,4
4352,178.01,5.89,117.29,235.59,118.3,3.45,4
4353,155.27,5.12,46.66,63.02,16.35,13.99,4
4354,100.97,4.58,51.12,64.39,13.27,13.22,3
4355,53.59,4.22,68.23,95.58,27.35,5.92,2
4356,41.61,3.79,72.97,110.44,37.48,4.1,2
4357,34.3,3.48,51.13,67.94,16.82,5.4,2
4358,26.12,3.37,47.28,61.6,14.32,5.79,1
4359,21.35,3.35,46.76,59.58,12.82,6.53,1
4360,20.61,3.41,44.71,55.74,11.03,8.86,1
4361,19.54,3.38,48.58,63.75,15.17,11.44,2
4362,15.84,3.58,51.32,85.09,33.78,28.77,1
4363,11.83,3.48,34.52,51.66,17.14,35.77,1
4364,8.92,3.27,41.43,61.34,19.92,31.6,1
4365,5.85,3.38,24.93,38.75,13.82,40.92,1
4366,5.51,3.59,25.45,37.12,11.66,38.99,1
4367,4.59,3.79,23.89,36.54,12.65,38.42,1
4368,8.94,3.73,24.57,35.53,10.96,14.4,1
4369,8.71,3.55,28.86,40.27,11.41,10.43,1
4370,8.0,3.2,23.08,33.1,10.03,15.04,1
4371,7.53,3.27,19.9,29.2,9.3,20.26,1
4372,8.37,3.08,27.11,41.38,14.27,18.23,1
4373,9.85,3.03,21.88,29.93,8.05,19.21,1
4374,10.05,3.04,19.85,28.26,8.41,23.41,1
4375,9.11,2.95,16.87,24.14,7.28,24.41,1
4376,8.62,2.83,15.54,22.82,7.28,27.17,1
4377,8.02,2.84,12.17,18.73,6.56,33.29,1
4378,7.82,3.2,9.18,15.12,5.94,37.43,1
4379,7.72,3.42,7.99,13.75,5.76,33.46,1
4380,6.89,3.65,8.51,14.01,5.5,31.36,1
4381,8.77,3.84,7.04,11.31,4.27,32.21,1
4382,9.53,3.94,7.37,11.5,4.13,28.54,1
4383,9.06,3.86,8.91,13.43,4.51,27.27,1
4384,8.67,3.85,20.99,34.83,13.84,25.68,1
4385,8.45,3.87,16.94,27.67,10.73,23.27,1
4386,8.09,3.78,29.15,47.22,18.07,14.51,1
4387,7.44,3.78,35.39,54.89,19.5,9.97,1
4388,7.86,3.54,14.67,26.89,12.23,20.62,1
4389,7.98,3.78,12.62,19.66,7.04,22.98,1
4390,7.29,3.81,20.8,35.16,14.36,20.65,1
4391,6.6,3.88,17.6,27.9,10.3,27.99,1
4392,6.12,4.14,17.5,28.28,10.78,24.99,1
4393,6.49,4.33,18.55,29.98,11.44,25.31,1
4394,6.42,3.88,15.35,24.43,9.07,27.34,1
4395,5.99,4.21,21.97,30.48,8.5,20.63,1
4396,6.06,3.8,20.14,29.79,9.65,21.74,1
4397,5.94,3.77,17.91,26.19,8.28,17.02,1
4398,5.66,3.71,14.38,22.01,7.63,17.06,1
4399,5.46,3.78,19.02,27.84,8.81,12.28,1
4400,5.32,3.93,15.06,22.54,7.48,16.42,1
4401,5.23,2.94,11.46,16.89,5.42,20.85,1
4402,5.16,2.84,11.93,17.33,5.4,18.99,1
4403,5.11,2.81,8.33,12.46,4.12,24.56,1
4404,5.08,2.66,8.63,12.68,4.05,26.93,1
4405,5.66,2.46,14.46,19.24,4.78,21.97,1
4406,5.79,2.63,26.58,31.63,5.05,10.69,1
4407,5.55,3.15,34.29,43.82,9.53,6.61,1
4408,5.49,2.88,34.75,48.74,13.99,7.96,1
4409,5.4,3.95,46.58,67.21,20.63,2.1,1
4410,5.28,4.24,16.33,25.71,9.38,42.56,1
4411,5.19,4.94,14.0,22.8,8.8,44.46,1
4412,5.14,5.19,12.93,22.0,9.07,42.8,1
4413,5.1,5.32,15.56,36.19,20.63,41.3,1
4414,5.07,5.97,14.86,24.14,9.28,42.49,1
4415,5.7,10.18,18.74,29.38,10.64,43.88,1
4416,5.84,11.28,17.54,28.27,10.73,43.68,1
4417,5.88,9.36,19.91,30.64,10.73,40.39,1
4418,6.14,8.3,26.36,37.7,11.34,32.25,1
4419,6.0,8.38,31.29,43.56,12.27,27.04,1
4420,5.7,9.05,24.62,35.25,10.63,26.66,1
4421,6.08,7.59,43.12,57.53,14.41,20.68,1
4422,10.11,6.46,39.18,54.43,15.24,24.31,1
4423,20.05,4.24,43.65,54.3,10.64,22.7,1
4424,18.87,3.49,45.81,58.7,12.89,17.4,1
4425,14.46,3.79,40.25,48.64,8.39,15.57,2
4426,17.81,3.93,52.27,65.45,13.18,12.96,2
4427,16.32,3.84,62.96,92.17,29.21,7.35,2
4428,15.19,3.38,55.76,73.63,17.87,11.73,2
4429,20.98,3.53,78.13,123.29,45.16,3.98,2
4430,19.17,3.36,56.6,74.09,17.49,10.17,2
4431,14.25,3.57,64.49,92.09,27.6,13.44,3
4432,17.84,3.9,122.16,224.56,102.4,5.65,3
4433,19.53,4.3,110.46,196.87,86.41,8.8,1
4434,17.57,4.9,45.06,70.47,25.41,32.13,2
4435,29.68,5.26,26.85,43.22,16.37,44.34,2
4436,30.13,5.24,21.83,35.46,13.63,52.9,1
4437,22.3,5.14,20.38,32.54,12.16,55.77,1
4438,22.22,5.26,21.15,33.52,12.38,54.27,1
4439,21.58,5.07,21.99,33.55,11.56,56.21,2
4440,25.44,4.9,24.06,35.49,11.43,56.7,2
4441,29.53,4.47,33.66,46.94,13.28,48.87,2
4442,28.39,5.18,58.27,77.4,19.13,28.67,2
4443,26.25,6.02,61.63,75.99,14.36,5.66,2
4444,30.09,5.26,44.51,52.98,8.47,13.92,2
4445,26.32,6.05,56.8,70.72,13.93,7.91,1
4446,20.96,6.6,40.58,50.05,9.47,18.32,1
4447,19.61,6.0,27.86,36.48,8.62,24.36,1
4448,15.92,5.18,24.33,32.45,8.11,24.88,1
4449,11.34,5.77,15.16,21.14,5.98,37.49,1
4450,10.54,4.9,13.53,19.18,5.65,41.46,1
4451,9.58,5.58,12.21,18.21,6.0,37.44,1
4452,9.68,5.47,10.9,15.78,4.88,34.53,1
4453,8.22,5.83,10.87,16.38,5.51,34.19,1
4454,5.81,5.24,11.78,18.56,6.78,33.51,1
4455,4.32,4.92,13.41,20.81,7.4,32.43,1
4456,5.2,4.31,16.12,24.79,8.67,29.52,1
4457,4.92,4.26,33.39,54.39,21.0,23.3,1
4458,4.54,4.18,27.19,40.97,13.78,24.39,1
4459,6.55,4.27,21.63,31.74,10.11,25.34,1
4460,6.19,4.38,25.64,35.59,9.95,23.56,1
4461,7.48,4.54,23.7,32.87,9.17,25.37,1
4462,10.61,4.3,21.65,31.72,10.08,25.78,1
4463,10.47,4.25,24.33,36.43,12.1,24.46,1
4464,12.19,4.47,26.44,37.31,10.86,19.56,1
4465,17.82,4.32,25.74,39.01,13.26,20.71,1
4466,16.8,4.16,23.2,32.9,9.7,22.34,1
4467,12.67,4.08,23.15,34.16,11.01,22.02,1
4468,9.67,3.76,24.71,34.36,9.65,19.21,1
4469,7.09,3.43,23.1,31.33,8.23,20.82,1
4470,5.19,3.6,28.04,38.18,10.13,19.44,1
4471,3.22,3.5,21.38,28.78,7.39,18.69,1
4472,2.55,3.49,26.37,33.2,6.84,11.91,1
4473,1.89,3.25,20.22,26.5,6.28,13.98,1
4474,2.0,3.26,11.75,17.61,5.86,18.87,1
4475,2.01,3.35,13.53,19.66,6.14,18.04,1
4476,2.14,3.27,10.24,14.79,4.55,33.79,1
4477,1.82,3.25,14.72,20.85,6.13,32.82,1
4478,1.38,3.53,17.29,25.12,7.82,33.36,1
4479,1.14,3.36,23.94,38.1,14.17,32.69,1
4480,0.86,3.13,31.69,44.09,12.4,31.66,2
4481,0.6,3.58,53.6,68.75,15.15,21.22,1
4482,0.87,4.76,49.74,65.26,15.52,21.36,1
4483,7.65,4.44,48.61,65.7,17.09,23.7,2
4484,30.12,5.01,95.19,137.98,42.79,7.86,2
4485,47.63,4.43,74.06,103.73,29.67,13.05,3
4486,51.8,4.06,71.5,95.7,24.2,13.32,3
4487,55.57,5.26,147.78,302.62,154.84,4.36,3
4488,81.06,5.23,167.84,360.7,192.86,3.76,3
4489,84.89,5.05,170.22,371.1,200.88,3.58,3
4490,79.33,4.37,117.03,224.38,107.35,3.35,3
4491,81.09,4.43,114.48,220.17,105.69,3.55,3
4492,68.56,4.03,76.9,121.6,44.7,3.49,3
4493,53.78,3.64,54.09,70.03,15.94,4.16,2
4494,45.79,3.7,61.09,96.77,35.68,3.72,2
4495,35.85,3.61,38.83,47.7,8.88,10.66,2
4496,30.36,3.73,57.49,79.61,22.12,7.19,3
4497,33.6,4.08,112.75,219.15,106.4,3.7,3
4498,33.8,4.4,127.16,261.73,134.57,4.24,3
4499,47.37,5.37,132.94,283.64,150.71,8.25,3
4500,63.48,6.09,40.49,62.07,21.58,22.58,3
4501,63.35,5.6,18.67,29.41,10.74,31.98,3
4502,59.64,6.19,20.08,31.48,11.4,34.02,3
4503,52.28,5.56,20.98,32.03,11.04,33.43,2
4504,39.88,5.8,29.0,42.71,13.72,32.58,2
4505,34.12,5.59,27.24,38.44,11.21,34.35,2
4506,31.85,5.38,39.79,56.01,16.22,25.01,2
4507,31.5,5.15,67.63,103.15,35.52,16.06,2
4508,37.42,5.35,99.64,165.99,66.35,8.52,3
4509,56.82,5.72,77.61,121.59,43.97,6.73,3
4510,52.16,5.03,72.41,111.37,38.96,5.96,2
4511,46.56,5.0,39.21,46.25,7.04,15.39,2
4512,43.91,5.06,45.29,52.03,6.74,14.14,2
4513,38.91,4.92,49.72,56.55,6.83,11.71,2
4514,39.28,5.03,58.94,66.55,7.61,7.79,2
4515,38.39,4.83,69.92,92.28,22.36,4.43,2
4516,29.85,4.98,69.44,88.63,19.19,3.73,2
4517,27.75,4.64,63.18,75.84,12.65,4.75,2
4518,33.39,4.79,60.52,74.24,13.71,6.55,2
4519,30.1,5.15,65.68,91.68,26.0,8.18,2
4520,34.93,5.48,62.0,94.06,32.06,11.4,2
4521,42.68,6.3,34.47,48.56,14.09,20.81,2
4522,36.33,6.52,34.45,49.88,15.43,21.9,2
4523,30.31,6.42,32.76,47.23,14.47,24.48,2
4524,42.11,7.81,36.07,52.7,16.63,26.98,2
4525,47.95,6.99,37.11,49.95,12.84,27.88,2
4526,44.6,6.37,44.16,58.45,14.28,22.79,2
4527,42.83,5.75,40.49,52.45,11.96,20.93,2
4528,37.21,5.39,53.92,72.45,18.53,15.47,2
4529,38.91,5.23,52.49,67.07,14.58,12.47,2
4530,41.76,5.06,49.02,62.85,13.83,13.42,2
4531,34.3,5.1,44.86,57.65,12.79,16.17,2
4532,32.78,5.36,63.74,87.22,23.48,9.32,2
4533,49.87,5.26,96.86,170.17,73.3,4.15,3
4534,50.56,4.67,58.2,85.14,26.94,4.53,3
4535,53.04,4.12,57.63,86.91,29.29,3.55,3
4536,56.37,4.61,66.38,111.86,45.48,3.3,2
4537,48.55,4.32,62.37,112.18,49.81,3.28,2
4538,43.2,3.93,50.37,78.59,28.21,3.42,2
4539,39.32,3.86,44.15,64.02,19.87,3.94,2
4540,30.32,3.96,49.47,80.46,30.99,3.92,2
4541,26.18,3.94,58.38,86.44,28.06,5.32,3
4542,30.64,4.04,102.06,190.52,88.46,4.25,3
4543,29.66,4.83,163.01,349.01,186.0,3.96,2
4544,30.21,4.08,87.08,150.83,63.75,10.09,2
4545,40.43,4.26,34.38,52.11,17.72,25.42,2
4546,37.11,4.78,27.01,40.14,13.13,31.89,2
4547,34.42,4.9,27.98,42.5,14.53,32.77,2
4548,29.86,5.41,30.05,43.68,13.63,37.03,1
4549,23.1,5.28,31.27,44.52,13.24,38.73,1
4550,16.97,5.01,38.01,53.22,15.21,34.51,2
4551,14.52,4.94,52.15,68.52,16.37,26.0,2
4552,12.65,5.19,96.86,137.27,40.41,8.97,3
4553,33.31,5.51,127.71,227.63,99.92,9.29,3
4554,66.31,6.18,155.59,295.91,140.33,4.2,3
4555,79.67,5.43,121.61,208.12,86.52,3.5,3
4556,79.36,5.08,126.58,223.58,96.99,3.67,3
4557,75.06,5.0,114.49,194.62,80.12,3.84,3
4558,67.16,4.84,82.21,129.81,47.6,7.96,2
4559,49.77,4.49,53.84,72.0,18.16,11.54,2
4560,42.06,4.74,54.42,71.21,16.79,11.81,2
4561,42.69,4.74,29.26,37.17,7.91,24.86,2
4562,34.92,4.57,21.56,26.67,5.11,27.29,2
4563,25.39,4.28,17.95,23.16,5.21,26.86,1
4564,18.35,4.02,20.49,26.61,6.12,24.5,1
4565,12.94,3.82,25.6,33.55,7.96,20.07,2
4566,9.56,3.92,58.32,87.47,29.15,12.49,2
4567,7.71,4.01,95.17,164.38,69.2,7.98,2
4568,7.75,3.88,65.68,90.89,25.21,11.62,1
4569,13.97,4.05,47.01,64.8,17.79,18.1,1
4570,14.59,4.27,40.37,58.69,18.32,22.46,1
4571,11.24,4.16,37.52,53.34,15.81,21.9,1
4572,15.8,3.8,39.19,54.56,15.37,22.96,2
4573,10.55,4.1,72.02,94.16,22.13,15.02,2
4574,7.75,3.81,66.2,86.27,20.07,14.05,2
4575,8.28,3.75,76.76,96.98,20.22,7.81,2
4576,7.39,3.67,52.58,65.05,12.47,13.26,1
4577,5.64,3.76,46.26,66.6,20.34,21.42,1
4578,6.44,3.74,34.96,41.73,6.76,24.07,1
4579,6.16,3.86,36.39,50.58,14.19,26.63,1
4580,7.14,3.2,30.34,36.96,6.62,27.36,1
4581,10.5,3.26,33.56,41.25,7.69,24.82,1
4582,9.59,3.34,24.28,29.33,5.04,25.68,1
4583,6.95,3.29,15.06,19.76,4.71,28.58,1
4584,5.74,3.13,15.85,20.49,4.64,28.07,1
4585,5.8,3.22,15.04,19.85,4.81,28.33,1
4586,5.46,3.22,25.25,31.48,6.24,22.86,1
4587,6.06,3.39,45.82,57.04,11.23,15.2,1
4588,5.25,3.2,35.54,44.64,9.1,17.08,1
