,S17_PM10,S17_PM25,S17_SO2,S17_NO2,S17_NOX,S17_NO,S17_O3,OUT
4468,115.35,29.15,5.96,48.53,63.82,15.29,37.37,3
4469,83.85,28.8,5.02,35.05,47.4,12.34,43.07,3
4470,50.3,23.99,4.89,43.59,54.67,11.08,35.17,2
4471,28.91,13.21,4.48,29.66,38.78,9.13,43.56,1
4472,21.14,10.44,3.82,30.9,39.14,8.23,40.0,1
4473,15.42,7.32,4.11,34.44,42.83,8.39,39.41,1
4474,11.43,5.12,4.16,18.09,25.36,7.27,50.51,1
4475,8.0,3.77,3.85,13.08,20.02,6.94,51.28,1
4476,5.6,2.86,3.81,16.97,23.78,6.8,43.05,1
4477,3.92,2.28,3.74,19.44,26.4,6.97,42.69,1
4478,3.32,1.8,3.75,31.93,40.7,8.77,39.34,2
4479,3.15,1.26,3.78,50.03,71.04,21.01,35.51,2
4480,2.36,0.88,4.01,97.62,157.45,59.83,20.11,2
4481,7.31,0.62,3.97,92.15,148.65,56.5,20.89,2
4482,13.28,0.72,3.67,68.58,99.36,30.78,29.43,2
4483,11.05,0.76,4.0,52.15,76.61,24.47,42.87,4
4484,130.91,14.95,6.94,186.53,373.96,187.43,17.97,5
4485,256.42,28.74,5.88,172.32,347.35,175.02,16.51,4
4486,161.94,27.32,5.63,159.98,325.59,165.62,16.96,4
4487,101.86,36.99,4.24,110.7,200.29,89.59,16.26,3
4488,57.87,27.4,3.94,108.78,202.36,93.57,16.41,3
4489,68.45,24.25,3.77,110.93,210.79,99.86,16.51,3
4490,62.25,21.18,3.9,96.43,184.48,88.05,16.63,3
4491,52.22,15.12,3.52,71.68,120.58,48.89,16.24,2
4492,48.04,11.64,3.02,55.27,74.63,19.36,16.38,2
4493,42.37,9.0,3.09,46.54,60.77,14.24,17.03,2
4494,42.15,6.31,3.02,46.22,59.48,13.25,16.87,2
4495,41.38,5.57,3.03,50.78,74.25,23.47,17.45,2
4496,35.74,6.01,3.66,97.08,200.23,103.14,16.25,4
4497,38.72,7.17,4.93,231.66,558.3,326.64,17.73,4
4498,80.9,25.2,7.2,236.25,544.22,307.97,19.73,4
4499,122.34,51.46,9.38,136.82,242.52,105.7,24.0,4
4500,113.03,51.28,6.76,104.17,177.93,73.76,28.44,4
4501,103.37,45.53,6.98,85.07,136.21,51.14,36.35,4
4502,98.29,40.92,5.86,67.64,101.39,33.76,42.53,3
4503,81.57,28.86,5.22,62.09,91.8,29.71,44.91,3
4504,62.05,20.59,4.6,67.81,93.26,25.45,43.12,3
4505,52.79,14.85,4.43,81.92,114.82,32.9,31.71,3
4506,51.36,10.39,6.56,189.77,393.6,203.82,17.55,4
4507,74.68,12.08,7.58,273.37,633.98,360.61,17.59,4
4508,108.8,20.84,6.67,206.55,456.07,249.52,17.75,4
4509,93.29,35.31,5.26,166.62,380.01,213.38,16.79,4
4510,102.19,47.94,5.04,156.04,359.27,203.23,16.59,4
4511,97.55,51.76,5.25,134.85,302.86,168.02,16.16,3
4512,80.87,44.4,4.1,106.8,226.86,120.05,16.14,3
4513,80.89,41.46,4.42,100.3,210.4,110.1,16.65,3
4514,79.38,39.33,4.16,83.32,162.89,79.56,16.73,3
4515,75.5,34.61,3.89,79.97,150.06,70.08,16.71,3
4516,72.47,40.54,3.67,93.69,179.97,86.28,16.31,3
4517,67.76,36.37,3.84,123.11,260.77,137.66,16.86,3
4518,61.53,25.67,4.77,184.39,429.79,245.4,17.2,4
4519,70.16,32.67,7.98,213.63,481.37,267.73,18.63,4
4520,91.71,53.58,7.73,173.02,350.9,177.88,18.73,4
4521,100.1,51.79,6.42,136.15,255.86,119.71,21.22,4
4522,121.16,55.68,6.67,71.47,114.21,42.74,34.75,4
4523,156.57,53.42,7.2,65.47,102.98,37.51,40.83,4
4524,153.07,46.32,6.34,63.83,94.24,30.4,41.5,4
4525,132.34,45.89,6.42,81.22,117.04,35.82,29.83,4
4526,115.14,38.7,6.3,86.74,129.39,42.65,24.8,4
4527,98.6,32.75,4.54,95.6,151.06,55.47,18.58,4
4528,94.2,35.93,3.74,76.93,103.0,26.06,19.98,3
4529,81.52,31.17,4.38,100.94,164.65,63.71,17.03,3
4530,72.16,22.41,4.14,71.48,97.44,25.96,24.74,3
4531,65.88,21.54,4.36,91.6,146.21,54.61,16.17,3
4532,56.42,23.68,4.15,83.38,118.29,34.91,16.37,2
4533,43.11,17.33,3.77,67.83,84.75,16.93,18.11,2
4534,44.46,17.05,3.32,56.71,67.84,11.13,21.26,2
4535,42.34,18.32,2.96,52.5,60.85,8.34,20.16,2
4536,31.96,14.9,2.9,49.61,57.29,7.67,17.41,2
4537,31.69,15.67,3.25,54.96,69.4,14.44,16.21,2
4538,31.44,13.8,2.93,55.07,74.7,19.63,15.69,2
4539,23.16,9.66,3.06,54.43,79.22,24.8,15.99,2
4540,23.98,8.78,3.22,62.07,99.37,37.3,16.12,2
4541,28.64,9.74,3.21,83.83,156.35,72.52,16.69,3
4542,31.01,10.1,3.69,123.46,254.63,131.16,16.98,3
4543,40.9,18.98,4.58,131.12,266.57,135.44,17.12,3
4544,42.08,26.7,6.3,126.0,238.96,112.97,18.27,2
4545,46.46,27.8,5.73,98.22,162.6,64.39,20.74,3
4546,52.34,33.14,5.96,76.89,117.3,40.42,29.75,3
4547,51.02,34.91,6.08,69.31,100.25,30.94,39.0,2
4548,43.5,25.17,4.61,60.88,85.42,24.54,45.55,2
4549,41.89,18.22,4.22,56.9,75.05,18.14,50.85,2
4550,38.38,12.84,4.09,72.54,99.26,26.72,39.78,3
4551,29.59,9.12,3.82,116.86,186.14,69.28,21.79,4
4552,50.96,9.61,5.84,264.89,583.34,318.45,17.57,4
4553,97.76,13.52,5.86,214.05,452.05,238.0,17.46,4
4554,107.49,20.68,5.49,161.58,317.93,156.35,17.3,4
