,S17_PM10,S17_PM25,S17_SO2,S17_NO2,S17_NOX,S17_NO,S17_O3,OUT
1202,11.66,3.24,1.58,38.96,46.67,7.71,52.91,1
1203,12.35,3.37,1.38,31.46,39.08,7.62,59.87,1
1204,11.56,3.36,1.45,37.23,44.52,7.29,50.26,2
1205,12.61,3.25,1.48,66.08,74.97,8.89,19.21,2
1206,14.88,3.18,1.38,73.52,82.78,9.26,13.64,2
1207,16.72,3.12,1.53,64.55,73.65,9.1,14.03,1
1208,17.83,3.09,1.41,45.34,52.78,7.44,30.62,1
1209,22.13,3.23,1.29,39.75,46.86,7.11,33.56,1
1210,20.55,3.24,1.33,38.37,46.65,8.28,33.87,1
1211,16.64,3.29,1.4,36.76,47.9,11.14,39.22,1
1212,22.34,3.71,1.55,35.4,47.28,11.89,49.37,2
1213,25.47,4.08,1.58,30.82,40.52,9.7,65.16,2
1214,19.09,4.18,1.69,61.47,81.35,19.88,49.56,2
1215,26.33,4.36,1.95,59.53,82.48,22.95,55.81,2
1216,46.16,9.23,2.16,64.64,88.0,23.36,58.07,2
1217,48.84,8.48,1.76,41.52,53.82,12.3,97.95,3
1218,55.11,5.13,2.02,39.87,49.25,9.37,107.72,3
1219,51.13,4.49,1.99,38.59,48.28,9.69,98.41,2
1220,45.99,4.04,2.08,48.07,61.32,13.25,89.11,2
1221,37.53,3.73,2.42,77.0,89.39,12.4,48.63,2
1222,33.98,3.51,2.12,87.88,96.45,8.58,28.83,3
1223,36.74,3.36,2.26,102.71,117.39,14.67,14.5,2
1224,46.3,3.25,2.04,68.1,75.88,7.78,30.37,2
1225,46.39,3.39,1.98,94.51,119.46,24.95,11.29,3
1226,42.94,3.45,2.17,121.72,177.38,55.66,3.61,3
1227,55.01,3.82,2.22,121.59,184.48,62.89,5.72,3
1228,65.45,7.17,2.28,104.61,148.18,43.57,5.44,3
1229,65.86,7.66,1.86,82.73,114.03,31.3,22.17,3
1230,60.28,6.4,1.69,65.99,81.8,15.81,19.86,3
1231,60.47,7.65,1.62,64.2,73.86,9.65,15.04,3
1232,55.93,7.44,1.69,83.76,119.18,35.42,8.68,3
1233,55.15,7.58,1.75,90.99,130.85,39.86,18.44,3
1234,62.82,17.07,1.92,108.68,161.22,52.55,23.73,3
1235,58.89,17.76,2.18,102.39,144.73,42.34,37.47,3
1236,68.85,17.15,2.15,73.04,96.82,23.78,60.77,3
1237,65.38,16.18,1.7,41.16,53.92,12.76,74.68,3
1238,62.26,12.81,1.83,48.56,63.72,15.15,87.85,3
1239,63.64,10.29,1.85,51.21,66.38,15.17,91.69,2
1240,45.85,10.47,1.3,22.96,30.07,7.11,86.57,2
1241,44.08,8.72,1.38,26.64,35.4,8.77,86.38,2
1242,42.42,7.07,1.54,29.98,39.03,9.05,84.23,2
1243,42.96,5.85,1.61,29.0,39.06,10.06,73.07,2
1244,39.42,4.99,1.63,29.97,38.32,8.35,81.48,2
1245,31.39,4.42,1.69,51.92,64.75,12.84,68.93,2
1246,23.65,4.01,1.51,34.11,39.43,5.32,72.01,2
1247,19.61,3.7,1.53,29.13,33.24,4.11,62.53,2
1248,15.97,3.49,1.61,21.33,24.48,3.15,88.78,2
1249,15.73,3.38,1.31,28.15,31.37,3.21,80.0,2
1250,19.18,3.65,1.45,35.56,39.15,3.59,63.37,2
1251,14.12,4.23,1.21,12.32,15.06,2.74,76.29,2
1252,12.47,3.86,1.37,14.82,17.74,2.92,68.55,2
1253,10.23,3.6,1.17,10.32,13.13,2.81,74.25,1
1254,8.66,3.42,1.26,19.93,23.22,3.29,54.66,2
1255,7.56,3.3,1.27,21.55,25.17,3.61,60.08,2
1256,7.03,3.28,1.02,20.73,25.92,5.19,68.09,1
1257,11.02,3.53,1.36,35.68,44.63,8.95,56.13,1
1258,11.79,3.59,1.36,37.82,50.31,12.5,54.0,2
1259,16.49,3.97,1.36,25.71,35.3,9.59,70.22,2
1260,21.67,4.2,1.6,23.36,32.55,9.19,78.29,2
1261,18.83,4.68,1.46,21.04,28.58,7.54,94.37,2
1262,16.53,4.91,1.6,19.23,26.82,7.6,91.99,2
1263,13.48,4.6,1.6,21.07,29.97,8.9,86.71,2
1264,14.73,4.12,1.7,14.53,20.01,5.48,92.08,2
1265,15.41,3.78,1.81,18.98,24.36,5.38,91.91,2
1266,13.16,3.55,1.85,25.82,31.24,5.41,86.22,2
1267,10.71,3.38,1.83,16.96,20.54,3.58,86.67,2
1268,9.0,3.27,1.87,18.26,21.65,3.39,81.77,2
1269,8.07,3.73,1.97,50.83,56.7,5.87,34.96,2
1270,15.91,3.9,1.49,18.23,21.54,3.3,65.47,1
1271,16.68,3.68,1.57,24.77,27.91,3.14,50.5,1
1272,14.49,3.89,1.55,24.66,27.95,3.29,46.96,2
1273,13.34,4.28,1.5,56.16,61.34,5.18,15.39,2
1274,11.34,4.12,1.62,54.93,59.34,4.42,14.63,2
1275,17.58,3.91,1.6,66.44,77.3,10.86,9.06,1
1276,22.25,4.11,1.36,35.31,38.97,3.66,28.46,1
1277,19.25,3.97,1.5,31.41,35.91,4.5,28.55,1
1278,15.16,3.68,1.56,41.42,53.11,11.69,23.9,2
1279,21.5,3.47,1.79,56.25,77.55,21.3,24.87,1
1280,23.31,3.51,1.78,42.02,61.69,19.67,40.03,2
1281,30.77,3.64,1.85,37.82,53.08,15.26,43.0,2
1282,40.61,4.57,1.65,39.1,55.34,16.24,45.68,2
1283,36.6,5.0,1.75,46.14,64.67,18.53,36.15,2
1284,41.21,5.04,1.57,33.91,48.08,14.17,60.71,2
1285,44.1,5.09,1.56,24.83,34.18,9.35,87.84,2
1286,36.44,5.08,1.67,19.11,26.01,6.9,87.12,2
1287,32.7,5.05,1.72,15.76,21.05,5.3,89.33,2
1288,30.19,5.52,2.06,23.58,29.72,6.14,87.75,2
1289,24.17,5.18,1.98,70.34,80.76,10.42,55.02,2
1290,23.71,4.52,1.71,63.58,69.73,6.16,64.02,2
1291,27.55,4.07,1.65,67.86,74.76,6.9,59.98,2
1292,37.06,11.71,1.39,23.55,28.76,5.21,71.45,2
1293,26.63,7.27,1.68,57.11,62.61,5.5,17.9,1
1294,22.8,6.68,1.54,46.73,50.81,4.08,21.05,2
1295,25.28,8.07,1.44,28.62,32.21,3.59,33.79,1
1296,22.93,8.02,1.34,30.25,34.78,4.53,29.91,1
1297,18.21,6.8,1.49,29.52,35.01,5.49,38.27,1
1298,23.81,5.86,1.41,28.64,36.39,7.75,45.28,2
1299,25.68,5.07,1.51,19.3,25.68,6.39,67.65,2
1300,23.86,4.45,1.59,14.94,19.86,4.91,82.99,2
1301,19.83,4.02,1.63,11.53,15.63,4.1,93.07,2
1302,19.15,3.71,1.68,12.02,16.08,4.05,97.04,2
1303,17.2,3.5,1.69,23.73,30.2,6.47,91.92,2
1304,13.8,3.35,1.67,19.64,25.06,5.41,94.87,2
1305,11.58,3.3,1.68,15.55,20.28,4.73,99.56,2
1306,10.03,3.58,1.74,14.54,18.5,3.97,94.43,2
1307,9.02,3.71,1.65,14.29,17.95,3.66,94.95,2
1308,8.22,3.56,1.74,23.98,28.5,4.51,85.15,2
1309,7.36,3.39,1.85,18.74,21.5,2.76,82.86,2
1310,6.65,3.27,1.63,12.68,15.6,2.93,71.78,2
1311,6.16,3.19,1.63,15.8,18.78,2.98,65.73,1
1312,5.93,3.73,1.69,42.95,48.45,5.5,36.16,2
1313,7.85,4.27,1.78,74.39,85.92,11.53,5.47,1
1314,13.97,4.21,1.5,44.12,47.57,3.46,30.23,2
1315,14.27,4.32,1.73,57.97,76.0,18.03,18.82,2
1316,20.89,4.37,1.77,82.99,111.12,28.12,0.44,2
1317,20.47,4.09,1.7,85.96,119.5,33.54,0.6,2
1318,21.43,4.15,1.63,76.05,101.56,25.51,0.33,2
1319,34.64,11.8,1.52,83.15,132.68,49.54,17.29,2
1320,39.93,13.25,1.67,79.31,117.86,38.55,30.71,2
1321,46.1,10.93,1.71,59.35,79.8,20.44,56.0,2
1322,47.67,8.94,1.65,43.53,56.2,12.67,74.09,2
1323,41.05,7.64,1.73,53.58,66.69,13.1,68.44,2
1324,37.19,6.65,1.66,43.68,54.05,10.37,76.94,3
1325,63.41,5.94,2.06,29.44,38.39,8.94,94.64,3
1326,69.31,5.22,2.28,51.04,62.06,11.02,63.13,3
1327,78.11,20.61,2.64,87.46,109.97,22.51,49.93,3
1328,65.54,24.79,1.78,66.76,73.28,6.52,46.34,2
1329,42.17,14.51,1.64,66.88,92.37,25.49,22.7,3
1330,56.75,18.91,1.49,69.7,94.6,24.9,39.06,3
1331,53.92,13.92,1.63,57.59,76.61,19.02,48.49,3
1332,50.0,10.66,1.67,60.06,73.03,12.97,45.93,4
1333,91.15,19.07,1.81,75.94,97.86,21.93,52.36,3
1334,85.61,19.48,2.55,78.79,105.67,26.88,52.07,3
1335,79.36,19.37,1.92,59.12,74.65,15.53,51.74,3
1336,76.0,22.15,1.41,48.81,61.06,12.25,51.59,3
1337,57.53,19.56,1.58,53.87,68.45,14.58,71.39,2
1338,40.94,14.88,1.49,35.7,40.13,4.43,79.54,2
1339,31.39,11.32,1.38,37.37,42.38,5.0,69.38,2
1340,24.05,8.82,1.61,60.48,65.58,5.1,40.37,2
1341,28.94,7.72,1.79,98.5,120.97,22.47,11.7,3
1342,36.53,7.65,1.93,110.5,156.01,45.51,8.64,3
1343,39.18,6.73,1.76,101.7,137.05,35.34,0.66,2
1344,44.97,8.09,1.49,74.11,86.42,12.31,0.16,2
1345,39.41,7.34,1.62,85.1,110.88,25.78,0.29,2
1346,46.69,11.28,1.53,77.1,96.84,19.74,1.16,2
1347,41.45,11.58,1.57,88.99,136.27,47.27,1.87,3
1348,58.02,8.15,1.58,37.57,50.97,13.4,75.46,3
1349,78.36,11.1,1.75,34.98,47.66,12.68,83.33,3
1350,77.02,10.6,1.53,28.04,37.36,9.32,87.81,3
1351,66.54,8.32,1.67,34.34,42.9,8.57,78.55,3
1352,69.57,6.72,1.58,56.02,68.55,12.53,55.32,3
1353,62.54,5.65,1.67,43.1,52.91,9.8,80.39,3
1354,73.73,5.13,1.63,41.67,52.84,11.17,79.9,3
1355,74.19,6.23,1.54,39.07,48.17,9.1,83.61,3
1356,55.94,6.0,1.62,40.83,48.14,7.31,81.98,2
1357,43.32,5.1,1.46,45.11,49.61,4.5,72.52,2
1358,35.91,4.47,1.58,67.72,72.64,4.92,47.44,2
1359,27.8,4.03,2.02,85.89,97.48,11.59,22.04,2
1360,34.61,3.72,1.59,52.46,59.54,7.08,34.41,2
1361,38.13,3.93,1.56,59.45,65.28,5.83,30.13,2
1362,46.37,3.91,1.46,56.27,61.04,4.77,25.77,2
1363,44.86,9.64,2.05,82.59,117.26,34.67,13.16,2
1364,38.47,12.47,1.87,72.68,92.51,19.83,13.46,3
1365,51.14,19.51,1.93,69.29,94.96,25.67,13.38,3
1366,66.6,26.1,1.92,67.11,95.21,28.1,13.85,3
1367,63.4,22.9,1.72,60.1,84.78,24.68,19.91,3
1368,63.12,17.64,1.69,63.9,94.38,30.48,24.12,3
1369,63.78,21.88,1.69,72.84,114.63,41.79,26.7,3
1370,55.66,20.0,1.85,69.49,100.59,31.09,38.88,3
1371,54.02,12.24,1.63,36.34,48.58,12.25,79.59,2
1372,48.03,10.48,1.85,38.21,49.37,11.16,83.8,2
1373,45.3,10.23,1.87,33.67,42.3,8.63,91.68,3
1374,59.48,10.39,2.36,65.47,84.64,19.18,65.86,3
1375,59.26,8.87,1.72,41.83,47.86,6.03,62.48,2
1376,47.92,7.1,1.89,75.97,85.01,9.04,43.04,2
1377,43.38,5.87,1.83,65.88,73.77,7.89,63.43,2
1378,35.4,5.23,1.99,98.61,122.01,23.4,36.33,3
1379,41.26,5.27,1.68,116.7,142.06,25.37,12.37,3
1380,39.01,5.51,1.9,132.37,176.34,43.97,4.93,3
1381,29.6,5.04,2.13,131.69,201.05,69.36,4.72,3
1382,43.81,4.43,2.27,116.08,178.47,62.39,8.34,3
1383,51.25,12.57,2.37,108.55,159.33,50.79,10.09,3
1384,56.97,13.23,2.63,156.13,279.93,123.8,4.82,3
1385,69.15,18.88,3.06,143.43,276.3,132.87,5.92,3
1386,79.46,18.41,2.53,128.92,247.13,118.21,8.97,3
1387,77.55,19.88,1.74,87.87,138.93,51.06,11.38,3
1388,53.65,17.31,1.96,95.15,159.71,64.56,20.28,3
1389,58.06,19.03,1.94,101.06,163.21,62.16,30.76,3
1390,57.56,16.88,1.87,97.57,147.6,50.03,47.65,3
1391,64.48,15.78,1.67,88.6,124.28,35.68,77.49,3
1392,66.63,18.25,1.62,48.4,61.08,12.68,80.23,3
1393,57.02,17.55,1.64,47.34,60.26,12.91,81.99,3
1394,50.35,14.58,1.67,33.41,43.08,9.67,92.64,2
1395,45.08,11.55,1.74,42.72,53.62,10.9,81.55,3
1396,51.94,9.37,1.71,50.34,57.93,7.59,63.25,3
1397,51.58,7.59,2.27,64.58,73.77,9.19,84.79,3
1398,54.61,6.55,2.54,96.27,126.02,29.75,80.01,4
1399,91.12,5.78,1.87,49.08,60.38,11.3,75.71,3
1400,85.6,5.01,1.77,42.79,46.61,3.82,75.03,3
1401,58.36,4.4,2.17,91.13,103.65,12.52,32.11,3
1402,40.37,3.98,1.77,101.75,118.43,16.68,16.58,3
1403,39.38,3.69,1.74,101.37,121.88,20.51,11.24,2
1404,47.53,3.56,2.02,95.37,121.85,26.49,17.47,2
1405,43.46,4.03,1.59,86.72,108.15,21.43,15.29,2
1406,38.8,4.32,1.84,94.83,130.31,35.48,14.14,2
1407,44.96,5.79,1.69,87.56,124.7,37.14,13.61,2
1408,44.12,5.7,1.72,64.29,80.54,16.25,14.46,2
1409,45.26,5.43,2.01,49.65,60.22,10.57,16.33,3
1410,54.48,10.81,2.39,75.99,128.34,52.34,14.32,3
1411,51.75,11.15,1.91,67.87,106.89,39.03,18.04,3
1412,58.52,20.88,1.56,72.54,109.76,37.23,27.63,3
1413,62.69,26.16,1.65,67.89,95.18,27.29,39.69,3
1414,64.37,21.96,1.67,76.33,105.26,28.92,55.48,2
1415,49.1,14.61,2.11,42.89,54.02,11.12,90.36,3
1416,63.74,11.13,3.79,23.38,29.49,6.11,110.17,4
1417,91.82,8.69,1.68,20.62,26.49,5.87,114.82,3
1418,84.74,7.23,2.29,26.86,33.18,6.32,105.38,3
1419,59.23,6.36,2.11,27.27,33.12,5.85,108.51,2
1420,48.36,5.58,3.1,29.81,35.7,5.9,102.37,3
1421,68.11,4.99,4.63,39.66,44.38,4.72,90.11,3
1422,67.87,4.46,3.25,56.12,60.74,4.62,71.3,3
1423,55.01,4.02,1.88,36.42,40.14,3.72,71.81,2
1424,42.86,3.71,1.75,15.63,17.77,2.14,77.98,2
1425,34.38,3.5,1.83,27.12,29.88,2.76,66.31,2
1426,32.21,3.9,1.74,22.2,24.71,2.5,73.31,2
1427,27.04,4.14,1.62,29.74,32.11,2.37,67.91,2
1428,20.91,4.01,1.51,10.73,12.54,1.81,92.02,2
1429,19.36,4.3,1.57,7.24,8.9,1.67,99.59,2
1430,16.58,4.52,1.5,5.86,7.53,1.67,101.89,2
1431,13.17,4.23,1.58,5.28,6.83,1.55,99.56,2
1432,11.38,3.86,1.5,4.96,6.52,1.57,97.78,2
1433,14.44,4.3,1.47,9.96,12.99,3.03,86.81,2
1434,20.9,3.97,1.54,11.34,14.95,3.6,90.45,2
1435,25.96,3.68,1.69,8.2,11.56,3.36,99.2,2
1436,34.11,3.48,1.52,11.6,16.0,4.4,103.45,2
1437,41.93,3.33,1.8,14.07,17.84,3.78,97.07,3
1438,51.16,3.66,1.81,11.7,16.14,4.44,101.52,3
1439,55.31,4.17,1.79,13.1,17.33,4.23,101.48,2
1440,46.91,4.06,1.83,15.86,19.21,3.36,112.48,2
1441,42.18,3.74,1.81,11.35,13.96,2.61,114.82,2
1442,39.68,3.52,1.68,11.25,13.9,2.65,111.71,2
1443,38.11,3.45,1.68,9.25,11.64,2.38,115.21,2
1444,34.13,3.88,1.87,12.39,14.54,2.15,101.78,2
1445,27.94,3.86,1.73,22.68,25.37,2.69,88.78,2
1446,26.01,3.61,1.72,22.63,24.73,2.09,88.03,2
1447,28.74,3.42,1.81,36.17,38.54,2.37,67.68,2
1448,35.13,3.3,1.75,63.68,69.09,5.4,31.72,2
1449,31.26,3.32,1.72,80.82,88.96,8.14,24.98,2
1450,28.32,3.4,1.75,32.16,34.43,2.26,61.27,2
1451,29.06,3.75,1.64,25.27,27.27,2.0,75.35,2
1452,25.13,3.76,1.52,10.77,12.47,1.7,62.34,2
1453,19.62,3.82,1.56,5.21,6.67,1.46,64.5,2
1454,16.98,3.88,1.62,5.9,8.01,2.11,72.39,2
1455,14.64,4.12,1.58,8.28,10.15,1.86,77.47,2
1456,12.6,4.34,1.59,23.74,29.2,5.46,73.27,2
1457,17.59,4.52,1.66,33.36,44.0,10.64,69.5,2
1458,20.95,4.6,1.78,29.7,40.41,10.71,81.26,2
1459,48.06,7.34,1.7,30.48,38.78,8.3,118.11,3
1460,54.42,6.06,1.69,33.13,42.25,9.11,159.41,3
1461,54.47,5.31,1.74,19.24,24.31,5.07,120.36,3
1462,54.27,4.82,1.8,29.95,37.36,7.4,97.75,3
1463,59.5,4.34,1.85,42.4,50.77,8.37,73.81,3
1464,53.03,4.49,1.79,44.33,53.36,9.02,63.22,2
1465,48.1,4.31,1.84,27.48,31.98,4.5,94.3,2
1466,39.5,3.92,1.86,34.04,37.68,3.64,73.9,2
1467,32.65,4.16,1.66,57.48,61.43,3.95,44.9,2
1468,29.02,4.46,1.55,86.12,89.67,3.55,27.42,1
1469,23.52,4.24,1.44,40.94,44.45,3.51,56.12,2
1470,18.44,4.26,1.53,54.96,59.21,4.25,32.92,1
1471,15.94,4.2,1.48,46.77,49.33,2.56,36.17,2
1472,17.87,5.26,1.63,51.69,54.24,2.55,17.12,2
1473,16.84,5.84,1.56,62.73,66.04,3.31,9.6,2
1474,24.02,10.82,1.76,52.22,55.5,3.28,14.96,2
1475,33.71,13.85,1.64,52.59,56.16,3.57,14.08,2
1476,30.21,11.93,1.66,49.71,55.91,6.2,19.37,2
1477,29.48,10.08,1.56,39.24,49.37,10.13,38.58,2
1478,26.93,11.28,1.76,47.44,65.78,18.34,44.63,2
1479,22.62,10.83,1.75,37.54,52.09,14.54,65.65,3
1480,56.06,12.78,1.91,44.17,56.44,12.27,46.63,3
1481,67.4,12.64,1.78,58.18,73.79,15.62,50.63,3
1482,61.69,14.08,1.76,49.21,64.59,15.38,104.35,3
1483,68.57,12.9,1.82,55.85,69.98,14.13,53.53,3
1484,82.62,19.06,2.08,62.26,79.03,16.77,51.11,3
1485,81.87,18.52,2.46,73.32,86.5,13.17,35.06,3
1486,73.38,20.76,2.21,101.59,122.7,21.11,26.65,3
1487,63.67,21.57,2.11,118.06,152.81,34.75,16.39,3
1488,69.57,17.72,2.06,122.15,158.51,36.36,20.79,3
1489,66.33,19.04,2.04,108.89,133.77,24.88,15.76,2
1490,36.61,9.1,1.74,75.49,82.21,6.72,3.42,2
1491,31.0,8.06,1.83,68.09,75.93,7.84,5.33,2
1492,24.03,7.23,1.87,72.38,91.18,18.81,3.65,2
1493,36.81,11.5,1.93,57.93,64.61,6.68,5.9,2
1494,35.14,14.5,1.63,34.4,48.79,14.39,48.61,2
1495,32.02,14.66,1.59,46.02,63.56,17.54,46.99,2
1496,24.7,11.84,1.72,41.88,58.6,16.72,66.85,2
1497,28.04,6.97,1.57,20.48,25.02,4.54,90.86,2
1498,17.93,5.71,1.74,31.36,38.46,7.11,80.68,2
1499,14.75,5.02,2.1,62.79,80.62,17.83,78.27,3
1500,54.75,9.01,1.98,42.75,57.28,14.53,125.59,3
1501,80.84,9.59,2.35,64.92,82.97,18.05,70.6,3
1502,56.23,10.3,1.78,31.25,34.56,3.3,64.89,2
1503,41.0,8.11,1.81,58.65,63.8,5.16,31.6,2
1504,30.48,6.57,1.85,27.35,29.47,2.12,71.85,2
1505,20.73,5.23,1.63,12.85,14.93,2.08,83.06,2
1506,16.39,4.63,1.78,8.95,10.06,1.11,85.38,2
1507,14.61,4.14,1.63,10.98,12.05,1.08,79.86,2
1508,25.14,6.26,1.76,45.27,47.95,2.68,32.32,2
1509,28.42,6.67,1.61,40.78,45.06,4.28,39.49,2
1510,24.46,6.16,1.74,60.46,75.5,15.04,34.57,2
1511,35.5,7.61,1.83,76.04,107.22,31.18,29.91,2
1512,34.74,7.24,1.79,72.71,102.66,29.94,38.08,2
1513,39.91,5.97,2.05,67.3,95.67,28.37,45.3,2
1514,49.46,5.44,1.31,30.27,41.28,11.01,96.64,2
1515,44.38,5.58,4.0,30.57,55.57,25.0,52.93,2
1516,30.31,12.31,1.88,19.24,24.04,4.8,63.76,2
1517,25.47,9.96,1.81,19.54,23.82,4.29,62.82,2
1518,20.54,8.48,1.94,19.93,22.82,2.89,64.33,1
1519,16.2,7.64,2.1,39.59,45.32,5.73,50.59,1
1520,12.97,6.52,2.01,46.57,50.71,4.14,34.57,2
1521,20.15,4.34,2.0,59.33,62.62,3.29,15.07,2
1522,22.3,4.39,1.97,75.8,90.26,14.46,27.77,3
1523,27.34,6.92,2.31,117.26,163.64,46.38,2.06,3
1524,29.82,8.22,2.11,102.08,135.67,33.6,3.98,3
1525,57.39,9.8,2.1,31.43,39.17,7.74,64.15,3
1526,60.4,7.95,2.1,32.29,38.41,6.12,73.2,3
1527,88.71,6.46,1.95,32.46,38.5,6.04,75.41,4
1528,95.92,7.28,2.08,46.11,55.93,9.82,62.89,4
1529,93.01,6.85,2.1,32.31,39.0,6.69,73.99,4
1530,93.88,5.7,2.18,62.41,75.49,13.08,35.95,3
1531,80.89,4.89,2.22,66.36,78.33,11.97,46.58,4
1532,90.54,4.45,2.12,93.43,109.52,16.1,28.73,3
1533,88.85,5.24,2.22,108.42,125.52,17.1,13.94,3
1534,79.8,14.71,2.21,85.07,93.29,8.22,6.6,3
1535,78.08,15.64,2.56,104.67,121.36,16.68,12.05,3
1536,84.81,29.03,2.77,136.5,219.06,82.56,3.3,3
1537,68.61,16.4,2.76,107.03,166.56,59.53,0.97,1
1538,13.66,4.32,2.14,37.63,42.64,5.01,40.49,1
1539,12.31,3.93,2.22,36.94,46.08,9.15,47.48,1
1540,10.92,4.26,2.3,39.03,47.09,8.06,43.48,1
1541,9.45,4.37,2.16,30.99,36.22,5.23,43.52,1
1542,14.18,3.93,2.22,21.73,23.97,2.23,29.28,1
1543,12.05,3.77,2.04,26.3,32.73,6.43,32.51,1
1544,11.45,4.09,2.12,23.22,25.33,2.11,26.22,1
1545,20.12,4.16,2.04,20.11,22.23,2.12,30.09,1
1546,17.29,4.16,2.01,22.84,24.58,1.74,28.29,1
1547,23.55,4.18,2.01,26.76,33.6,6.84,38.01,1
1548,22.02,4.22,2.14,27.04,35.25,8.22,44.47,1
1549,19.2,3.68,2.01,31.59,41.37,9.78,49.72,2
1550,29.0,3.48,2.21,26.8,33.21,6.41,55.52,2
1551,49.08,4.35,2.26,57.33,60.51,3.18,29.65,2
1552,45.94,3.95,2.25,81.3,90.69,9.39,15.89,2
1553,40.73,3.66,2.33,82.3,87.64,5.34,5.08,2
1554,38.62,3.46,2.04,50.85,51.37,0.53,11.82,2
1555,37.64,3.32,1.82,25.58,27.93,2.35,27.64,2
1556,30.85,3.68,1.98,18.4,20.47,2.07,28.98,1
1557,23.64,3.92,1.93,9.8,11.71,1.91,39.09,1
1558,18.45,4.06,1.94,4.89,6.26,1.38,42.4,1
1559,14.57,4.02,1.96,4.42,5.81,1.39,43.43,1
1560,11.92,4.28,1.94,4.08,5.34,1.27,43.79,2
1561,29.92,4.43,2.1,31.71,40.2,8.5,55.1,2
1562,37.62,5.99,2.19,30.91,40.48,9.57,62.31,2
1563,37.11,5.9,2.08,19.22,22.05,2.83,63.28,2
1564,33.13,5.03,2.07,20.19,23.52,3.33,82.11,2
1565,33.89,4.42,2.22,21.71,24.09,2.38,80.37,2
1566,34.41,4.0,2.38,25.83,29.56,3.73,82.45,2
1567,34.47,3.7,2.55,24.39,26.5,2.11,86.26,2
1568,32.86,3.49,2.55,29.91,32.4,2.48,82.1,2
1569,27.02,3.34,2.58,29.4,30.72,1.32,83.52,2
1570,24.84,3.24,2.42,39.1,41.38,2.29,75.03,3
1571,27.48,3.12,2.68,101.5,102.7,1.2,19.67,2
1572,35.59,3.08,2.54,70.92,73.3,2.38,29.76,3
1573,58.59,7.25,3.5,142.06,214.85,72.79,2.34,4
1574,122.01,41.34,3.44,129.63,203.18,73.56,1.79,4
1575,150.32,64.96,3.24,104.96,152.72,47.76,2.07,4
1576,128.89,53.07,3.57,106.13,158.36,52.23,2.21,4
1577,110.9,40.45,3.14,98.84,147.08,48.24,1.48,4
1578,105.67,40.32,3.07,72.61,98.33,25.72,2.62,3
1579,81.96,34.06,2.82,65.17,88.25,23.08,8.62,3
1580,69.99,25.18,2.42,66.53,87.85,21.32,20.42,3
1581,69.61,26.47,2.66,83.88,113.87,29.99,31.34,3
1582,67.87,23.69,2.62,88.01,116.18,28.17,44.65,3
1583,81.26,21.48,2.69,31.32,39.61,8.29,54.26,3
1584,53.69,8.49,2.53,30.33,32.04,1.71,85.96,2
1585,49.5,6.85,3.12,45.91,52.48,6.57,74.13,3
1586,71.41,5.69,3.33,40.72,46.97,6.25,75.15,3
1587,78.46,5.36,2.62,32.63,36.37,3.74,73.53,3
1588,66.62,5.19,2.68,32.36,33.76,1.4,68.35,2
1589,49.59,4.68,2.78,73.12,84.73,11.61,35.77,2
1590,44.38,3.82,2.68,69.03,71.73,2.7,26.53,2
1591,45.86,3.58,2.59,46.72,48.9,2.18,36.63,2
1592,36.23,3.96,2.39,32.33,34.5,2.17,47.54,2
1593,29.39,3.98,2.79,56.22,134.67,78.45,13.24,3
1594,34.18,3.95,3.02,126.5,204.56,78.06,1.96,3
1595,36.55,5.76,2.68,104.85,144.0,39.15,2.26,3
1596,37.31,6.25,3.48,107.26,154.06,46.81,1.56,3
1597,55.16,20.91,3.12,101.52,147.53,46.02,1.57,3
1598,39.35,16.94,2.83,103.82,154.16,50.34,8.27,3
1599,45.83,14.93,2.96,129.19,207.47,78.28,10.81,3
1600,45.97,12.85,2.77,105.81,159.95,54.14,19.37,3
1601,51.39,10.37,2.48,58.8,76.71,17.91,36.71,3
1602,59.49,15.97,2.63,61.24,80.76,19.52,47.14,3
1603,55.35,6.08,2.29,73.87,90.44,16.58,59.3,2
1604,44.09,6.48,2.58,57.38,69.06,11.68,41.8,2
1605,44.63,5.47,2.4,57.97,66.05,8.08,18.8,2
1606,42.8,4.73,2.25,41.12,46.44,5.32,22.65,2
1607,35.07,4.85,2.25,39.9,44.44,4.54,30.41,2
1608,27.36,4.79,2.19,30.95,35.08,4.13,31.14,2
1609,23.87,4.76,2.35,58.84,65.46,6.62,14.91,1
1610,18.34,8.01,2.2,39.56,46.69,7.13,11.28,1
1611,21.39,7.26,2.26,28.4,38.52,10.12,20.65,2
1612,26.22,10.19,2.34,38.41,53.97,15.56,28.53,2
1613,27.36,9.82,2.26,46.0,63.8,17.8,51.18,2
1614,34.75,8.31,2.45,43.59,62.77,19.18,64.38,2
1615,39.55,7.14,2.31,39.81,51.12,11.31,46.28,2
1616,35.68,6.06,2.32,51.64,67.99,16.35,45.32,2
1617,35.39,5.83,2.51,66.48,83.74,17.26,37.26,3
1618,52.14,10.36,3.55,88.65,117.41,28.76,42.62,3
1619,58.0,10.45,3.31,74.63,105.33,30.7,53.7,3
1620,76.04,13.44,2.75,53.35,71.35,18.0,76.4,4
1621,90.01,23.35,2.46,54.83,70.41,15.58,55.75,4
1622,90.24,22.08,2.46,70.92,82.78,11.86,40.64,3
1623,70.8,17.32,2.35,52.98,59.2,6.22,34.64,3
