,S14_PM10,S14_PM25,S14_SO2,S14_NO2,S14_NOX,S14_NO,OUT
2369,27.67,3.68,3.07,22.14,29.11,6.98,1
2370,19.88,3.48,3.05,24.12,35.64,11.52,1
2371,14.92,3.38,2.9,25.91,33.95,8.04,1
2372,11.56,4.03,2.51,20.05,25.94,5.89,1
2373,8.09,3.72,2.57,22.87,28.54,5.67,1
2374,5.66,3.5,3.0,28.17,33.83,5.65,1
2375,3.96,3.35,4.09,36.13,41.95,5.81,1
2376,7.8,3.25,3.65,32.32,37.74,5.42,1
2377,7.41,3.19,3.25,25.92,30.7,4.79,1
2378,6.82,3.4,3.13,41.13,45.83,4.69,1
2379,6.94,4.25,2.97,42.8,51.66,8.87,1
2380,7.56,4.15,2.95,18.77,23.62,4.85,1
2381,7.84,4.8,3.05,13.09,18.85,5.76,1
2382,5.77,5.06,3.07,17.48,24.51,7.04,1
2383,6.63,5.56,2.92,32.55,45.09,12.54,1
2384,7.46,5.43,2.98,45.72,65.43,19.7,2
2385,29.62,3.83,3.3,29.75,39.81,10.06,1
2386,22.63,3.58,3.36,21.19,28.78,7.6,2
2387,27.02,3.41,3.4,23.52,33.62,10.1,2
2388,30.97,3.29,3.47,30.24,42.36,12.13,1
2389,24.58,3.2,3.55,21.11,30.62,9.51,1
2390,17.61,3.17,3.58,41.99,53.88,11.88,1
2391,13.05,3.53,3.36,46.35,55.51,9.16,2
2392,9.13,3.37,3.02,55.26,61.01,5.75,1
2393,6.9,3.26,2.39,42.03,47.91,5.88,2
2394,14.79,3.27,2.44,50.31,67.22,16.91,2
2395,14.79,3.27,2.44,50.31,67.22,16.91,2
2396,14.49,3.79,2.12,50.39,61.7,11.31,1
2397,23.11,4.25,2.15,32.06,39.95,7.89,1
2398,18.37,3.61,2.03,24.29,30.02,5.72,1
2399,14.36,3.46,2.06,30.35,36.77,6.42,1
2400,16.3,3.85,2.13,36.33,46.26,9.94,1
2401,14.94,3.98,2.2,47.45,68.7,21.25,2
2402,15.54,3.78,2.21,67.84,100.09,32.25,2
2403,43.27,3.55,2.14,60.24,80.86,20.62,3
2404,79.64,3.38,2.07,58.65,76.05,17.4,3
2405,68.05,3.27,2.64,60.18,77.45,17.26,3
2406,53.49,3.21,3.06,55.58,69.31,13.72,1
2407,14.26,6.33,2.28,15.88,22.06,6.19,1
2408,15.15,6.2,2.35,14.05,23.72,9.68,1
2409,8.51,4.95,1.85,43.76,109.74,65.98,1
2410,4.16,4.04,2.31,24.69,28.5,3.81,1
2411,5.91,3.1,2.22,31.03,35.46,4.43,1
2412,5.04,3.02,2.25,46.13,51.71,5.58,2
2413,4.51,3.01,2.25,68.41,83.13,14.71,2
2414,3.06,3.0,2.19,59.36,69.02,9.65,1
2415,11.9,3.07,1.59,28.69,33.99,5.3,1
2416,10.59,4.0,1.61,30.47,36.1,5.63,1
2417,10.2,4.01,1.56,22.77,27.38,4.62,1
2418,10.15,4.26,1.58,21.61,27.13,5.52,1
2419,7.26,4.32,1.63,23.17,29.28,6.11,1
2420,5.73,4.28,1.61,28.8,38.08,9.28,2
2421,12.98,4.27,1.59,59.24,81.92,22.68,4
2422,90.88,4.01,1.53,43.99,61.42,17.43,3
2423,59.87,3.8,1.68,48.11,61.36,13.25,3
2424,54.56,4.99,1.64,36.66,46.88,10.22,2
2425,30.18,5.12,2.08,33.08,43.11,10.03,1
2426,21.94,4.61,2.14,32.84,41.21,8.37,2
2427,20.17,4.83,2.06,54.9,65.99,11.09,2
2428,31.63,5.46,1.94,81.6,88.77,7.17,2
2429,22.14,4.72,1.97,99.45,106.53,7.08,3
2430,15.55,4.24,2.21,113.08,125.94,12.86,2
2431,12.2,4.37,2.18,88.72,96.8,8.08,2
2432,16.13,4.68,2.4,94.46,118.74,24.28,2
2433,25.73,4.9,2.76,58.18,65.5,7.33,1
2434,18.85,4.54,2.63,47.84,53.81,5.96,2
2435,25.82,4.82,2.5,38.56,46.27,7.7,1
2436,21.53,4.75,2.45,24.44,30.52,6.08,1
2437,15.42,4.54,2.48,18.93,24.83,5.9,1
2438,11.7,4.08,2.61,22.29,30.18,7.89,1
2439,13.43,3.78,2.6,48.86,67.8,18.94,3
2440,50.1,6.32,2.81,32.89,40.9,8.01,2
2441,47.85,6.09,2.78,43.5,55.38,11.88,2
2442,41.0,5.5,2.78,37.7,47.88,10.19,2
2443,35.57,6.49,2.89,29.84,40.16,10.32,2
2444,27.56,6.15,3.0,31.41,45.95,14.54,1
2445,21.45,5.54,3.05,29.25,42.03,12.78,2
2446,25.75,5.72,3.02,34.8,44.27,9.46,3
2447,29.19,9.32,2.98,121.37,134.69,13.32,4
2448,20.74,7.42,3.35,204.34,264.52,60.18,3
2449,21.85,6.13,3.32,198.86,271.27,72.41,3
2450,53.08,6.02,3.03,110.06,127.1,17.05,3
2451,53.58,10.24,3.18,83.1,95.12,12.01,2
2452,48.31,10.5,2.66,71.86,81.47,9.61,2
2453,36.09,9.23,2.59,58.74,68.11,9.37,2
2454,26.22,7.06,2.41,61.26,67.37,6.11,2
2455,28.8,6.31,2.34,57.0,64.82,7.82,2
2456,22.05,5.81,2.29,54.54,65.96,11.41,2
2457,29.5,5.33,2.16,57.67,76.47,18.79,2
2458,23.59,5.28,2.2,63.9,89.7,25.8,3
2459,53.44,4.75,2.15,64.21,83.84,19.63,4
2460,96.63,4.4,2.44,81.2,102.48,21.28,3
2461,56.04,3.93,2.77,52.82,64.37,11.55,3
2462,59.25,6.86,2.67,34.13,47.22,13.08,3
2463,52.5,5.7,2.64,30.47,42.14,11.67,2
2464,49.7,4.89,3.06,41.19,52.72,11.54,2
2465,48.23,4.38,3.79,32.61,44.37,11.76,2
2466,47.57,4.77,3.83,37.45,49.2,11.75,2
2467,45.78,5.73,3.69,48.86,66.08,17.22,2
2468,44.12,12.13,3.15,44.65,55.99,11.34,3
2469,60.73,9.99,3.28,38.82,50.49,11.67,2
2470,36.73,7.9,3.3,65.32,92.87,27.55,2
2471,27.71,6.43,3.26,73.18,89.8,16.61,2
2472,30.84,5.47,4.38,47.77,58.86,11.08,2
2473,36.14,5.65,3.53,57.33,66.56,9.23,2
2474,37.36,5.82,2.95,74.46,89.49,15.02,2
2475,28.49,5.46,2.43,51.01,58.42,7.41,2
2476,40.4,4.92,2.16,23.94,29.16,5.22,3
2477,51.66,4.76,2.07,18.55,24.31,5.76,2
2478,37.8,4.73,2.01,22.2,27.75,5.54,2
2479,31.61,6.7,2.06,23.27,30.32,7.05,2
2480,32.17,5.88,1.99,43.26,56.15,12.88,2
2481,30.67,5.01,2.1,54.56,66.14,11.58,3
2482,53.78,4.53,1.99,49.22,62.49,13.26,4
2483,100.19,5.67,2.03,31.11,41.24,10.13,3
2484,67.63,5.17,2.02,26.05,37.38,11.33,3
2485,55.11,6.85,2.18,22.48,34.04,11.56,3
2486,56.37,6.23,2.31,23.41,35.7,12.29,2
2487,39.06,8.08,2.41,19.3,33.4,14.1,2
2488,40.63,8.66,2.76,20.88,31.44,10.56,2
2489,33.78,7.48,3.2,26.84,40.54,13.7,2
2490,34.0,6.67,3.43,29.3,41.38,12.08,2
2491,25.09,6.49,3.38,36.43,53.14,16.71,2
2492,26.99,6.48,3.2,58.4,72.61,14.21,2
2493,18.89,5.44,3.29,78.86,84.52,5.67,1
2494,14.65,4.78,2.34,28.4,34.34,5.94,2
2495,33.48,5.21,2.15,37.27,44.64,7.37,2
2496,38.14,5.55,2.11,44.19,53.27,9.08,2
2497,28.14,5.29,1.98,36.12,47.49,11.37,2
2498,28.36,4.67,1.96,24.94,32.24,7.31,2
2499,25.57,4.63,1.86,21.32,26.73,5.4,2
2500,27.44,4.66,1.95,14.7,19.6,4.9,1
2501,20.31,4.52,1.89,17.96,24.26,6.3,1
2502,14.98,4.17,1.94,21.74,29.75,8.01,1
2503,11.5,4.76,1.92,48.14,66.26,18.12,2
2504,16.3,4.91,2.08,73.65,106.43,32.78,2
2505,40.4,5.3,1.94,52.31,70.31,17.99,3
2506,89.07,5.14,1.84,35.7,44.92,9.22,3
2507,65.43,4.96,1.93,51.15,65.68,14.52,3
2508,50.52,5.74,1.88,45.16,60.18,15.01,3
2509,53.54,11.64,1.94,27.5,33.78,6.28,2
2510,40.51,6.47,2.45,31.34,45.7,14.37,2
2511,29.77,10.1,2.44,18.09,24.84,6.75,2
2512,34.84,12.25,2.05,15.75,21.55,5.8,2
2513,31.46,9.89,1.89,16.32,22.89,6.57,1
2514,22.71,7.82,1.85,16.14,22.05,5.91,2
2515,27.08,6.38,1.9,15.64,21.57,5.93,1
2516,19.15,5.36,1.95,22.4,29.26,6.85,1
2517,16.5,4.72,1.92,19.31,25.02,5.71,1
2518,14.43,5.14,1.65,17.29,21.54,4.24,1
2519,11.36,5.31,1.63,12.22,16.5,4.28,1
2520,9.06,4.88,1.55,14.42,19.2,4.78,1
2521,6.46,4.7,1.69,12.92,17.56,4.64,1
2522,5.66,5.04,1.69,8.17,12.86,4.69,1
2523,5.16,5.08,1.65,6.78,11.2,4.41,1
2524,6.28,4.98,1.72,12.84,18.01,5.16,1
2525,7.64,4.48,1.71,18.53,24.6,6.07,2
2526,35.72,3.65,1.54,15.12,22.85,7.73,2
2527,31.01,3.82,1.61,17.98,26.4,8.41,2
2528,33.64,3.58,1.71,15.06,20.91,5.85,2
2529,26.67,3.4,1.72,24.65,34.38,9.72,2
2530,27.7,3.31,1.66,18.41,26.43,8.02,1
2531,23.0,4.37,1.71,28.58,39.5,10.92,1
2532,20.83,4.2,1.7,23.73,29.93,6.2,2
2533,25.37,4.59,1.64,34.18,39.1,4.92,2
2534,19.93,4.12,1.7,52.84,57.91,5.06,2
2535,26.19,3.82,1.72,39.68,45.33,5.65,2
2536,28.41,4.09,1.62,32.33,38.59,6.26,1
2537,21.52,3.79,1.72,29.35,35.67,6.32,1
2538,19.85,3.97,2.14,23.02,27.52,4.5,1
2539,18.04,4.07,2.16,20.59,25.6,5.01,1
2540,16.0,3.91,2.26,16.45,20.91,4.46,1
2541,15.98,3.67,2.24,16.39,20.77,4.38,1
2542,12.44,3.94,2.16,19.73,25.92,6.18,1
2543,11.63,3.66,2.37,19.95,27.01,7.06,3
2544,72.78,4.14,2.31,41.5,54.83,13.33,3
2545,54.33,8.11,2.33,38.66,50.69,12.03,2
2546,45.28,7.34,2.26,31.76,40.3,8.54,2
2547,37.42,6.04,2.28,30.52,38.43,7.92,2
2548,29.59,3.98,2.35,25.98,35.23,9.24,2
2549,35.46,3.73,2.01,25.31,32.63,7.32,2
2550,25.82,4.2,1.92,16.19,22.79,6.6,1
2551,20.38,4.08,1.88,14.64,19.69,5.06,1
2552,15.47,4.06,2.05,20.02,26.47,6.45,1
2553,14.88,3.74,1.88,17.11,22.3,5.19,1
2554,11.71,3.52,1.99,22.46,29.82,7.37,1
2555,16.92,3.36,2.03,27.42,36.14,8.72,2
2556,37.08,5.09,2.03,17.52,25.61,8.09,2
2557,27.55,4.77,2.05,19.92,28.0,8.08,2
2558,30.56,4.85,2.09,20.57,30.26,9.7,1
2559,24.02,5.38,2.01,24.42,35.46,11.05,1
2560,22.86,14.28,2.1,22.7,30.53,7.83,1
2561,22.06,12.79,2.02,13.96,19.65,5.69,1
2562,17.85,9.85,2.03,18.39,24.79,6.4,1
2563,12.5,7.8,2.05,17.48,23.16,5.67,1
2564,8.75,6.36,2.02,19.87,26.77,6.9,1
2565,6.3,5.35,2.03,23.05,28.87,5.82,1
2566,8.33,4.64,2.02,27.28,33.75,6.48,1
2567,10.08,4.15,2.02,32.39,41.8,9.4,1
2568,15.86,3.84,1.85,22.88,28.75,5.87,1
2569,11.17,4.15,1.88,17.8,22.73,4.92,1
2570,7.87,4.42,1.82,25.65,30.93,5.28,1
2571,5.66,4.79,1.91,17.8,22.62,4.83,1
2572,8.18,5.04,1.85,13.63,19.1,5.47,1
2573,7.94,4.85,1.84,12.5,17.16,4.66,1
2574,11.88,4.47,1.76,16.09,21.76,5.67,3
2575,59.13,3.92,1.89,18.98,28.26,9.28,2
2576,44.7,4.06,1.82,17.97,25.85,7.88,2
2577,37.36,5.37,1.85,18.83,26.89,8.06,2
2578,26.05,4.67,1.96,22.05,28.89,6.84,2
2579,28.5,4.86,1.94,23.1,28.09,4.99,1
2580,20.24,4.3,1.96,29.47,34.62,5.14,1
2581,22.29,3.45,1.89,19.34,23.81,4.46,1
2582,20.29,3.35,2.14,29.18,33.67,4.49,1
2583,24.15,3.9,2.08,34.19,40.21,6.02,1
2584,22.85,4.22,2.12,30.7,35.63,4.93,2
2585,28.76,3.95,2.14,25.27,31.08,5.8,1
2586,20.57,4.56,2.08,10.88,15.9,5.02,1
2587,15.71,4.25,2.11,18.12,26.67,8.55,1
2588,15.42,4.09,2.2,29.82,40.02,10.2,1
2589,12.55,4.76,2.11,31.41,43.54,12.12,2
2590,42.16,3.78,2.14,22.79,32.06,9.26,2
2591,34.05,3.64,2.15,20.52,27.6,7.08,2
2592,33.08,3.44,2.11,31.73,40.98,9.25,2
2593,39.9,3.33,2.22,24.84,31.93,7.09,2
2594,31.8,3.5,2.24,25.87,33.43,7.56,1
2595,23.79,3.35,2.25,19.32,24.42,5.1,1
2596,21.74,3.24,2.35,38.44,47.81,9.37,1
2597,21.39,3.18,2.46,43.67,53.31,9.64,2
2598,20.8,3.31,2.29,57.11,62.39,5.29,2
2599,12.35,3.16,2.34,54.25,61.29,7.03,2
2600,25.42,3.24,2.41,62.42,72.38,9.95,2
2601,21.9,3.46,2.45,61.58,70.31,8.72,2
2602,30.07,4.14,1.8,37.44,43.02,5.58,2
2603,23.71,4.77,1.66,59.04,71.54,12.5,2
2604,31.43,4.55,2.0,95.75,126.79,31.03,2
2605,41.72,4.65,1.66,26.82,31.26,4.44,2
2606,30.65,4.15,1.63,20.61,25.23,4.62,1
2607,24.1,3.81,1.61,23.45,29.21,5.76,2
2608,32.26,3.61,1.78,62.71,77.44,14.73,2
2609,34.46,4.18,1.7,49.1,58.04,8.94,3
2610,43.87,4.25,1.83,100.3,130.29,29.99,3
2611,68.5,4.38,1.83,55.95,69.75,13.8,3
2612,79.64,3.97,1.85,41.21,51.75,10.54,3
2613,61.27,3.73,1.99,42.2,53.02,10.82,3
2614,60.08,4.28,2.02,26.86,34.33,7.46,3
2615,56.34,4.22,2.11,22.77,29.05,6.28,2
2616,47.38,4.07,2.12,26.63,34.21,7.58,2
2617,16.56,11.26,2.15,65.46,78.7,13.25,2
2618,39.31,8.8,2.12,43.82,52.92,9.09,3
2619,50.74,7.32,1.99,31.25,36.66,5.41,2
2620,44.78,6.7,2.52,49.23,54.9,5.67,2
2621,36.63,5.91,2.32,36.1,42.83,6.73,2
2622,26.02,5.33,2.08,14.37,18.86,4.48,1
2623,18.64,4.92,2.01,18.73,23.68,4.96,1
2624,14.49,4.96,2.02,32.75,37.76,5.01,3
2625,17.84,4.59,2.55,126.26,189.28,63.03,3
2626,64.91,5.54,2.12,103.36,132.6,29.24,4
2627,121.12,13.3,2.24,71.43,86.86,15.42,3
2628,50.44,8.07,2.48,31.65,40.42,8.76,3
2629,53.98,7.06,2.38,21.91,29.03,7.12,3
2630,50.14,6.12,2.34,23.47,31.17,7.7,2
2631,44.18,6.31,2.3,29.79,39.52,9.73,2
2632,35.9,12.34,2.3,25.27,31.71,6.44,2
2633,37.99,10.51,2.34,27.14,33.38,6.24,2
2634,27.25,8.68,2.27,35.66,42.29,6.63,1
2635,23.27,7.14,2.22,41.21,48.24,7.03,1
2636,16.41,6.85,2.3,41.1,46.98,5.89,1
2637,11.96,5.7,2.23,37.31,43.08,5.77,1
2638,17.48,4.9,2.36,44.2,49.67,5.47,2
2639,17.18,4.57,2.32,52.95,58.08,5.13,2
2640,19.5,5.04,2.38,55.24,67.73,12.49,2
2641,22.51,5.12,2.88,71.08,79.85,8.77,2
2642,22.88,4.82,2.87,77.33,88.93,11.59,2
2643,17.69,4.91,3.12,52.15,58.36,6.21,2
2644,36.6,4.65,3.15,37.9,43.55,5.64,2
2645,28.7,4.86,2.96,28.7,33.55,4.85,2
2646,26.48,5.0,2.87,41.45,51.45,10.0,2
2647,32.69,4.76,2.84,68.05,91.35,23.3,4
2648,96.45,5.29,2.94,119.72,155.95,36.24,3
2649,88.91,11.09,2.8,56.24,70.78,14.54,3
2650,77.78,17.15,2.83,40.72,49.07,8.35,3
2651,68.49,13.09,2.88,34.76,43.14,8.38,3
2652,66.66,10.45,3.07,35.74,43.91,8.17,2
2653,46.75,12.3,3.14,39.12,50.33,11.21,2
2654,40.74,10.46,3.03,48.48,61.55,13.07,2
2655,36.83,10.89,3.01,34.56,41.87,7.31,2
2656,40.34,13.33,2.8,20.4,25.05,4.65,2
2657,43.71,11.23,2.86,48.25,52.75,4.5,2
2658,30.65,8.76,2.89,57.88,62.97,5.09,2
2659,22.81,7.03,2.81,73.91,79.71,5.8,2
2660,22.5,5.83,2.7,87.4,111.79,24.39,2
2661,22.09,5.1,3.13,95.86,115.65,19.79,2
2662,45.14,4.96,2.46,65.6,77.99,12.39,2
2663,49.97,5.03,2.41,52.57,62.79,10.22,2
2664,37.22,4.9,2.2,41.78,49.3,7.52,2
2665,49.0,4.68,2.12,31.3,38.46,7.16,2
2666,34.89,5.03,1.92,27.02,33.31,6.29,2
2667,28.58,4.75,1.9,40.47,51.16,10.69,2
2668,31.23,4.51,2.06,58.9,83.91,25.01,2
2669,26.26,4.54,2.2,74.36,111.96,37.6,4
2670,102.64,9.28,1.99,84.24,104.66,20.42,3
2671,83.83,16.4,2.0,66.04,80.57,14.54,3
2672,70.43,13.25,2.03,44.8,53.68,8.88,3
2673,51.98,11.3,2.6,37.95,46.89,8.94,2
2674,39.73,9.37,2.75,29.91,37.2,7.28,2
2675,41.15,7.63,2.65,34.69,43.98,9.29,2
2676,42.62,7.43,2.72,29.73,36.88,7.15,2
2677,38.59,8.52,2.17,20.49,28.17,7.68,2
2678,27.93,6.91,1.98,36.0,43.36,7.36,2
2679,37.71,6.68,1.89,95.28,115.42,20.14,3
2680,40.68,10.5,1.97,115.05,163.94,48.9,3
2681,60.8,8.33,2.3,134.82,205.93,71.11,3
2682,66.74,7.32,1.89,87.93,109.9,21.98,3
2683,55.45,7.98,2.08,69.37,79.74,10.37,2
2684,36.79,6.53,2.07,41.06,48.7,7.65,2
2685,35.97,5.7,1.98,41.7,48.46,6.76,2
2686,27.25,5.95,1.98,33.11,39.1,5.99,2
2687,33.45,6.26,2.09,57.71,71.54,13.83,2
2688,35.33,6.26,2.08,71.49,99.03,27.54,2
2689,46.4,5.92,2.27,86.44,132.48,46.04,3
2690,57.51,6.44,2.4,107.68,161.17,53.49,4
2691,95.37,13.84,2.1,78.44,99.65,21.21,3
2692,82.2,17.02,2.02,86.0,107.85,21.85,3
2693,76.09,15.03,2.06,66.19,80.08,13.89,3
2694,76.92,14.32,2.1,35.76,44.46,8.69,3
2695,62.27,11.82,2.14,31.38,39.92,8.55,3
2696,59.35,9.93,2.27,26.85,33.41,6.56,2
2697,49.58,10.05,2.77,27.5,33.15,5.65,2
2698,35.91,8.9,2.9,18.89,24.78,5.9,2
2699,25.78,7.63,2.89,17.25,21.6,4.35,1
2700,19.46,7.25,2.75,33.74,38.74,5.0,2
2701,17.87,6.36,2.64,61.96,67.68,5.72,3
2702,12.51,5.35,2.46,116.32,127.32,11.0,2
2703,9.12,4.65,2.44,97.65,119.9,22.25,2
2704,13.84,4.15,2.46,90.38,104.11,13.74,2
2705,21.76,3.81,2.69,89.24,112.95,23.71,2
2706,26.57,3.64,2.37,68.23,79.93,11.7,2
2707,19.86,4.63,2.19,74.04,84.91,10.86,1
2708,24.88,5.17,1.92,37.24,41.98,4.74,2
2709,36.22,4.73,1.86,43.56,49.12,5.57,2
2710,33.09,4.59,1.76,33.12,38.97,5.85,2
2711,26.14,4.71,1.75,30.23,38.23,8.0,2
2712,27.39,5.1,1.82,46.83,60.87,14.04,2
2713,29.23,4.74,1.89,63.99,86.26,22.27,2
2714,39.74,4.32,1.84,45.74,61.16,15.42,3
2715,83.33,4.22,1.8,34.87,45.46,10.59,3
2716,79.33,5.03,1.76,31.68,39.68,8.0,3
2717,66.8,5.22,1.87,25.09,33.55,8.45,3
2718,52.14,4.82,1.81,23.11,30.19,7.08,2
2719,46.15,5.08,1.96,31.21,40.49,9.28,2
2720,42.49,5.36,2.1,28.31,36.72,8.4,2
2721,35.68,5.37,2.44,29.98,37.62,7.64,2
2722,26.55,4.77,2.47,32.86,41.79,8.93,2
2723,25.04,4.69,2.52,33.6,40.31,6.71,1
2724,24.13,4.57,2.3,44.37,54.16,9.8,2
2725,17.64,4.93,2.33,53.11,57.91,4.8,3
2726,12.35,4.36,2.54,117.67,123.52,5.85,2
2727,9.97,3.95,3.03,65.85,73.11,7.26,2
2728,29.9,3.66,3.94,38.25,44.16,5.91,2
2729,22.21,3.46,3.28,67.04,75.54,8.5,2
2730,20.5,3.38,2.69,61.24,70.26,9.02,2
2731,29.08,4.1,2.3,41.73,47.58,5.85,2
2732,27.3,4.28,2.07,37.09,42.16,5.08,1
2733,19.73,4.3,2.03,37.91,43.61,5.69,2
2734,14.56,4.34,2.0,54.7,60.42,5.72,1
2735,17.59,4.29,2.13,29.42,37.31,7.89,1
2736,19.1,4.71,2.12,36.89,48.23,11.35,1
2737,16.28,4.61,2.14,43.92,57.71,13.79,2
2738,25.19,4.65,2.17,42.47,59.11,16.65,3
2739,78.64,4.28,2.22,20.73,27.4,6.67,3
2740,61.1,4.82,2.42,29.15,39.55,10.4,3
2741,56.91,8.1,2.53,22.3,30.44,8.14,3
2742,52.0,7.18,2.94,17.68,24.01,6.34,2
2743,37.37,6.07,3.17,19.6,28.74,9.14,2
2744,32.01,6.41,3.02,15.22,20.86,5.64,1
2745,22.53,10.38,3.1,17.23,24.09,6.86,1
2746,16.04,9.32,3.09,19.34,26.13,6.79,1
2747,13.19,9.73,2.54,14.47,19.74,5.27,1
2748,10.08,8.55,2.19,16.11,22.5,6.38,1
2749,7.05,6.89,2.09,18.56,24.12,5.55,1
2750,5.75,5.72,2.2,19.97,26.88,6.91,1
2751,17.99,4.9,2.12,20.9,26.71,5.81,1
2752,13.73,4.35,2.16,42.76,48.41,5.65,1
2753,10.44,4.18,1.89,26.41,31.3,4.89,1
2754,7.82,4.41,2.12,10.32,14.84,4.52,1
2755,5.83,4.83,2.18,7.95,12.18,4.23,1
2756,5.1,5.04,2.35,10.48,14.94,4.46,1
2757,12.31,5.22,2.75,20.12,24.64,4.53,1
2758,15.92,5.39,2.99,32.59,41.08,8.49,1
2759,12.31,4.86,3.05,41.97,57.26,15.29,2
2760,23.35,4.3,3.06,68.98,98.98,30.0,2
2761,29.28,3.91,2.86,50.96,64.77,13.81,3
2762,88.29,3.64,3.14,34.95,44.25,9.3,3
2763,89.4,3.45,3.49,33.8,42.15,8.35,3
2764,74.78,3.34,3.4,31.7,40.79,9.09,3
2765,66.54,3.64,3.26,39.38,51.36,11.98,2
2766,48.37,3.96,3.39,32.22,43.21,10.99,2
2767,47.12,3.83,3.37,24.38,31.33,6.95,2
2768,35.33,4.69,3.2,31.49,42.11,10.62,2
2769,33.9,4.18,3.33,20.62,27.78,7.16,1
2770,24.58,3.83,3.12,32.53,41.23,8.7,1
2771,22.45,3.64,2.96,46.72,59.9,13.18,2
2772,16.82,4.21,2.78,59.56,64.65,5.09,2
2773,11.77,3.85,2.78,59.38,64.37,4.99,1
2774,8.93,3.6,2.53,33.92,39.72,5.79,1
2775,18.28,3.51,3.47,31.58,37.18,5.6,1
2776,17.75,3.91,4.54,29.59,34.78,5.19,1
2777,14.56,4.49,4.34,33.19,39.86,6.67,1
2778,15.57,4.97,4.39,34.85,40.98,6.12,1
2779,17.73,4.75,4.16,28.7,35.16,6.46,1
2780,13.66,5.12,3.72,19.87,25.52,5.65,1
2781,10.26,5.46,3.77,25.19,32.02,6.84,2
2782,13.25,5.76,5.13,62.0,77.82,15.83,2
2783,10.41,5.11,7.79,86.81,110.56,23.75,2
2784,19.76,4.6,7.26,84.41,106.57,22.15,2
2785,42.67,5.13,6.7,92.6,124.49,31.89,5
2786,231.26,10.83,7.52,92.56,120.37,27.81,4
2787,145.43,8.48,5.92,34.88,46.24,11.36,3
2788,61.53,7.03,4.8,28.9,40.55,11.64,3
2789,64.66,8.31,3.94,17.81,24.96,7.15,2
2790,39.41,6.71,3.49,17.78,24.77,6.99,2
2791,25.04,5.6,3.3,20.23,27.2,6.97,2
2792,27.46,4.85,3.1,26.51,34.27,7.76,1
2793,21.95,4.76,2.98,35.35,48.5,13.15,1
2794,16.23,5.15,2.98,36.26,45.08,8.83,2
2795,15.88,5.43,2.93,61.41,71.59,10.18,2
2796,12.34,5.23,2.96,94.68,102.14,7.46,3
2797,8.64,4.56,3.1,146.94,157.76,10.82,3
2798,6.88,4.09,3.21,129.71,156.04,26.34,2
2799,19.84,3.78,4.15,56.12,61.29,5.17,2
2800,29.74,3.76,4.26,63.56,71.71,8.15,1
2801,24.89,3.85,4.24,49.8,57.71,7.92,1
2802,21.14,3.89,4.24,31.5,37.0,5.51,1
2803,22.06,3.75,4.69,37.09,42.42,5.33,1
2804,16.45,4.4,5.25,34.81,40.59,5.78,1
2805,12.27,4.84,6.15,39.82,47.48,7.67,1
2806,15.06,4.44,6.09,34.64,42.52,7.88,2
2807,11.95,4.75,5.32,51.6,63.71,12.11,2
2808,22.86,4.23,4.87,88.93,128.49,39.55,2
2809,39.77,4.22,4.88,86.3,121.24,34.93,5
2810,267.34,8.57,8.42,81.82,104.9,23.08,4
2811,146.21,6.9,6.94,54.11,68.92,14.82,3
2812,51.77,5.79,5.36,35.43,44.35,8.92,2
2813,49.84,5.82,4.55,25.49,34.93,9.44,2
2814,44.61,6.1,4.24,26.92,36.25,9.33,2
2815,36.94,5.4,4.02,26.99,38.82,11.83,2
2816,25.38,5.65,4.04,26.34,36.22,9.88,2
2817,28.47,5.73,3.94,28.51,35.89,7.38,1
2818,21.56,8.96,3.93,44.74,57.24,12.5,2
2819,19.49,7.28,3.92,50.5,60.52,10.01,3
2820,13.92,6.62,4.19,121.26,151.61,30.36,1
2821,9.8,5.53,3.76,36.32,42.06,5.75,1
2822,8.63,4.77,4.51,44.45,50.02,5.58,2
2823,18.11,4.24,5.74,70.64,76.65,6.01,2
2824,17.0,3.87,5.64,79.19,87.73,8.55,2
2825,14.75,3.72,4.56,57.74,67.74,10.0,1
2826,19.58,4.6,4.22,42.61,48.45,5.84,2
2827,16.6,4.39,4.3,51.64,58.25,6.62,1
2828,13.56,4.97,4.25,47.77,53.26,5.49,1
2829,10.57,5.26,4.09,27.46,34.11,6.64,1
2830,7.79,5.09,3.75,39.24,49.73,10.49,2
2831,6.44,5.31,3.4,55.9,73.46,17.55,2
2832,10.39,5.17,3.18,67.74,90.69,22.95,2
2833,37.55,5.56,2.98,75.55,106.76,31.21,4
2834,104.48,9.24,4.13,58.64,80.5,21.86,4
2835,94.41,8.84,4.71,66.26,83.37,17.11,3
2836,81.33,12.74,4.53,55.92,68.98,13.05,3
2837,68.92,13.24,4.03,26.54,35.06,8.52,3
2838,53.89,10.82,3.82,28.23,40.08,11.84,2
2839,42.1,9.41,3.53,23.46,33.28,9.82,2
2840,46.86,7.9,3.49,24.48,34.54,10.06,2
2841,33.98,7.11,3.47,16.86,22.95,6.08,2
2842,30.5,6.53,3.54,19.53,26.38,6.84,2
2843,28.56,5.68,3.73,27.04,34.2,7.16,1
2844,22.25,5.93,3.14,25.22,31.51,6.29,1
2845,15.58,5.05,3.77,48.51,54.46,5.95,1
2846,11.01,4.47,3.2,41.98,47.12,5.14,2
2847,9.9,4.51,2.92,53.47,62.98,9.51,2
2848,13.22,5.08,3.97,61.19,67.86,6.67,2
2849,11.49,4.58,4.74,68.43,76.11,7.68,1
