,S9_PM10,S9_SO2,S9_NO2,S9_NOX,S9_NO,OUT
1148,9.94,3.6,45.66,55.14,9.48,1
1149,13.44,3.41,36.66,44.51,7.85,1
1150,17.85,3.48,32.63,40.2,7.57,1
1151,21.2,3.45,30.46,36.49,6.03,1
1152,22.9,3.1,26.41,31.44,5.03,2
1153,36.63,3.69,25.54,33.07,7.53,2
1154,27.08,2.78,23.06,29.96,6.9,1
1155,23.21,2.13,45.4,53.94,8.54,2
1156,20.18,2.21,71.25,79.39,8.14,3
1157,24.58,2.94,114.24,136.91,22.67,2
1158,35.66,2.87,93.79,113.52,19.73,3
1159,55.3,2.04,18.91,25.46,6.55,2
1160,43.84,1.84,14.6,20.56,5.96,2
1161,38.42,1.83,15.62,21.05,5.43,2
1162,40.14,2.19,21.74,28.03,6.29,2
1163,37.44,2.05,22.88,27.13,4.25,2
1164,23.92,1.71,50.38,55.91,5.53,2
1165,23.79,1.55,87.7,100.45,12.75,1
1166,18.42,1.53,45.98,51.66,5.68,1
1167,17.71,1.53,22.6,26.32,3.72,2
1168,28.82,1.97,26.28,35.36,9.08,2
1169,25.38,2.16,29.22,38.54,9.32,2
1170,28.11,2.08,33.7,43.01,9.31,2
1171,28.19,2.08,33.99,41.94,7.95,2
1172,29.14,1.65,47.2,55.31,8.11,2
1173,31.45,1.82,51.56,58.0,6.44,2
1174,30.08,1.89,53.87,61.35,7.48,2
1175,26.92,1.46,40.07,46.65,6.58,1
1176,24.55,1.73,40.13,46.11,5.98,1
1177,20.3,1.54,34.43,39.04,4.61,1
1178,20.55,1.8,24.25,29.45,5.2,2
1179,26.74,1.72,15.91,20.26,4.35,2
1180,25.49,1.8,15.11,19.28,4.17,1
1181,18.34,1.77,13.08,17.12,4.04,1
1182,12.86,1.77,15.74,20.65,4.91,1
1183,9.57,1.73,18.52,23.63,5.11,1
1184,11.12,1.47,29.97,38.8,8.83,1
1185,14.83,2.02,45.5,65.43,19.93,2
1186,13.72,1.93,58.82,82.51,23.69,2
1187,11.93,2.06,56.77,77.58,20.81,1
1188,17.92,1.94,38.06,56.23,18.17,1
1189,23.75,1.93,26.65,38.49,11.84,1
1190,23.13,2.01,22.09,31.14,9.05,1
1191,21.9,2.13,20.39,28.67,8.28,2
1192,25.25,1.99,18.76,26.35,7.59,1
1193,24.28,2.26,28.81,36.76,7.95,2
1194,22.5,2.1,54.06,67.74,13.68,1
1195,20.19,1.65,16.88,24.08,7.2,1
1196,22.02,1.74,16.81,23.32,6.51,1
1197,19.91,1.81,19.05,25.67,6.62,1
1198,20.74,1.7,19.74,26.01,6.27,1
1199,18.95,1.76,43.09,49.87,6.78,2
1200,29.26,1.66,64.96,73.01,8.05,2
1201,38.14,1.86,95.0,115.27,20.27,2
1202,33.9,2.04,74.57,87.97,13.4,2
1203,25.84,1.78,61.67,70.4,8.73,2
1204,22.2,1.8,91.98,120.5,28.52,2
1205,20.71,1.82,66.04,74.96,8.92,2
1206,25.31,1.39,57.02,65.24,8.22,2
1207,28.92,1.51,37.82,42.57,4.75,1
1208,24.68,1.61,37.37,42.59,5.22,1
1209,21.39,1.45,33.98,38.42,4.44,2
1210,26.05,1.43,33.12,39.82,6.7,2
1211,26.56,1.56,20.88,27.56,6.68,1
1212,20.49,1.77,21.35,29.44,8.09,1
1213,18.78,2.12,23.81,33.73,9.92,1
1214,21.12,2.11,49.81,66.4,16.59,2
1215,22.23,2.26,52.77,76.84,24.07,1
1216,19.32,2.86,45.73,62.86,17.13,1
1217,22.06,2.34,25.73,34.09,8.36,1
1218,23.69,2.28,24.7,30.48,5.78,1
1219,20.73,2.39,28.18,34.32,6.14,1
1220,24.8,2.34,33.5,39.16,5.66,2
1221,29.58,2.36,58.14,64.69,6.55,3
1222,26.43,2.77,125.73,158.6,32.87,3
1223,27.22,2.79,137.86,196.29,58.43,3
1224,34.92,3.05,165.17,277.15,111.98,3
1225,39.54,3.16,164.14,288.96,124.82,3
1226,51.98,2.67,133.58,223.24,89.66,3
1227,61.91,2.52,116.12,184.94,68.82,3
1228,62.17,2.3,92.16,135.22,43.06,3
1229,50.81,2.39,84.39,122.71,38.32,2
1230,42.33,1.88,66.56,87.59,21.03,2
1231,39.23,2.07,65.77,85.37,19.6,2
1232,36.76,1.94,67.22,100.02,32.8,2
1233,38.71,2.5,67.45,103.91,36.46,2
1234,39.8,2.68,68.61,101.38,32.77,2
1235,42.13,3.02,65.81,92.63,26.82,2
1236,43.94,2.72,64.19,89.19,25.0,2
1237,46.78,2.51,23.57,31.39,7.82,2
1238,40.05,2.44,23.8,31.53,7.73,2
1239,38.92,2.15,23.67,30.46,6.79,2
1240,40.12,1.82,16.24,22.29,6.05,2
1241,40.12,1.66,13.59,19.3,5.71,2
1242,38.28,2.0,15.68,21.49,5.81,2
1243,37.15,2.02,19.56,25.97,6.41,2
1244,39.58,2.03,22.12,28.69,6.57,2
1245,33.9,1.81,33.21,38.65,5.44,2
1246,26.3,1.87,40.15,45.06,4.91,2
1247,30.58,1.72,31.8,36.34,4.54,2
1248,31.89,1.64,27.03,30.9,3.87,2
1249,26.64,1.48,46.69,51.27,4.58,2
1250,27.39,1.42,48.12,53.45,5.33,2
1251,25.11,1.88,23.68,27.83,4.15,2
1252,29.85,1.94,21.29,24.79,3.5,2
1253,28.26,1.81,25.27,28.85,3.58,2
1254,27.72,1.72,33.33,38.24,4.91,1
1255,24.62,2.01,26.43,31.1,4.67,1
1256,18.98,1.9,30.11,37.6,7.49,1
1257,14.93,2.01,22.77,28.35,5.58,1
1258,13.15,1.93,18.5,25.22,6.72,1
1259,16.05,1.95,19.23,25.73,6.5,2
1260,25.22,2.03,15.2,21.11,5.91,2
1261,25.4,2.26,15.4,20.78,5.38,2
1262,27.52,2.28,15.52,20.58,5.06,2
1263,27.42,2.58,15.06,19.36,4.3,1
1264,20.42,2.26,14.89,20.39,5.5,1
1265,20.6,2.42,18.42,23.99,5.57,1
1266,20.25,2.4,21.36,26.29,4.93,1
1267,14.92,2.58,27.49,31.32,3.83,1
1268,13.9,2.21,32.54,36.48,3.94,2
1269,12.09,2.09,65.8,73.13,7.33,2
1270,13.2,2.06,81.28,97.89,16.61,2
1271,13.9,1.7,79.5,94.19,14.69,2
1272,15.14,1.85,72.31,81.64,9.33,2
1273,13.72,1.9,57.94,62.9,4.96,1
1274,15.7,1.72,44.51,47.75,3.24,1
1275,24.86,1.69,38.43,42.6,4.17,2
1276,25.79,1.56,33.31,37.52,4.21,1
1277,19.09,1.8,35.01,39.97,4.96,1
1278,17.37,1.75,42.04,50.28,8.24,1
1279,18.22,2.01,46.51,61.83,15.32,1
1280,21.48,1.89,32.63,45.2,12.57,1
1281,22.74,1.95,31.82,42.73,10.91,1
1282,19.08,2.05,39.02,49.07,10.05,1
1283,16.54,2.03,42.31,52.67,10.36,1
1284,20.12,2.05,26.98,37.02,10.04,1
1285,20.84,1.93,18.83,25.4,6.57,1
1286,18.54,1.99,16.4,21.75,5.35,1
1287,16.59,2.04,16.96,22.37,5.41,1
1288,12.66,2.1,27.1,32.57,5.47,2
1289,14.08,1.72,74.75,84.86,10.11,3
1290,32.84,1.98,105.78,120.14,14.36,3
1291,54.5,2.22,126.59,158.51,31.92,2
1292,41.85,1.61,60.19,67.72,7.53,2
1293,35.24,1.44,57.19,63.34,6.15,2
1294,37.86,1.58,69.59,82.39,12.8,2
1295,38.8,1.14,32.0,36.71,4.71,2
1296,35.84,1.42,39.18,45.16,5.98,2
1297,29.29,1.47,42.21,50.69,8.48,2
1298,26.81,1.4,37.29,48.81,11.52,2
1299,29.62,1.45,30.62,41.26,10.64,2
1300,28.27,1.75,25.57,32.57,7.0,1
1301,24.91,1.41,20.3,26.93,6.63,1
1302,22.39,1.66,18.57,24.92,6.35,1
1303,17.16,1.74,19.42,25.13,5.71,1
1304,15.82,1.59,12.95,17.71,4.76,1
1305,14.17,1.66,16.8,21.57,4.77,1
1306,11.58,1.54,18.1,23.84,5.74,1
1307,13.98,1.4,25.73,31.96,6.23,1
1308,17.77,1.39,25.55,30.69,5.14,1
1309,15.91,1.42,27.75,32.18,4.43,1
1310,13.88,1.34,36.96,40.43,3.47,2
1311,18.74,1.48,67.11,73.74,6.63,2
1312,22.87,1.52,77.72,83.99,6.27,2
1313,24.6,1.35,87.63,99.39,11.76,2
1314,30.78,2.42,87.1,98.6,11.5,2
1315,33.05,2.28,75.97,89.5,13.53,2
1316,34.3,2.38,60.96,68.43,7.47,2
1317,33.51,2.52,77.96,97.54,19.58,2
1318,30.05,2.45,75.84,107.78,31.94,2
1319,28.36,2.88,64.2,94.53,30.33,2
1320,30.56,2.69,51.12,71.27,20.15,2
1321,30.92,2.86,40.4,54.38,13.98,2
1322,31.3,2.97,33.2,41.8,8.6,2
1323,27.55,2.91,40.65,49.8,9.15,2
1324,27.07,2.86,33.84,42.16,8.32,2
1325,32.57,2.82,26.83,34.33,7.5,2
1326,28.83,2.76,34.86,41.38,6.52,2
1327,26.93,2.3,54.97,62.98,8.01,3
1328,53.51,3.09,128.71,178.91,50.2,2
1329,41.83,1.55,44.3,58.09,13.79,2
1330,40.44,1.39,61.42,79.28,17.86,2
1331,47.41,1.64,42.38,54.02,11.64,2
1332,44.43,1.64,49.16,60.13,10.97,3
1333,56.51,1.52,65.74,81.32,15.58,3
1334,54.8,1.61,62.56,81.13,18.57,2
1335,36.12,1.6,69.31,89.96,20.65,2
1336,44.9,1.8,64.58,82.4,17.82,2
1337,45.68,1.71,44.03,53.5,9.47,2
1338,29.64,1.49,34.56,39.55,4.99,2
1339,20.77,1.53,68.86,79.86,11.0,3
1340,14.54,1.54,101.35,120.26,18.91,3
1341,20.01,1.7,124.54,189.38,64.84,2
1342,31.83,1.94,87.18,162.14,74.96,2
1343,30.81,1.25,69.39,78.29,8.9,2
1344,21.43,1.35,69.83,81.13,11.3,2
1345,22.7,1.54,59.52,66.66,7.14,2
1346,26.14,1.28,53.4,60.83,7.43,2
1347,28.2,1.46,53.95,68.99,15.04,2
1348,25.52,1.74,39.97,50.44,10.47,2
1349,29.6,1.47,36.23,45.09,8.86,2
1350,32.51,1.46,26.38,33.66,7.28,2
1351,31.44,1.56,48.88,61.81,12.93,2
1352,31.74,1.52,71.88,94.01,22.13,2
1353,31.77,1.63,38.33,50.68,12.35,2
1354,30.02,1.53,26.16,34.11,7.95,2
1355,32.5,1.74,33.32,40.84,7.52,2
1356,29.42,1.7,45.44,52.28,6.84,2
1357,22.93,1.54,66.23,74.08,7.85,2
1358,18.13,1.77,90.22,102.51,12.29,3
1359,30.11,2.15,146.73,230.15,83.42,2
1360,44.73,1.81,87.89,116.98,29.09,2
1361,43.57,1.62,64.21,71.89,7.68,2
1362,43.29,2.43,94.23,137.39,43.16,3
1363,44.09,2.44,109.86,201.59,91.73,3
1364,48.77,2.59,109.76,202.99,93.23,2
1365,48.03,2.24,75.2,108.97,33.77,2
1366,47.11,2.11,66.14,91.97,25.83,2
1367,48.84,2.22,81.86,139.2,57.34,2
1368,44.82,2.4,73.71,121.46,47.75,2
1369,42.18,2.07,56.96,81.7,24.74,2
1370,39.55,2.4,76.77,116.63,39.86,2
1371,42.51,2.38,57.03,76.04,19.01,2
1372,40.79,2.39,48.49,61.72,13.23,2
1373,38.96,2.38,50.8,62.56,11.76,2
1374,40.87,2.58,63.74,82.02,18.28,2
1375,36.14,2.03,40.31,47.23,6.92,2
1376,31.88,2.42,54.07,60.3,6.23,3
1377,49.76,2.27,127.06,178.22,51.16,3
1378,61.62,2.81,123.84,173.42,49.58,2
1379,48.58,2.1,78.02,87.45,9.43,2
1380,36.65,2.35,87.3,97.81,10.51,3
1381,38.17,2.41,116.83,151.26,34.43,3
1382,37.17,2.91,139.02,217.92,78.9,3
1383,54.07,3.02,150.81,267.25,116.44,3
1384,53.55,2.8,140.79,247.75,106.96,3
1385,55.72,1.94,84.11,116.95,32.84,3
1386,50.93,2.39,97.98,158.48,60.5,3
1387,53.8,2.39,107.05,196.99,89.94,2
1388,46.71,2.19,74.43,124.02,49.59,2
1389,42.02,2.09,70.05,106.18,36.13,2
1390,40.39,2.08,51.78,72.41,20.63,2
1391,39.43,2.15,39.58,52.33,12.75,2
1392,35.01,2.35,41.0,49.8,8.8,2
1393,34.3,2.12,37.56,47.45,9.89,2
1394,30.76,2.29,50.97,61.86,10.89,2
1395,29.96,2.25,35.47,45.21,9.74,2
1396,32.5,2.19,24.69,31.68,6.99,2
1397,27.24,2.05,54.85,61.63,6.78,2
1398,30.46,2.19,96.87,124.03,27.16,2
1399,33.9,2.15,45.42,55.46,10.04,2
1400,28.98,2.2,50.67,55.88,5.21,3
1401,33.9,1.96,109.89,134.41,24.52,3
1402,34.73,2.16,113.56,136.43,22.87,3
1403,33.49,2.46,140.36,214.11,73.75,3
1404,41.49,2.18,141.7,227.11,85.41,3
1405,43.9,1.77,119.2,184.28,65.08,3
1406,46.0,1.46,111.54,174.97,63.43,3
1407,54.33,1.78,105.76,169.33,63.57,3
1408,52.94,1.52,77.26,108.96,31.7,3
1409,50.55,1.43,90.97,145.44,54.47,3
1410,63.6,1.67,105.46,189.96,84.5,3
1411,58.3,1.38,62.63,93.84,31.21,2
1412,38.66,1.26,52.5,76.73,24.23,2
1413,38.35,1.44,46.6,64.02,17.42,2
1414,41.88,1.63,48.11,64.94,16.83,2
1415,30.67,1.75,13.26,19.11,5.85,2
1416,25.58,1.78,16.18,21.64,5.46,1
1417,21.26,1.62,20.65,26.98,6.33,1
1418,19.44,1.77,15.13,20.49,5.36,1
1419,20.41,1.77,20.87,26.93,6.06,1
1420,20.12,1.88,24.76,30.31,5.55,1
1421,20.15,1.91,31.07,36.58,5.51,1
1422,19.55,1.72,48.6,54.81,6.21,2
1423,20.41,1.6,54.77,60.81,6.04,1
1424,21.77,1.57,30.69,34.98,4.29,2
1425,21.78,1.56,52.95,58.6,5.65,2
1426,24.71,1.65,70.02,78.32,8.3,2
1427,29.71,1.5,55.18,61.17,5.99,2
1428,31.02,1.76,34.12,38.13,4.01,2
1429,33.36,1.44,21.09,25.11,4.02,2
1430,31.16,1.63,16.53,20.46,3.93,1
1431,22.61,1.68,17.21,21.39,4.18,1
1432,21.25,1.59,16.53,19.91,3.38,1
1433,17.44,1.57,14.64,20.36,5.72,1
1434,19.26,1.56,10.82,16.09,5.27,1
1435,24.19,1.62,10.58,16.05,5.47,2
1436,31.09,1.87,13.71,18.4,4.69,2
1437,47.7,1.69,22.25,29.68,7.43,3
1438,62.32,1.67,14.59,20.35,5.76,3
1439,57.34,1.72,14.27,19.95,5.68,2
1440,49.34,1.63,12.53,18.14,5.61,2
1441,43.89,1.58,16.05,21.49,5.44,2
1442,42.25,1.53,16.69,22.38,5.69,2
1443,41.7,1.61,17.18,22.06,4.88,2
1444,38.76,1.62,25.59,30.73,5.14,2
1445,37.62,1.63,26.96,31.41,4.45,2
1446,38.77,1.7,38.23,42.35,4.12,2
1447,42.55,1.43,37.26,42.74,5.48,2
1448,38.9,1.56,47.98,53.91,5.93,2
1449,33.7,1.09,40.23,44.91,4.68,2
1450,33.68,1.09,24.22,27.78,3.56,2
1451,37.81,0.99,24.42,28.61,4.19,2
1452,35.21,1.31,17.55,22.02,4.47,2
1453,32.23,1.17,13.37,16.93,3.56,2
1454,38.72,1.12,11.55,15.08,3.53,2
1455,40.01,1.02,16.74,21.39,4.65,2
1456,32.95,0.86,29.89,38.01,8.12,2
1457,29.3,1.08,20.03,27.01,6.98,2
1458,27.83,1.23,20.39,27.98,7.59,3
1459,52.82,1.66,13.1,18.52,5.42,3
1460,61.94,1.32,25.31,31.9,6.59,3
1461,60.35,1.41,20.02,26.18,6.16,2
1462,49.98,1.51,35.04,43.19,8.15,2
1463,43.11,1.57,54.42,67.74,13.32,2
1464,37.85,1.53,47.08,56.71,9.63,2
1465,37.29,1.55,30.89,35.46,4.57,3
1466,55.86,1.5,72.24,80.44,8.2,3
1467,69.26,1.29,102.9,115.96,13.06,3
1468,60.68,1.45,79.26,87.08,7.82,3
1469,55.57,1.14,62.08,66.92,4.84,2
1470,49.92,1.33,47.46,51.23,3.77,2
1471,37.83,1.33,67.8,73.2,5.4,2
1472,40.49,1.44,72.67,78.45,5.78,2
1473,49.45,1.56,63.64,68.26,4.62,3
1474,50.82,1.4,55.7,60.72,5.02,3
1475,53.37,1.5,39.45,43.59,4.14,2
1476,46.0,1.05,19.99,24.75,4.76,2
1477,31.69,1.4,62.22,77.34,15.12,1
1478,22.98,1.13,43.95,57.73,13.78,1
1479,17.19,1.23,27.66,35.09,7.43,1
1480,13.77,1.17,40.48,50.41,9.93,1
1481,15.42,1.15,34.6,44.81,10.21,1
1482,15.08,1.17,29.68,37.87,8.19,1
1483,11.21,1.36,35.8,44.48,8.68,1
1484,14.06,1.36,37.24,45.97,8.73,2
1485,29.83,1.11,54.41,64.24,9.83,2
1486,39.75,1.39,54.76,66.62,11.86,2
1487,43.67,1.39,88.9,112.2,23.3,2
1488,46.98,1.41,94.01,119.35,25.34,3
1489,42.84,1.4,102.35,137.18,34.83,2
1490,27.63,1.6,87.94,103.53,15.59,3
1491,29.59,1.85,111.16,164.06,52.9,3
1492,33.03,1.87,111.17,187.98,76.81,2
1493,38.33,1.57,87.98,131.45,43.47,2
1494,42.64,1.44,40.2,52.82,12.62,2
1495,43.01,1.3,44.91,62.55,17.64,2
1496,32.56,1.28,33.73,44.74,11.01,1
1497,12.91,1.36,18.03,24.27,6.24,1
1498,18.62,1.26,43.99,56.47,12.48,1
1499,19.7,1.22,44.03,55.37,11.34,2
1500,25.38,1.29,46.83,60.45,13.62,3
1501,41.41,1.12,132.89,324.43,191.54,1
1502,22.57,0.98,39.92,41.98,2.06,2
1503,28.94,1.29,58.95,61.23,2.28,2
1504,26.21,1.04,72.8,77.14,4.34,2
1505,34.48,2.11,82.8,99.09,16.29,2
1506,33.46,2.33,60.52,64.79,4.27,2
1507,30.17,2.34,47.81,49.58,1.77,2
1508,35.38,2.16,44.14,46.94,2.8,2
1509,30.6,2.34,37.24,38.66,1.42,2
1510,32.75,2.38,40.5,44.53,4.03,2
1511,24.83,2.15,57.33,70.24,12.91,2
1512,19.82,2.63,74.01,100.99,26.98,2
1513,25.63,2.74,78.07,108.35,30.28,2
1514,35.17,2.75,67.05,90.36,23.31,2
1515,39.96,2.71,47.08,57.2,10.12,2
1516,32.73,2.56,39.48,45.97,6.49,2
1517,36.93,2.56,30.18,33.49,3.31,2
1518,28.24,2.63,34.05,36.42,2.37,2
1519,22.22,2.67,50.38,55.28,4.9,2
1520,24.78,2.67,72.05,78.48,6.43,3
1521,63.8,2.37,95.26,112.58,17.32,3
1522,60.16,2.31,125.03,217.1,92.07,3
1523,71.39,2.4,107.3,177.18,69.88,3
1524,52.14,1.95,86.5,129.03,42.53,2
1525,25.95,2.21,21.58,25.36,3.78,1
1526,24.38,2.22,16.44,18.67,2.23,1
1527,19.71,2.09,17.43,19.51,2.08,1
1528,23.7,2.22,14.62,17.37,2.75,1
1529,19.26,2.45,16.72,19.53,2.81,1
1530,14.48,2.34,26.81,29.55,2.74,2
1531,25.91,2.18,44.16,47.65,3.49,2
1532,31.22,2.15,71.07,78.68,7.61,2
1533,25.77,2.13,51.23,54.96,3.73,2
1534,32.71,2.05,46.16,48.66,2.5,2
1535,38.34,2.06,68.6,72.73,4.13,2
1536,46.05,2.4,85.87,100.54,14.67,3
1537,57.55,1.82,68.17,81.41,13.24,1
1538,10.34,1.7,26.58,30.32,3.74,1
1539,12.22,1.56,22.1,25.78,3.68,1
1540,13.14,1.86,25.9,29.96,4.06,1
1541,13.6,1.68,42.74,50.16,7.42,2
1542,21.88,1.41,59.7,63.0,3.3,2
1543,26.24,1.54,65.08,70.09,5.01,1
1544,24.75,1.2,45.88,47.43,1.55,2
1545,26.55,1.33,42.15,43.26,1.11,2
1546,29.28,1.52,59.0,78.36,19.36,2
1547,28.66,1.04,37.38,44.35,6.97,1
1548,21.96,1.32,32.77,42.89,10.12,1
1549,24.06,1.34,21.18,25.71,4.53,2
1550,27.66,1.33,15.67,19.5,3.83,1
1551,22.32,1.54,45.97,49.44,3.47,1
1552,23.67,1.53,49.09,51.56,2.47,2
1553,33.99,1.53,65.29,70.38,5.09,2
1554,33.52,1.53,45.37,46.92,1.55,2
1555,34.31,1.4,46.21,48.71,2.5,2
1556,29.43,1.74,46.97,48.23,1.26,1
1557,24.83,1.42,48.97,50.49,1.52,2
1558,34.71,1.78,30.55,31.27,0.72,2
1559,27.55,1.36,19.19,19.63,0.44,2
1560,43.76,1.72,17.3,17.68,0.38,2
1561,41.3,1.88,36.19,45.46,9.27,2
1562,32.33,2.17,24.72,29.07,4.35,2
1563,28.56,2.24,21.43,24.77,3.34,2
1564,29.75,2.19,14.98,16.42,1.44,2
1565,26.58,2.29,16.66,18.21,1.55,2
1566,28.57,2.19,18.37,20.11,1.74,2
1567,28.56,2.33,20.04,21.81,1.77,2
1568,29.33,2.39,25.82,27.78,1.96,1
1569,21.78,2.24,36.52,39.26,2.74,2
1570,16.63,2.44,89.85,97.89,8.04,3
1571,32.17,2.35,116.04,132.13,16.09,3
1572,37.63,2.5,124.4,144.85,20.45,3
1573,36.92,2.36,135.87,196.67,60.8,3
1574,48.4,1.98,103.32,124.11,20.79,3
1575,51.61,2.3,102.44,135.04,32.6,2
1576,47.37,2.11,75.06,80.85,5.79,2
1577,41.67,1.69,62.72,64.67,1.95,2
1578,44.45,1.98,46.65,47.78,1.13,2
1579,38.99,1.59,43.06,49.12,6.06,2
1580,36.09,2.06,46.75,58.94,12.19,2
1581,35.63,1.87,60.44,81.46,21.02,2
1582,37.39,1.94,48.32,61.43,13.11,2
1583,41.52,2.01,36.33,44.82,8.49,2
1584,34.35,2.52,19.54,22.14,2.6,2
1585,31.32,2.54,19.08,21.17,2.09,1
1586,24.22,2.35,21.87,24.05,2.18,1
1587,20.53,2.44,32.99,36.46,3.47,1
1588,23.63,2.49,33.91,35.64,1.73,2
1589,20.56,2.61,95.13,102.75,7.62,3
1590,14.56,2.94,137.0,192.47,55.47,3
1591,28.27,2.72,120.95,162.3,41.35,3
1592,37.06,2.21,114.6,158.51,43.91,2
1593,39.53,1.54,78.57,88.61,10.04,2
1594,34.22,1.52,45.49,46.44,0.95,2
1595,32.41,1.64,64.19,66.72,2.53,2
1596,34.33,1.22,40.08,40.68,0.6,2
1597,31.67,1.5,59.09,61.74,2.65,2
1598,30.74,1.77,82.95,112.02,29.07,3
1599,35.3,1.59,104.22,163.21,58.99,3
1600,36.49,1.79,124.11,207.66,83.55,2
1601,47.92,1.6,94.56,139.6,45.04,2
1602,49.82,1.58,53.21,68.19,14.98,2
1603,38.39,1.31,71.05,84.92,13.87,2
1604,37.79,1.64,69.92,82.21,12.29,2
1605,41.01,1.46,86.98,102.54,15.56,2
1606,46.69,1.31,98.77,125.19,26.42,2
1607,45.33,1.46,79.65,92.05,12.4,2
1608,32.81,1.13,47.1,52.5,5.4,2
1609,23.38,1.23,66.6,72.63,6.03,2
1610,34.89,1.52,62.6,78.64,16.04,2
1611,25.23,1.59,48.07,63.51,15.44,1
1612,17.97,1.6,42.02,55.92,13.9,1
1613,13.21,1.57,48.37,67.66,19.29,1
1614,15.31,1.65,47.41,65.69,18.28,1
1615,19.19,2.07,30.01,38.37,8.36,1
1616,15.84,1.96,42.3,54.5,12.2,2
1617,20.55,1.7,50.07,60.58,10.51,2
1618,26.54,1.55,37.53,45.16,7.63,1
1619,23.59,1.59,39.86,50.56,10.7,1
1620,20.58,1.58,40.28,51.33,11.05,1
1621,22.21,1.52,44.85,56.04,11.19,2
1622,21.5,1.57,60.76,72.64,11.88,3
1623,22.82,1.73,100.25,123.85,23.6,2
1624,27.2,1.65,99.89,112.69,12.8,3
1625,34.53,1.85,119.64,154.75,35.11,3
1626,50.15,1.84,84.54,105.65,21.11,2
1627,47.57,1.97,77.41,104.14,26.73,2
1628,44.01,2.17,74.8,105.94,31.14,2
1629,43.61,1.61,53.31,61.16,7.85,2
1630,34.59,1.8,49.75,58.29,8.54,2
1631,38.34,2.06,57.85,72.66,14.81,2
1632,46.59,1.9,56.21,76.31,20.1,2
1633,45.52,1.9,45.89,66.05,20.16,2
1634,34.07,1.64,42.87,62.08,19.21,1
1635,24.43,1.93,45.31,66.22,20.91,1
1636,21.19,1.86,39.07,55.43,16.36,1
1637,20.23,1.96,31.14,42.78,11.64,1
1638,17.93,2.05,30.97,41.9,10.93,1
1639,18.21,2.32,29.22,37.89,8.67,1
1640,15.29,2.32,26.29,33.51,7.22,1
1641,13.89,2.33,23.83,30.23,6.4,1
1642,13.74,2.12,19.75,25.32,5.57,1
1643,15.81,2.11,19.68,24.93,5.25,2
1644,47.62,1.25,17.68,25.3,7.62,3
1645,59.51,1.42,17.5,24.44,6.94,3
1646,69.01,1.54,16.53,22.81,6.28,3
1647,71.8,1.62,20.38,26.87,6.49,1
1648,16.34,1.41,27.01,34.65,7.64,1
1649,15.93,1.61,31.65,37.56,5.91,2
1650,28.41,1.49,67.05,78.66,11.61,3
1651,52.21,1.72,91.04,112.19,21.15,3
1652,50.93,1.54,110.43,141.08,30.65,3
1653,45.63,1.76,126.24,186.2,59.96,3
1654,58.85,2.1,140.37,238.2,97.83,3
1655,57.9,1.82,100.49,150.68,50.19,2
1656,27.4,1.57,62.53,80.77,18.24,1
1657,23.28,1.99,42.24,52.15,9.91,1
1658,16.81,1.57,31.19,40.17,8.98,1
1659,12.29,1.88,19.57,26.04,6.47,1
1660,9.26,1.83,14.69,20.74,6.05,1
1661,10.7,2.01,10.61,15.84,5.23,1
1662,23.11,1.43,47.48,63.29,15.81,1
1663,23.73,1.39,40.62,56.62,16.0,2
1664,27.36,1.64,34.22,44.36,10.14,2
1665,35.12,1.73,64.64,83.68,19.04,2
1666,47.14,1.8,82.33,110.2,27.87,2
1667,40.72,1.67,64.16,86.9,22.74,2
1668,29.29,1.67,60.47,78.91,18.44,2
1669,21.03,1.78,63.02,76.45,13.43,2
1670,20.31,1.66,65.12,76.36,11.24,1
1671,19.82,2.19,14.79,20.92,6.13,1
1672,24.64,2.13,14.84,20.72,5.88,1
1673,23.75,1.98,16.21,22.55,6.34,1
1674,24.67,2.04,19.0,25.98,6.98,2
1675,25.0,2.07,20.58,27.14,6.56,1
1676,23.53,2.05,31.44,38.4,6.96,2
1677,25.81,2.0,48.67,55.1,6.43,2
1678,30.18,1.76,56.29,62.13,5.84,2
1679,32.57,1.97,83.17,91.78,8.61,2
1680,31.3,1.73,63.92,70.58,6.66,2
1681,33.21,1.74,52.08,58.41,6.33,2
1682,35.32,1.4,48.16,53.42,5.26,2
1683,40.9,1.41,45.4,52.21,6.81,2
1684,43.12,1.78,35.23,40.84,5.61,2
1685,37.17,1.5,23.73,29.37,5.64,2
1686,42.43,1.4,24.65,29.92,5.27,2
1687,41.85,1.74,38.29,44.07,5.78,2
1688,34.9,1.47,36.52,45.34,8.82,2
1689,29.66,1.74,35.09,46.77,11.68,2
1690,26.63,1.65,26.48,36.7,10.22,2
1691,25.38,1.86,24.66,34.6,9.94,1
1692,23.72,1.86,16.41,24.41,8.0,1
1693,22.6,1.78,16.44,24.27,7.83,1
1694,18.69,1.89,16.46,24.18,7.72,1
1695,13.53,1.93,15.41,23.07,7.66,1
1696,10.08,1.89,16.47,24.42,7.95,1
1697,9.49,1.82,18.45,26.54,8.09,1
1698,10.24,1.82,20.82,29.18,8.36,1
1699,7.8,1.77,19.31,27.02,7.71,1
1700,7.21,1.74,24.36,32.46,8.1,1
1701,8.16,1.85,40.37,48.32,7.95,2
1702,7.22,1.89,71.64,80.23,8.59,3
1703,5.24,2.09,143.42,198.98,55.56,3
1704,3.66,2.32,158.6,254.37,95.77,3
1705,4.57,2.31,134.5,211.89,77.39,2
