,S9_PM10,S9_SO2,S9_NO2,S9_NOX,S9_NO,OUT
3938,55.18,3.1,96.21,183.73,87.52,3
3939,51.34,3.56,139.57,293.76,154.19,3
3940,48.24,3.53,157.78,322.53,164.75,3
3941,55.56,3.27,144.76,263.29,118.53,3
3942,57.83,3.08,118.03,191.2,73.17,3
3943,59.12,2.77,52.18,75.51,23.33,3
3944,58.74,2.61,27.73,40.37,12.64,3
3945,54.96,2.61,31.58,43.39,11.81,2
3946,43.56,2.59,32.11,41.38,9.27,2
3947,40.44,2.59,31.68,38.54,6.86,2
3948,41.57,2.65,49.98,57.58,7.6,2
3949,46.05,2.66,58.36,67.18,8.82,2
3950,41.46,2.65,49.85,56.62,6.77,2
3951,42.02,2.76,46.95,52.21,5.26,2
3952,41.77,2.82,28.77,31.48,2.71,2
3953,43.98,2.54,25.47,28.12,2.65,2
3954,43.73,2.86,78.64,118.64,40.0,2
3955,41.46,2.65,39.33,43.35,4.02,2
3956,41.0,2.74,31.49,34.93,3.44,2
3957,42.6,2.89,20.1,21.43,1.33,2
3958,38.37,2.91,44.4,52.68,8.28,2
3959,33.01,2.99,30.92,34.73,3.81,2
3960,31.82,2.8,14.95,16.08,1.13,2
3961,31.68,2.76,29.5,31.92,2.42,2
3962,29.99,2.74,47.99,58.83,10.84,2
3963,31.62,2.84,58.21,94.02,35.81,2
3964,35.75,2.76,28.59,37.04,8.45,2
3965,40.4,2.53,15.74,20.43,4.69,2
3966,43.59,2.71,13.14,16.68,3.54,2
3967,41.07,2.58,15.92,19.84,3.92,2
3968,39.71,2.68,18.56,22.24,3.68,2
3969,38.24,2.68,22.99,27.21,4.22,2
3970,34.12,2.74,21.36,24.88,3.52,2
3971,37.39,2.62,23.06,26.44,3.38,2
3972,46.7,2.85,28.85,32.51,3.66,3
3973,56.59,2.63,37.68,42.9,5.22,3
3974,62.95,2.68,52.63,61.51,8.88,3
3975,67.11,2.62,47.79,55.36,7.57,3
3976,75.2,2.55,34.92,39.55,4.63,3
3977,85.81,2.43,32.71,37.52,4.81,4
3978,97.28,2.51,27.73,30.89,3.16,4
3979,102.18,2.51,26.69,30.95,4.26,4
3980,99.4,2.64,18.41,20.39,1.98,4
3981,99.3,2.59,15.51,17.07,1.56,4
3982,102.63,2.66,18.29,19.49,1.2,4
3983,103.19,2.4,14.95,15.9,0.95,4
3984,106.54,2.52,17.97,19.32,1.35,4
3985,108.04,2.51,21.3,23.8,2.5,4
3986,114.19,2.74,54.8,66.65,11.85,4
3987,120.29,2.86,42.15,49.36,7.21,4
3988,110.08,2.72,47.92,55.79,7.87,4
3989,107.16,2.73,28.92,34.24,5.32,4
3990,96.13,2.77,17.17,19.97,2.8,3
3991,73.61,2.8,16.71,19.08,2.37,3
3992,51.82,2.74,15.65,18.16,2.51,2
3993,48.5,2.88,19.45,22.43,2.98,2
3994,45.29,2.8,23.27,25.94,2.67,2
3995,38.25,2.91,26.56,28.45,1.89,2
3996,33.1,3.12,46.75,49.91,3.16,2
3997,30.64,3.05,88.03,105.67,17.64,3
3998,38.45,3.24,114.21,160.76,46.55,3
3999,56.88,3.5,128.99,205.65,76.66,3
4000,57.09,3.96,159.2,287.72,128.52,3
4001,53.22,4.55,171.99,326.82,154.83,3
4002,52.79,3.48,133.87,248.0,114.13,3
4003,49.75,3.5,101.43,165.8,64.37,2
4004,45.89,3.26,81.74,120.98,39.24,2
4005,45.76,3.25,84.05,133.34,49.29,2
4006,45.18,3.14,78.12,117.43,39.31,2
4007,45.14,3.2,74.75,115.28,40.53,2
4008,40.6,3.31,82.8,137.08,54.28,3
4009,33.97,4.02,115.0,222.01,107.01,3
4010,35.78,3.72,141.04,279.9,138.86,3
4011,46.04,3.87,167.03,331.4,164.37,3
4012,53.81,3.61,142.58,249.73,107.15,3
4013,61.7,3.39,123.14,190.84,67.7,3
4014,55.52,3.2,63.95,82.99,19.04,2
4015,49.25,3.07,54.38,66.77,12.39,2
4016,38.97,3.02,44.94,54.81,9.87,2
4017,31.37,3.19,49.17,56.68,7.51,2
4018,27.42,3.31,42.52,46.99,4.47,2
4019,31.17,3.47,70.22,76.32,6.1,4
4020,35.56,4.47,226.85,426.28,199.43,4
4021,44.29,5.25,255.68,504.18,248.5,4
4022,56.58,4.64,235.97,459.06,223.09,4
4023,59.82,4.84,236.58,472.62,236.04,4
4024,67.67,4.88,207.69,421.84,214.15,3
4025,65.77,4.32,163.69,316.08,152.39,3
4026,67.19,3.72,148.26,282.87,134.61,3
4027,56.22,4.06,113.36,200.67,87.31,3
4028,53.03,3.43,101.2,173.62,72.42,3
4029,55.05,3.38,91.49,150.84,59.35,2
4030,49.62,2.96,81.13,126.35,45.22,2
4031,39.7,3.27,77.69,119.61,41.92,3
4032,32.08,3.3,111.59,209.42,97.83,3
4033,34.52,3.96,146.4,295.93,149.53,3
4034,42.81,3.83,165.85,326.55,160.7,3
4035,63.01,3.35,137.42,225.65,88.23,3
4036,65.2,3.42,111.61,170.02,58.41,3
4037,57.62,3.08,26.31,34.99,8.68,2
4038,41.9,3.19,60.45,73.03,12.58,2
4039,39.99,3.11,37.7,44.44,6.74,2
4040,36.96,3.1,28.7,32.11,3.41,2
4041,36.3,3.37,86.74,109.41,22.67,3
4042,44.1,4.15,189.95,319.09,129.14,4
4043,52.44,5.69,315.1,654.79,339.69,4
4044,73.94,5.05,268.48,543.44,274.96,4
4045,80.86,4.96,228.26,457.47,229.21,4
4046,82.59,4.58,224.9,462.34,237.44,4
4047,80.92,4.83,209.07,426.99,217.92,3
4048,81.07,3.65,151.15,285.87,134.72,3
4049,77.06,3.67,127.59,228.1,100.51,3
4050,65.93,3.86,114.39,199.63,85.24,3
4051,59.31,3.55,107.76,191.85,84.09,3
4052,64.22,3.68,99.27,172.61,73.34,3
4053,59.04,3.75,84.89,132.25,47.36,3
4054,53.48,3.84,84.3,133.59,49.29,3
4055,53.9,3.89,124.69,241.24,116.55,3
4056,59.01,4.74,182.36,384.02,201.66,3
4057,68.55,4.93,189.85,385.35,195.5,2
4058,49.26,2.52,23.68,29.52,5.84,2
4059,45.2,2.23,24.14,28.79,4.65,2
4060,39.56,2.29,29.43,34.4,4.97,2
4061,40.59,2.24,47.08,54.98,7.9,2
4062,44.85,2.18,59.29,72.87,13.58,2
4063,49.81,2.1,40.44,47.87,7.43,2
4064,47.74,2.12,34.96,40.81,5.85,2
4065,44.26,2.05,29.83,34.56,4.73,2
4066,43.04,2.16,27.39,31.71,4.32,2
4067,40.47,2.31,25.14,28.51,3.37,2
4068,37.91,2.61,16.75,17.4,0.65,2
4069,37.9,2.52,14.9,16.88,1.98,2
4070,36.41,3.22,9.01,10.23,1.22,2
4071,32.48,2.67,7.7,8.15,0.45,2
4072,28.25,2.75,6.4,7.31,0.91,2
4073,31.95,2.94,8.05,8.97,0.92,2
4074,33.97,2.56,7.87,9.13,1.26,2
4075,27.48,3.59,9.18,10.73,1.55,1
4076,22.67,2.54,19.42,20.71,1.29,1
4077,24.92,2.62,27.92,31.51,3.59,2
4078,26.65,2.67,25.57,29.91,4.34,1
4079,23.58,2.56,19.77,24.42,4.65,1
4080,19.13,2.47,20.59,26.33,5.74,1
4081,17.73,2.53,20.12,24.77,4.65,1
4082,20.5,2.45,30.8,38.05,7.25,2
4083,25.14,2.36,24.7,28.74,4.04,2
4084,26.39,2.6,26.68,29.57,2.89,1
4085,22.75,2.68,32.41,34.06,1.65,2
4086,17.41,2.5,60.32,75.52,15.2,2
4087,18.68,2.35,63.3,69.25,5.95,2
4088,26.28,2.57,79.55,94.43,14.88,2
4089,27.36,2.38,60.09,68.9,8.81,2
4090,19.35,2.43,68.53,78.59,10.06,2
4091,18.74,2.4,80.43,103.25,22.82,2
4092,26.85,3.42,48.38,53.99,5.61,2
4093,27.12,3.07,36.46,40.73,4.27,2
4094,25.69,3.32,25.38,27.32,1.94,1
4095,23.75,2.95,23.17,24.73,1.56,2
4096,28.98,2.97,25.84,28.15,2.31,2
4097,38.44,3.03,39.68,41.74,2.06,2
4098,29.51,2.99,53.5,62.71,9.21,2
4099,27.95,3.42,88.76,153.82,65.06,2
4100,27.14,3.43,95.26,166.22,70.96,2
4101,26.16,3.67,96.57,173.71,77.14,2
4102,16.38,3.37,81.98,125.05,43.07,2
4103,25.69,2.81,42.2,55.18,12.98,2
4104,44.63,3.02,27.01,33.0,5.99,3
4105,52.84,2.98,42.89,48.64,5.75,3
4106,54.25,3.3,81.85,103.86,22.01,3
4107,60.48,3.27,102.08,163.99,61.91,3
4108,88.33,3.27,70.98,96.56,25.58,3
4109,82.87,3.23,82.31,119.48,37.17,3
4110,79.6,3.13,95.84,156.32,60.48,3
4111,81.96,3.05,56.45,71.99,15.54,3
4112,56.05,3.26,58.66,77.37,18.71,3
4113,52.47,2.84,42.95,49.21,6.26,2
4114,44.41,3.02,39.68,44.64,4.96,2
4115,37.58,2.23,30.59,33.68,3.09,2
4116,32.4,2.41,29.04,31.47,2.43,2
4117,36.4,2.4,23.23,25.19,1.96,2
4118,26.18,2.28,17.68,19.35,1.67,1
4119,20.17,2.22,15.51,16.98,1.47,1
4120,17.39,2.31,17.78,19.87,2.09,1
4121,12.42,2.26,39.06,44.35,5.29,2
4122,12.02,2.42,57.39,71.72,14.33,2
4123,14.85,2.52,66.84,88.46,21.62,2
4124,11.03,2.38,61.09,84.49,23.4,2
4125,9.74,2.65,63.11,87.57,24.46,2
4126,13.05,2.57,54.26,74.11,19.85,1
4127,16.09,2.82,23.22,28.34,5.12,1
4128,12.59,2.3,26.32,31.02,4.7,1
4129,11.36,2.46,25.24,29.7,4.46,1
4130,8.04,2.76,24.91,27.44,2.53,1
4131,8.16,2.4,26.19,29.13,2.94,2
4132,11.69,2.92,56.39,64.03,7.64,2
4133,11.63,2.69,99.65,140.34,40.69,3
4134,15.72,3.38,114.17,178.28,64.11,3
4135,21.37,3.48,134.6,237.78,103.18,3
4136,24.35,3.67,158.69,305.96,147.27,3
4137,21.9,3.83,182.39,379.27,196.88,3
4138,26.88,3.88,172.08,366.56,194.48,3
4139,35.78,4.09,176.56,382.19,205.63,3
4140,36.51,3.39,144.09,293.83,149.74,3
4141,39.04,3.73,132.22,281.87,149.65,3
4142,41.02,3.51,115.02,242.23,127.21,3
4143,39.37,3.48,109.53,226.79,117.26,2
4144,39.74,2.93,86.59,167.33,80.74,2
4145,35.2,2.93,71.92,124.81,52.89,3
4146,28.87,3.71,143.85,326.79,182.94,3
4147,30.81,4.13,152.97,342.69,189.72,3
4148,42.23,3.98,143.04,301.64,158.6,3
4149,50.29,3.37,139.52,267.86,128.34,3
4150,50.72,3.39,124.81,215.04,90.23,3
4151,53.79,3.24,104.76,160.6,55.84,2
4152,49.33,2.96,68.34,93.09,24.75,2
4153,46.64,2.92,62.1,81.88,19.78,2
4154,40.1,3.01,65.5,83.29,17.79,2
4155,39.95,2.97,74.55,91.02,16.47,3
4156,40.65,3.15,106.25,151.19,44.94,3
4157,40.86,3.76,177.41,330.8,153.39,4
4158,47.51,4.72,235.25,486.17,250.92,2
4159,44.54,3.07,65.18,82.08,16.9,2
4160,36.05,3.17,68.93,84.02,15.09,2
4161,32.51,2.78,72.64,92.83,20.19,4
4162,32.86,5.0,246.78,548.69,301.91,4
4163,56.46,4.65,239.48,545.62,306.14,4
4164,70.11,5.71,239.15,542.39,303.24,4
4165,70.63,5.05,224.94,521.44,296.5,3
4166,70.85,3.42,135.31,287.45,152.14,3
4167,61.1,3.35,106.41,209.05,102.64,3
4168,43.81,3.37,119.6,247.15,127.55,3
4169,37.71,3.09,124.12,246.16,122.04,4
4170,37.02,4.41,215.83,483.57,267.74,3
4171,42.78,3.96,159.12,317.97,158.85,3
4172,51.68,3.77,116.46,207.14,90.68,2
4173,49.83,3.16,85.88,135.07,49.19,3
4174,53.23,3.04,91.53,151.53,60.0,3
4175,59.68,2.57,57.25,76.47,19.22,2
4176,49.4,2.58,46.61,61.35,14.74,2
4177,37.05,2.63,42.99,54.0,11.01,2
4178,21.0,3.02,65.19,80.27,15.08,2
4179,21.52,2.41,65.47,78.79,13.32,2
4180,18.14,2.89,62.59,71.48,8.89,2
4181,20.52,2.34,69.24,84.22,14.98,2
4182,16.82,2.58,63.06,74.45,11.39,2
4183,14.89,2.96,60.5,70.11,9.61,2
4184,14.27,2.7,66.51,82.1,15.59,2
4185,35.71,3.27,26.64,31.13,4.49,2
4186,33.8,3.2,29.93,33.01,3.08,2
4187,35.36,3.08,33.79,36.0,2.21,2
4188,32.66,3.2,41.39,44.98,3.59,2
4189,25.51,3.31,75.33,90.07,14.74,2
4190,22.68,3.27,67.96,76.63,8.67,2
4191,17.79,3.24,58.72,63.45,4.73,2
4192,17.65,3.08,58.82,63.55,4.73,2
4193,25.12,2.71,80.03,113.21,33.18,2
4194,31.38,2.66,77.48,118.01,40.53,2
4195,26.22,2.48,60.71,80.03,19.32,2
4196,27.37,2.83,63.16,82.49,19.33,2
4197,24.28,2.9,70.45,103.54,33.09,2
4198,23.37,2.72,56.35,71.45,15.1,2
4199,22.84,2.58,58.67,80.15,21.48,2
4200,24.0,2.73,63.1,90.45,27.35,2
4201,16.78,2.77,91.76,167.15,75.39,2
4202,21.75,2.76,69.21,105.77,36.56,3
4203,23.56,3.3,101.15,182.98,81.83,2
4204,26.11,3.02,80.38,120.68,40.3,3
4205,34.12,3.64,119.41,209.45,90.04,3
4206,49.72,3.71,134.46,247.12,112.66,3
4207,53.8,2.64,27.77,31.96,4.19,2
4208,49.43,2.54,37.78,44.2,6.42,2
4209,45.32,2.4,37.08,41.76,4.68,2
4210,33.15,2.35,51.1,56.56,5.46,3
4211,51.4,2.44,42.16,45.91,3.75,2
4212,37.58,2.26,42.44,44.84,2.4,2
4213,28.04,2.31,41.28,45.44,4.16,2
4214,25.78,2.21,38.4,42.65,4.25,2
4215,30.06,2.95,24.11,27.34,3.23,1
4216,23.06,2.78,13.56,16.6,3.04,1
4217,17.64,2.8,10.88,13.41,2.53,1
4218,13.86,2.67,10.06,12.91,2.85,1
4219,11.2,2.76,9.75,12.16,2.41,1
4220,9.46,3.09,8.55,10.53,1.98,1
4221,8.9,4.26,10.25,12.96,2.71,1
4222,8.82,4.83,13.44,17.7,4.26,1
4223,7.82,5.16,13.93,14.32,0.39,1
4224,7.78,5.0,11.64,12.69,1.05,1
4225,8.04,4.35,11.45,12.46,1.01,1
4226,7.2,3.59,13.57,15.01,1.44,1
4227,6.74,3.25,14.77,17.04,2.27,1
4228,6.68,3.21,17.31,18.89,1.58,1
4229,6.38,3.12,17.5,19.7,2.2,1
4230,8.74,3.1,18.36,20.5,2.14,1
4231,12.72,2.85,27.22,31.17,3.95,1
4232,11.04,2.95,22.47,23.68,1.21,1
4233,10.46,2.91,26.39,27.87,1.48,1
4234,9.14,3.05,27.6,29.41,1.81,1
4235,8.06,3.07,27.09,28.51,1.42,1
4236,7.82,3.42,31.33,34.65,3.32,1
4237,7.68,3.13,28.02,30.08,2.06,1
4238,6.88,3.07,30.4,32.66,2.26,1
4239,6.56,2.48,22.82,27.41,4.59,1
4240,6.9,2.34,16.69,19.74,3.05,1
4241,7.22,2.23,19.46,22.79,3.33,1
4242,7.86,2.52,12.85,15.56,2.71,1
4243,8.52,2.51,10.93,13.16,2.23,1
4244,7.46,2.6,16.83,20.27,3.44,1
4245,6.76,2.5,28.35,31.97,3.62,2
4246,6.3,2.63,60.64,76.4,15.76,2
4247,6.06,2.91,61.32,79.21,17.89,1
4248,6.58,2.63,35.89,42.53,6.64,1
4249,13.7,2.73,21.99,23.78,1.79,1
4250,11.2,2.98,24.12,25.85,1.73,1
4251,9.98,2.98,26.59,27.54,0.95,1
4252,9.28,2.95,31.16,31.95,0.79,2
4253,8.82,3.01,51.1,61.3,10.2,1
4254,13.88,3.06,49.06,58.35,9.29,2
4255,20.92,2.91,55.14,64.44,9.3,2
4256,16.14,3.21,60.6,72.02,11.42,2
4257,17.1,3.1,55.23,64.82,9.59,1
4258,23.02,3.17,48.04,56.21,8.17,1
4259,18.2,2.84,40.46,47.27,6.81,1
4260,16.14,3.08,26.37,28.63,2.26,1
4261,18.1,3.03,30.8,33.86,3.06,1
4262,23.42,3.09,27.25,29.17,1.92,1
4263,19.2,3.09,32.73,35.4,2.67,1
4264,16.08,3.05,34.26,36.86,2.6,1
4265,12.76,3.2,46.47,52.29,5.82,2
4266,10.76,3.1,66.0,86.02,20.02,3
4267,12.14,3.81,103.57,184.14,80.57,2
4268,17.9,3.71,96.96,165.54,68.58,2
4269,25.64,4.46,57.98,82.4,24.42,2
4270,36.46,5.13,48.22,66.23,18.01,2
4271,39.76,5.06,56.08,77.22,21.14,2
4272,32.92,4.99,31.5,38.3,6.8,2
4273,30.52,4.47,30.27,35.78,5.51,1
4274,15.54,4.54,23.3,27.75,4.45,1
4275,14.27,4.26,35.12,39.88,4.76,2
4276,16.45,4.25,73.75,90.84,17.09,3
4277,14.44,4.82,178.86,338.29,159.43,4
4278,21.73,5.44,221.79,444.93,223.14,3
4279,28.26,5.08,196.54,386.17,189.63,3
4280,27.5,4.91,172.18,327.23,155.05,3
4281,36.48,5.61,196.23,398.49,202.26,3
4282,44.28,5.95,182.74,372.17,189.43,3
4283,64.42,4.97,149.4,292.31,142.91,3
4284,62.41,4.64,118.99,211.93,92.94,2
4285,47.64,4.47,96.82,158.45,61.63,2
4286,49.26,4.05,86.52,133.47,46.95,2
4287,46.78,3.83,87.86,136.5,48.64,2
4288,41.03,3.66,88.16,133.16,45.0,2
4289,44.8,3.84,90.95,141.35,50.4,3
4290,35.92,3.74,108.47,181.27,72.8,3
4291,35.93,5.03,165.31,334.28,168.97,3
4292,55.99,4.97,173.52,348.15,174.63,3
4293,65.29,5.28,138.31,240.91,102.6,3
4294,73.49,3.98,83.8,127.28,43.48,3
4295,72.78,3.93,78.56,116.44,37.88,3
4296,64.87,3.91,69.77,100.48,30.71,3
4297,54.73,3.63,73.1,99.55,26.45,3
4298,59.82,3.62,76.33,101.76,25.43,3
4299,57.13,3.41,71.16,89.41,18.25,2
4300,49.89,3.4,82.18,105.88,23.7,3
4301,42.55,3.46,122.23,197.93,75.7,3
4302,39.5,3.68,130.77,219.72,88.95,3
4303,42.33,4.03,169.3,320.45,151.15,3
4304,48.81,3.55,121.92,208.52,86.6,3
4305,54.53,3.87,142.89,264.2,121.31,3
4306,57.64,3.23,95.26,151.22,55.96,3
4307,56.65,4.73,176.56,362.9,186.34,3
4308,60.39,4.97,185.26,386.43,201.17,3
4309,62.62,4.82,182.26,382.27,200.01,3
4310,63.18,4.85,191.98,407.97,215.99,3
4311,63.73,4.19,137.47,268.34,130.87,3
4312,53.23,3.49,97.66,160.75,63.09,3
4313,43.18,4.62,163.73,345.32,181.59,3
4314,49.61,4.57,183.4,394.71,211.31,4
4315,50.17,5.41,241.64,542.02,300.38,4
4316,56.9,5.01,238.57,507.54,268.97,3
4317,68.4,3.93,126.95,223.55,96.6,3
4318,60.46,3.59,97.07,151.44,54.37,3
4319,54.99,3.48,83.68,120.26,36.58,2
4320,46.64,3.03,41.17,50.31,9.14,3
4321,64.42,3.16,40.27,48.23,7.96,3
4322,51.88,3.1,37.98,44.56,6.58,2
4323,44.38,3.04,52.04,61.63,9.59,2
4324,31.86,3.06,61.56,73.76,12.2,2
4325,30.78,3.27,88.66,128.56,39.9,2
4326,42.2,3.28,94.12,139.98,45.86,3
4327,57.5,3.68,127.04,229.5,102.46,3
4328,40.37,4.12,169.93,346.91,176.98,3
4329,34.86,4.27,153.81,307.03,153.22,3
4330,36.3,3.76,125.15,234.73,109.58,3
4331,37.58,3.7,109.1,199.9,90.8,3
4332,33.5,3.94,112.6,219.66,107.06,2
4333,38.25,3.49,89.41,159.34,69.93,3
4334,56.71,3.26,83.31,145.62,62.31,4
4335,111.17,3.42,94.28,171.65,77.37,3
4336,88.1,3.29,71.8,115.5,43.7,3
4337,82.43,3.27,58.63,81.26,22.63,3
4338,61.82,3.1,78.73,131.05,52.32,3
4339,68.15,3.72,104.48,195.64,91.16,3
4340,51.74,2.99,52.73,76.6,23.87,2
4341,38.72,2.81,38.5,49.68,11.18,2
4342,31.46,2.91,52.46,76.97,24.51,2
4343,25.88,2.83,35.23,48.37,13.14,2
4344,27.16,2.8,41.35,54.87,13.52,2
4345,29.14,2.75,42.83,55.27,12.44,2
4346,36.44,2.74,47.03,58.85,11.82,2
4347,38.51,2.79,49.75,58.8,9.05,3
4348,30.29,3.12,101.49,150.99,49.5,3
4349,40.52,3.43,140.55,249.65,109.1,3
4350,69.95,4.03,184.37,361.93,177.56,3
4351,63.17,3.05,81.47,118.66,37.19,3
4352,53.18,3.01,82.56,114.08,31.52,3
4353,50.84,2.73,55.93,66.1,10.17,3
4354,50.57,2.59,59.17,73.91,14.74,3
4355,77.63,2.74,31.03,37.19,6.16,3
4356,86.36,2.64,37.01,40.87,3.86,3
4357,63.47,2.65,42.21,46.48,4.27,3
4358,62.99,2.68,43.81,47.44,3.63,3
4359,81.17,2.51,27.07,30.02,2.95,3
4360,58.34,2.65,20.86,23.14,2.28,2
4361,42.32,2.53,29.86,33.26,3.4,2
4362,31.7,2.44,38.24,44.77,6.53,2
4363,26.0,2.56,33.12,37.98,4.86,1
4364,22.19,2.51,33.67,38.77,5.1,4
4365,94.19,2.26,23.73,28.07,4.34,4
4366,96.35,2.36,22.52,28.02,5.5,3
4367,70.07,2.39,26.37,32.74,6.37,3
4368,53.48,2.45,31.96,37.78,5.82,2
4369,40.88,2.42,33.51,39.31,5.8,3
4370,70.19,2.36,37.57,42.89,5.32,4
4371,132.92,2.48,24.39,27.72,3.33,4
4372,94.52,2.29,19.3,21.79,2.49,3
4373,68.03,2.25,23.21,26.25,3.04,3
4374,50.3,2.3,21.87,24.33,2.46,2
4375,37.64,2.23,25.82,28.78,2.96,2
4376,28.31,2.31,15.87,18.06,2.19,1
4377,22.52,2.27,11.88,13.95,2.07,1
4378,18.38,2.59,10.44,12.23,1.79,1
4379,22.91,2.56,8.8,9.96,1.16,2
4380,27.47,2.61,7.67,8.8,1.13,1
4381,22.19,2.63,7.42,8.41,0.99,1
4382,19.61,2.54,7.55,8.64,1.09,1
4383,19.61,2.68,6.77,7.84,1.07,1
4384,21.71,2.48,9.06,10.41,1.35,1
4385,19.22,2.63,8.54,9.91,1.37,2
4386,31.13,2.7,10.47,12.2,1.73,3
4387,70.85,2.58,10.38,12.13,1.75,4
4388,117.41,2.5,15.84,18.21,2.37,4
4389,156.08,2.63,22.99,26.5,3.51,4
4390,101.9,2.63,18.59,20.98,2.39,3
4391,72.83,2.6,21.92,24.55,2.63,3
4392,52.49,2.72,23.84,27.24,3.4,2
4393,38.24,2.82,26.56,30.03,3.47,2
4394,28.28,3.07,22.48,25.22,2.74,1
4395,21.29,2.96,26.57,29.89,3.32,1
4396,16.4,3.08,36.78,42.05,5.27,1
4397,12.98,3.01,34.55,39.02,4.47,1
4398,10.58,3.16,42.65,49.48,6.83,1
4399,8.9,3.31,31.02,35.19,4.17,1
4400,7.73,3.5,31.99,37.25,5.26,1
4401,7.13,3.13,29.0,32.06,3.06,1
4402,6.92,2.78,20.95,22.22,1.27,1
4403,6.35,3.04,20.15,22.25,2.1,1
4404,5.93,3.25,19.77,21.32,1.55,1
4405,5.66,3.29,15.55,16.98,1.43,1
4406,6.44,3.21,14.42,15.86,1.44,1
4407,8.69,3.14,21.61,24.41,2.8,1
4408,8.84,3.17,34.1,39.38,5.28,2
4409,7.91,3.2,53.38,69.4,16.02,1
4410,7.91,3.32,43.66,56.31,12.65,1
4411,7.94,3.12,29.37,36.3,6.93,1
4412,7.76,3.23,24.27,30.69,6.42,1
4413,8.63,3.32,23.95,29.9,5.95,1
4414,7.94,4.03,21.98,27.38,5.4,1
4415,7.31,3.44,23.81,29.48,5.67,1
4416,7.58,3.53,25.14,31.04,5.9,1
4417,6.62,3.78,26.2,30.26,4.06,1
4418,5.0,4.53,49.92,58.56,8.64,2
4419,5.6,4.45,59.06,70.67,11.61,2
4420,5.3,4.39,58.58,69.06,10.48,2
4421,5.57,5.67,50.22,57.97,7.75,1
4422,5.39,5.16,43.42,49.75,6.33,1
4423,6.05,4.24,35.37,40.13,4.76,1
4424,6.71,3.89,31.91,35.84,3.93,1
4425,6.2,3.94,30.03,33.66,3.63,1
4426,5.84,3.95,28.36,30.71,2.35,1
4427,5.57,3.82,26.54,28.68,2.14,1
4428,5.42,3.36,27.1,28.96,1.86,1
4429,12.6,4.46,25.4,27.47,2.07,1
4430,12.42,3.97,35.49,38.45,2.96,2
4431,12.3,3.98,57.39,68.26,10.87,2
4432,13.86,4.04,78.7,113.72,35.02,2
4433,15.3,4.21,91.49,144.67,53.18,2
4434,15.12,4.53,70.53,110.33,39.8,1
4435,15.18,4.1,48.28,70.04,21.76,1
4436,16.14,3.77,31.15,43.42,12.27,1
4437,19.14,3.67,23.95,32.29,8.34,1
4438,20.28,3.47,25.73,34.04,8.31,1
4439,13.3,3.45,23.13,30.36,7.23,3
4440,64.55,3.25,25.98,32.53,6.55,3
4441,51.5,3.21,46.43,56.33,9.9,2
4442,38.39,3.13,51.58,63.28,11.7,2
4443,28.4,3.13,54.22,64.09,9.87,2
4444,23.93,3.12,50.38,55.3,4.92,2
4445,31.34,3.09,45.39,49.53,4.14,2
4446,27.08,3.12,40.84,44.32,3.48,1
4447,21.08,3.19,33.57,36.71,3.14,1
4448,21.65,3.23,24.1,26.26,2.16,2
4449,34.67,2.87,19.29,21.19,1.9,2
4450,28.64,2.94,28.38,30.81,2.43,1
4451,21.89,2.85,20.41,22.08,1.67,1
4452,16.82,3.04,20.9,22.33,1.43,1
4453,15.17,3.15,15.07,16.44,1.37,1
4454,14.9,3.03,17.1,18.92,1.82,1
4455,12.02,2.91,16.14,18.05,1.91,1
4456,20.06,3.07,19.62,21.86,2.24,1
4457,18.38,3.06,34.0,39.78,5.78,1
4458,23.51,3.28,36.41,43.63,7.22,1
4459,18.41,3.19,30.36,35.84,5.48,1
4460,16.19,3.05,31.32,36.22,4.9,1
4461,13.94,3.0,30.78,35.43,4.65,3
4462,55.55,2.99,31.63,37.47,5.84,2
4463,43.16,2.97,35.41,40.52,5.11,2
4464,31.76,3.09,32.83,38.67,5.84,2
4465,25.94,2.96,42.17,48.62,6.45,2
4466,20.57,3.2,54.54,63.53,8.99,2
4467,11.7,2.95,54.88,63.2,8.32,1
4468,11.22,3.01,45.45,51.45,6.0,1
4469,8.53,2.93,33.18,37.59,4.41,1
4470,9.77,2.94,30.68,33.57,2.89,1
4471,9.94,2.97,26.25,28.48,2.23,1
4472,8.43,2.6,22.6,24.57,1.97,1
4473,20.29,2.36,17.64,19.29,1.65,1
4474,15.55,2.34,13.17,14.68,1.51,1
4475,15.77,2.4,13.16,14.65,1.49,1
4476,21.87,2.49,13.69,15.13,1.44,1
4477,18.13,2.57,13.41,14.97,1.56,1
4478,12.78,2.59,14.2,16.13,1.93,1
4479,9.86,2.49,36.66,41.65,4.99,1
4480,18.28,2.32,49.93,59.97,10.04,2
4481,49.3,2.43,65.01,86.1,21.09,2
4482,33.32,2.3,51.03,62.2,11.17,2
4483,23.24,2.52,56.45,72.74,16.29,2
4484,20.72,1.67,93.23,125.3,32.07,2
4485,41.83,1.6,92.52,122.87,30.35,2
4486,43.62,1.54,97.75,133.41,35.66,2
4487,33.06,1.38,64.26,76.75,12.49,2
4488,33.27,1.42,71.37,94.5,23.13,2
4489,30.86,1.4,83.16,112.3,29.14,2
4490,27.23,1.66,73.47,96.41,22.94,3
4491,30.26,2.3,128.39,232.06,103.67,3
4492,29.24,2.46,134.8,249.62,114.82,3
4493,26.05,2.48,119.91,214.19,94.28,2
4494,26.94,2.09,87.02,129.54,42.52,3
4495,23.6,2.52,121.92,227.46,105.54,3
