,S14_PM10,S14_PM25,S14_SO2,S14_NO2,S14_NOX,S14_NO
2361,,,,40.39,,
2362,,4.21,,,,
2363,,,,31.74,,
2364,,,,,,10.72
2365,46.93,,,,,
2366,40.81,4.99,3.05,20.39,27.63,7.24
2367,,,,22.96,,
2368,,,3.02,,,
2369,,,,,,6.98
2370,,,,,35.64,
2371,,,,,33.95,
2372,,,2.51,,,
2373,,,2.57,,,
2374,5.66,,,,,
2375,,,,,,5.81
2376,,3.25,,,,
2377,7.41,,,,,
2378,,3.4,,,,
2379,,,,,51.66,
2380,7.56,,,,,
2381,,,3.05,,,
2382,,,,,24.51,
2383,6.63,,,,,
2384,7.46,,,,,
2385,,,,29.75,,
2386,,,,,,7.6
2387,,,,,33.62,
2388,,3.29,,,,
2389,24.58,,,,,
2390,,,,,53.88,
2391,,3.53,,,,
2392,,,3.02,,,
2393,,,,,47.91,
2394,,,,,,16.91
2395,,,,,,16.91
2396,14.49,,,,,
2397,,,,,39.95,
2398,,,,,30.02,
2399,,,,,36.77,
2400,,,,,,9.94
2401,,,,,,21.25
2402,,,,,,32.25
2403,,,,60.24,,
2404,79.64,,,,,
2405,,,,,,17.26
2406,,3.21,,,,
2407,,,,15.88,,
2408,,,,14.05,,
2409,,,1.85,,,
2410,,,2.31,,,
2411,,,,,35.46,
2412,,,,,,5.58
2413,,3.01,,,,
2414,3.06,,,,,
2415,11.9,,,,,
2416,10.59,,,,,
2417,,,,,,4.62
2418,,,,,27.13,
2419,,,,23.17,,
2420,5.73,,,,,
2421,,,,59.24,,
2422,,4.01,,,,
2423,,,1.68,,,
2424,,,,36.66,,
2425,,,,,,10.03
2426,,,,32.84,,
2427,,,,,,11.09
2428,31.63,,,,,
2429,,4.72,,,,
2430,15.55,,,,,
2431,,,2.18,,,
2432,,,,,118.74,
2433,,,2.76,,,
2434,,,,,53.81,
2435,,,,,46.27,
2436,,,,,30.52,
2437,,,,18.93,,
2438,11.7,,,,,
2439,,,,,67.8,
2440,,,2.81,,,
2441,,,,43.5,,
2442,,5.5,,,,
2443,,,,,,10.32
2444,,,3.0,,,
2445,,,,,42.03,
2446,,,,,44.27,
2447,,,,,134.69,
2448,,7.42,,,,
2449,,,,,,72.41
2450,,,,,,17.05
2451,53.58,,,,,
2452,48.31,,,,,
2453,,,2.59,,,
2454,,,,,67.37,
2455,,,,57.0,,
2456,,,,,,11.41
2457,,,2.16,,,
2458,23.59,,,,,
2459,53.44,,,,,
2460,,,2.44,,,
2461,,,,52.82,,
2462,59.25,,,,,
2463,,,,30.47,,
2464,,,,,,11.54
2465,,,3.79,,,
2466,,,,,,11.75
2467,,,,,,17.22
2468,,,3.15,,,
2469,,,,,50.49,
2470,,,,,92.87,
2471,,,,,,16.61
2472,,,,,58.86,
2473,,,3.53,,,
2474,,,,,89.49,
2475,28.49,,,,,
2476,40.4,,,,,
2477,,,,,24.31,
2478,,,2.01,,,
2479,,6.7,,,,
2480,,,,,,12.88
2481,,,,,,11.58
2482,,,,,,13.26
2483,,5.67,,,,
2484,,,,,,11.33
2485,,,,22.48,,
2486,,,,,,12.29
2487,,8.08,,,,
2488,,8.66,,,,
2489,,,,,40.54,
2490,,,3.43,,,
2491,,,,,,16.71
2492,,6.48,,,,
2493,18.89,,,,,
2494,,,,28.4,,
2495,33.48,,,,,
2496,,,2.11,,,
2497,,5.29,,,,
2498,,,,,,7.31
2499,,4.63,,,,
2500,27.44,,,,,
2501,,,,,,6.3
2502,,4.17,,,,
2503,,,,,66.26,
2504,,,,,106.43,
2505,,,1.94,,,
2506,,5.14,,,,
2507,,,,,65.68,
2508,,5.74,,,,
2509,53.54,,,,,
2510,,,2.45,,,
2511,,,2.44,,,
2512,,,,15.75,,
2513,,,1.89,,,
2514,22.71,,,,,
2515,,,1.9,,,
2516,,,,,,6.85
2517,,,,,,5.71
2518,,,,,21.54,
2519,11.36,,,,,
2520,,4.88,,,,
2521,,,,,17.56,
2522,5.66,,,,,
2523,,,,,11.2,
2524,6.28,,,,,
2525,,,1.71,,,
2526,35.72,,,,,
2527,31.01,,,,,
2528,,,,15.06,,
2529,,,,24.65,,
2530,27.7,,,,,
2531,23.0,,,,,
2532,,4.2,,,,
2533,,,,34.18,,
2534,,,,,57.91,
2535,,,,,45.33,
2536,,,,,38.59,
2537,,,,,35.67,
2538,,,,23.02,,
2539,18.04,,,,,
2540,,,,16.45,,
2541,15.98,,,,,
2542,,,,19.73,,
2543,,,,,,7.06
2544,,,2.31,,,
2545,54.33,,,,,
2546,45.28,,,,,
2547,,,,30.52,,
2548,29.59,,,,,
2549,,,2.01,,,
2550,,,1.92,,,
2551,20.38,,,,,
2552,,,,20.02,,
2553,,,1.88,,,
2554,,,,22.46,,
2555,,,,,36.14,
2556,,,2.03,,,
2557,27.55,,,,,
2558,,4.85,,,,
2559,,,,,,11.05
2560,,,,22.7,,
2561,22.06,,,,,
2562,,,,18.39,,
2563,,,,,23.16,
2564,,,2.02,,,
2565,,,,,28.87,
2566,,,,,,6.48
2567,,,2.02,,,
2568,,,1.85,,,
2569,,4.15,,,,
2570,,,1.82,,,
2571,,4.79,,,,
2572,8.18,,,,,
2573,,,1.84,,,
2574,,,,,,5.67
2575,,,,18.98,,
2576,,,,17.97,,
2577,,,,18.83,,
2578,,,,,,6.84
2579,,,,23.1,,
2580,20.24,,,,,
2581,22.29,,,,,
2582,,,2.14,,,
2583,,,,34.19,,
2584,,,2.12,,,
2585,28.76,,,,,
2586,,,,,,5.02
2587,,,,,26.67,
2588,15.42,,,,,
2589,,4.76,,,,
2590,42.16,,,,,
2591,34.05,,,,,
2592,33.08,,,,,
2593,39.9,,,,,
2594,,,2.24,,,
2595,,,,,24.42,
2596,,,,38.44,,
2597,,,2.46,,,
2598,,,,,,5.29
2599,,,2.34,,,
2600,25.42,,,,,
2601,,,,,70.31,
2602,30.07,,,,,
2603,23.71,,,,,
2604,,,,,126.79,
2605,,4.65,,,,
2606,,,,,,4.62
2607,,,1.61,,,
2608,,3.61,,,,
2609,,,,,58.04,
2610,,,,,,29.99
2611,,,1.83,,,
2612,,3.97,,,,
2613,,3.73,,,,
2614,,,,,,7.46
2615,,,,,29.05,
2616,,,,,,7.58
2617,,,,65.46,,
2618,,,,,52.92,
2619,,7.32,,,,
2620,44.78,,,,,
2621,,,2.32,,,
2622,,5.33,,,,
2623,,4.92,,,,
2624,,,,,37.76,
2625,,,,,189.28,
2626,64.91,,,,,
2627,,,2.24,,,
2628,,,,,,8.76
2629,,,,,,7.12
2630,50.14,,,,,
2631,,,,,,9.73
2632,,,,,,6.44
2633,,,2.34,,,
2634,,,,,,6.63
2635,,,,,,7.03
2636,,,,,46.98,
2637,,,,,43.08,
2638,,4.9,,,,
2639,,,,,,5.13
2640,,5.04,,,,
2641,22.51,,,,,
2642,,,2.87,,,
2643,,4.91,,,,
2644,,,3.15,,,
2645,,,,,33.55,
2646,,5.0,,,,
2647,,4.76,,,,
2648,,,,,,36.24
2649,,,,56.24,,
2650,,,,40.72,,
2651,,13.09,,,,
2652,,,,,43.91,
2653,,,,,50.33,
2654,,,,,61.55,
2655,,10.89,,,,
2656,,,2.8,,,
2657,43.71,,,,,
2658,,,,,62.97,
2659,22.81,,,,,
2660,,,,87.4,,
2661,,,3.13,,,
2662,,4.96,,,,
2663,,,,,,10.22
2664,,4.9,,,,
2665,,,,,,7.16
2666,,,,,33.31,
2667,,,,,51.16,
2668,,4.51,,,,
2669,,,,,,37.6
2670,,,,84.24,,
2671,,,,,,14.54
2672,,,,44.8,,
2673,,11.3,,,,
2674,39.73,,,,,
2675,,,2.65,,,
2676,42.62,,,,,
2677,38.59,,,,,
2678,,,,,43.36,
2679,,,,,115.42,
2680,,,,,163.94,
2681,,,2.3,,,
2682,,7.32,,,,
2683,,,,69.37,,
2684,36.79,,,,,
2685,,,1.98,,,
2686,,,,,39.1,
2687,,6.26,,,,
2688,,,,71.49,,
2689,,,2.27,,,
2690,,,,,161.17,
2691,95.37,,,,,
2692,,,,,107.85,
2693,,,,,,13.89
2694,,,2.1,,,
2695,,,,31.38,,
2696,,,,26.85,,
2697,,,,27.5,,
2698,35.91,,,,,
2699,,,,,,4.35
2700,,7.25,,,,
2701,17.87,,,,,
2702,,,,116.32,,
2703,,,2.44,,,
2704,,,,90.38,,
2705,,,,89.24,,
2706,,,,,,11.7
2707,,,,74.04,,
2708,,,,,41.98,
2709,,,,,,5.57
2710,,,,,,5.85
2711,,,,,38.23,
2712,,,,,60.87,
2713,,,,,86.26,
2714,39.74,,,,,
2715,,,,34.87,,
2716,79.33,,,,,
2717,66.8,,,,,
2718,,,,23.11,,
2719,,,1.96,,,
2720,,,2.1,,,
2721,,,,,,7.64
2722,,,,,41.79,
2723,,,,,,6.71
2724,,4.57,,,,
2725,,,,53.11,,
2726,12.35,4.36,2.54,117.67,123.52,5.85
2727,,,3.03,,,
2728,,3.66,,,,
2729,,3.46,,,,
2730,,,,,,9.02
2731,,,,41.73,,
2732,,4.28,,,,
2733,,,,,,5.69
2734,14.56,,,,,
2735,,,2.13,,,
2736,,,,36.89,,
2737,,,,,57.71,
2738,,,2.17,,,
2739,,,,20.73,,
2740,,,,,39.55,
2741,,,,,30.44,
2742,,,,,24.01,
2743,,,,,,9.14
2744,32.01,,,,,
2745,,,3.1,,,
2746,,,,,26.13,
2747,,,,,,5.27
2748,,,,16.11,,
2749,,,2.09,,,
2750,,,,,26.88,
2751,,4.9,,,,
2752,,,,,,5.65
2753,,,,,,4.89
2754,7.82,,,,,
2755,,,2.18,,,
2756,5.1,,,,,
2757,,5.22,,,,
2758,,,,,,8.49
2759,12.31,,,,,
2760,,,,,98.98,
2761,,,,,,13.81
2762,88.29,,,,,
2763,,,,,,8.35
2764,74.78,,,,,
2765,,,,,,11.98
2766,,,,,43.21,
2767,,,,,,6.95
2768,35.33,,,,,
2769,,4.18,,,,
2770,,,3.12,,,
2771,,,,46.72,,
2772,,,,,64.65,
2773,11.77,,,,,
2774,,,,33.92,,
2775,,,3.47,,,
2776,,,,,,5.19
2777,,,,33.19,,
2778,,4.97,,,,
2779,,,,,,6.46
2780,,,,,,5.65
2781,,,,,,6.84
2782,,,5.13,,,
2783,,,,,110.56,
2784,,,7.26,,,
2785,,,6.7,,,
2786,,,,,,27.81
2787,,8.48,,,,
2788,,,4.8,,,
2789,,,,,24.96,
2790,39.41,,,,,
2791,,,,,,6.97
2792,,,,,,7.76
2793,21.95,,,,,
2794,,,,36.26,,
2795,15.88,,,,,
2796,,,,,102.14,
2797,,,,,,10.82
2798,,,3.21,,,
2799,,3.78,,,,
2800,,,,,71.71,
2801,,,,49.8,,
2802,21.14,,,,,
2803,,,,37.09,,
2804,,,5.25,,,
2805,,4.84,,,,
2806,15.06,,,,,
2807,,,,,,12.11
2808,,4.23,,,,
2809,,,4.88,,,
2810,,,,81.82,,
2811,,,,,68.92,
2812,,5.79,,,,
2813,,,,,,9.44
2814,,,,,36.25,
2815,,,4.02,,,
2816,,,,,,9.88
2817,28.47,,,,,
2818,,8.96,,,,
2819,19.49,,,,,
2820,13.92,,,,,
2821,,,,,42.06,
2822,,,,44.45,,
2823,,,,,76.65,
2824,,3.87,,,,
2825,,,,57.74,,
2826,,,,,,5.84
2827,,,,,58.25,
2828,,4.97,,,,
2829,,,,,34.11,
2830,,5.09,,,,
2831,,,,55.9,,
2832,,,,67.74,,
2833,,5.56,,,,
2834,,,,58.64,,
2835,,,,,,17.11
2836,,,,,68.98,
2837,,13.24,,,,
2838,53.89,,,,,
2839,,,3.53,,,
2840,,,,24.48,,
2841,,,,16.86,,
2842,,,,,,6.84
2843,,5.68,,,,
2844,22.25,,,,,
2845,15.58,5.05,3.77,48.51,54.46,5.95
2846,11.01,,,,,
2847,9.9,,,,,
2848,,,,61.19,,
2849,,,,,,7.68
2850,,5.16,,,,
2851,11.56,,,,,
2852,,,,,36.98,
2853,,,3.91,,,
2854,,,,,51.95,
2855,,5.17,,,,
2856,,,,34.08,,
2857,,,,27.79,,
2858,,,,,31.85,
2859,,,2.94,,,
2860,,,,,,10.57
2861,,,,,,13.44
2862,,,,,,5.97
2863,,6.22,,,,
2864,,,,,48.81,
2865,,,,43.29,,
2866,8.41,,,,,
2867,,,,,30.86,
2868,,,2.5,,,
2869,5.61,,,,,
2870,6.42,,,,,
2871,6.25,,,,,
2872,,,3.31,,,
2873,43.36,,,,,
2874,,4.99,,,,
2875,26.73,,,,,
2876,22.78,,,,,
2877,,,,,69.34,
2878,,,,,79.67,
2879,,,,,38.0,
2880,77.24,,,,,
2881,,,,,50.01,
2882,38.71,,,,,
2883,,,,,,9.16
2884,,,2.98,,,
2885,,,2.99,,,
2886,,,,30.16,,
2887,,,,39.31,,
2888,,,,,,6.15
2889,,,,58.96,,
2890,,,2.61,,,
2891,5.74,,,,,
2892,,,,,,17.54
2893,18.2,,,,,
2894,,4.64,,,,
2895,,,,,48.06,
2896,,,,,42.03,
2897,24.05,,,,,
2898,28.67,,,,,
2899,,,2.67,,,
2900,,,,,,14.93
2901,,,,,33.45,
2902,42.2,,,,,
2903,,,2.67,,,
2904,,,,28.74,,
2905,,,,19.94,,
2906,13.03,,,,,
2907,,5.62,,,,
2908,,,,,,6.42
2909,,4.32,,,,
2910,4.51,,,,,
2911,,4.98,,,,
2912,,,2.58,,,
2913,,,,49.71,,
2914,,,,32.05,,
2915,,,2.67,,,
2916,15.54,,,,,
2917,11.18,,,,,
2918,,,,66.59,,
2919,,,2.74,,,
2920,,5.11,,,,
2921,,,3.73,,,
2922,,,,15.8,,
2923,,,,,,8.62
2924,77.17,,,,,
2925,,,,,,6.06
2926,,,,,,7.91
2927,,,,27.66,,
2928,,,,,40.97,
2929,,20.46,,,,
2930,,,,,,13.29
2931,,15.99,,,,
2932,,,,,,18.04
2933,,8.75,,,,
2934,,,3.03,,,
2935,,,,,25.86,
2936,,,3.14,,,
2937,35.37,,,,,
2938,26.3,,,,,
2939,28.06,,,,,
2940,38.71,,,,,
2941,,,,38.68,,
2942,,,,,43.46,
2943,,,,,,15.74
2944,,,,34.24,,
2945,,,,20.78,,
2946,,,5.68,,,
2947,,6.09,,,,
2948,,,,19.19,,
2949,,,,,,5.0
2950,,,,,,6.77
2951,,,,18.97,,
2952,,,3.23,,,
2953,20.1,,,,,
2954,,,,,,5.53
2955,,,,,26.47,
2956,,,3.14,,,
2957,,,,,,4.34
2958,,,,,21.56,
2959,,,,15.87,,
2960,,,,,22.48,
2961,,6.44,,,,
2962,,,,,,7.59
2963,,,,24.59,,
2964,,,,,,8.05
2965,,,,,,6.54
2966,,,,13.74,,
2967,,,,,,10.95
2968,,,,17.02,,
2969,,,,20.22,,
2970,,,3.43,,,
2971,31.51,,,,,
2972,22.09,,,,,
2973,,9.48,,,,
2974,,7.54,,,,
2975,,,,19.05,,
2976,,,,,,5.13
2977,,,,,,5.51
2978,,,,17.35,,
2979,,,,,,4.82
2980,,,,,,5.35
2981,,5.81,,,,
2982,,,,13.35,,
2983,,,,,14.58,
2984,6.08,,,,,
2985,,,,17.26,,
2986,,,,,24.81,
2987,,,,,29.07,
2988,,,3.04,,,
2989,,,,32.36,,
2990,,,2.89,,,
2991,,,3.0,,,
2992,,4.59,,,,
2993,,,3.25,,,
2994,,,,151.92,,
2995,15.14,,,,,
2996,,,,132.33,,
2997,,,,112.85,,
2998,,6.02,,,,
2999,,,,,,17.97
3000,14.7,,,,,
3001,,,,,25.51,
3002,,,,,,10.12
3003,18.17,,,,,
3004,,,2.55,,,
3005,,,2.52,,,
3006,,4.65,,,,
3007,,,2.61,,,
3008,,,2.56,,,
3009,,,,,64.79,
3010,,,,37.47,,
3011,15.69,,,,,
3012,,,,,,7.8
3013,,5.53,,,,
3014,,5.38,,,,
3015,22.74,,,,,
3016,,,,,78.13,
3017,,,2.7,,,
3018,,,2.73,,,
3019,,,2.84,,,
3020,,9.45,,,,
3021,,8.0,,,,
3022,26.46,,,,,
3023,32.61,,,,,
3024,,,3.04,,,
3025,,,,,93.26,
3026,,,,,145.8,
3027,,,,,,74.56
3028,,,3.01,,,
3029,,6.46,,,,
3030,,,,,,12.56
3031,,,,28.37,,
3032,,,,,36.23,
3033,19.72,,,,,
3034,,,2.91,,,
3035,,,,,,8.78
3036,20.07,,,,,
3037,21.07,,,,,
3038,,5.68,,,,
3039,34.12,,,,,
3040,,,2.96,,,
3041,,5.57,,,,
3042,,,,25.58,,
3043,,4.26,,,,
3044,,3.92,,,,
3045,,4.11,,,,
3046,,4.64,,,,
3047,8.0,,,,,
3048,,,,,34.25,
3049,,,,22.71,,
3050,,,,,,6.33
3051,4.29,,,,,
3052,,3.87,,,,
3053,,,,69.88,,
3054,,,,,70.69,
3055,,7.87,,,,
3056,,,,,43.61,
3057,,,2.55,,,
3058,,8.01,,,,
3059,,,,27.41,,
3060,,,,,38.23,
3061,,,,35.56,,
3062,,,,,39.77,
3063,,6.06,,,,
3064,,5.43,,,,
3065,,,2.6,,,
3066,,,2.62,,,
3067,,,,,28.12,
3068,,,,,23.61,
3069,,,2.82,,,
3070,,,,,,4.35
3071,,,,,,4.22
3072,20.71,,,,,
3073,,4.18,,,,
3074,,,,,,5.45
3075,,,3.02,,,
3076,,,,,59.66,
3077,25.1,,,,,
3078,,,,,52.32,
3079,40.62,,,,,
3080,39.64,,,,,
3081,,,,,,8.47
3082,47.96,,,,,
3083,,,,,,18.28
3084,,,,,,15.33
3085,,,,,,8.95
3086,,,,,,10.72
3087,,7.03,,,,
3088,,,,,,20.91
3089,,,,,,11.55
3090,,,,69.79,,
3091,,,3.07,,,
3092,,,,,40.77,
3093,,,,,32.76,
3094,,5.31,,,,
3095,13.97,,,,,
3096,,,,18.44,,
3097,8.91,,,,,
3098,,,2.77,,,
3099,,,,57.9,,
3100,,,,,52.79,
3101,,,,45.21,,
3102,,,,45.99,,
3103,,,,29.36,,
3104,,,,,,11.5
3105,,8.08,,,,
3106,,,,,,12.74
3107,,,2.92,,,
3108,,7.19,,,,
3109,,,,,,10.23
3110,13.63,,,,,
3111,,4.49,,,,
3112,,4.05,,,,
3113,5.01,,,,,
3114,,,,21.55,,
3115,,3.36,,,,
3116,,,,,,4.83
3117,,,,,,4.72
3118,,,,,41.9,
3119,,,3.19,,,
3120,,,,20.98,,
3121,52.12,,,,,
3122,,,3.09,,,
3123,,4.91,,,,
3124,,,3.08,,,
3125,,,,,31.93,
3126,12.89,,,,,
3127,,,,,70.6,
3128,6.71,,,,,
3129,,,,,98.22,
3130,,,,,,14.37
3131,,,,,39.17,
3132,,,,20.53,,
3133,17.15,,,,,
3134,12.16,,,,,
3135,,,3.3,,,
3136,,,,22.68,,
3137,,,,,,6.08
3138,,,,,39.29,
3139,,,,,,16.8
3140,,,,,134.88,
3141,,,,,,35.67
3142,,5.01,,,,
3143,,,,,70.89,
3144,,,,,,14.5
3145,,,,,38.08,
3146,,,3.47,,,
3147,,,,,52.8,
3148,35.31,,,,,
3149,,,,,,15.0
3150,,,,,54.82,
3151,,,3.4,,,
3152,,,,135.23,,
3153,6.65,,,,,
3154,,,,,131.6,
3155,,,,89.48,,
3156,15.08,,,,,
3157,,,4.67,,,
3158,,,,,119.12,
3159,,,,,,18.8
3160,,,4.19,,,
3161,,,,,86.14,
3162,,,,,,15.1
3163,,,,,,41.52
3164,,,,,174.87,
3165,,,,89.7,,
3166,,3.44,,,,
3167,113.26,4.12,4.82,111.96,151.74,39.78
3168,,,,,,25.2
3169,88.27,,,,,
3170,77.48,6.32,5.04,34.35,48.35,14.0
3171,,,4.77,,,
3172,,,,,,14.63
3173,,5.53,,,,
3174,22.15,,,,,
3175,,,,,,54.27
3176,,,,,,91.87
3177,25.14,,,,,
3178,,,,,,21.47
3179,,,,,,8.9
3180,34.21,,,,,
3181,,3.73,,,,
3182,27.44,,,,,
3183,,,,,,6.14
3184,,,,,,7.35
3185,14.03,,,,,
3186,,3.86,,,,
3187,,,,,,32.75
3188,,,,,,56.51
3189,,,5.57,,,
3190,,5.2,,,,
3191,,5.36,,,,
3192,,,,91.87,,
3193,85.66,11.89,5.22,74.52,90.38,15.86
3194,79.01,,,,,
3195,53.18,,,,,
3196,,,,,,9.26
3197,,,,,51.19,
3198,,7.02,,,,
3199,,,5.78,,,
3200,,,,,154.99,
3201,8.02,,,,,
3202,,,5.36,,,
3203,,3.75,,,,
3204,,,5.21,,,
3205,,,,133.77,,
3206,,,,123.29,,
3207,,,,,112.04,
3208,44.35,,,,,
3209,,,,,,8.38
3210,,,4.27,,,
3211,,,,,,22.12
3212,,,,,202.47,
3213,,,,,223.54,
3214,,12.59,,,,
3215,,20.46,,,,
3216,,,,,107.08,
3217,,14.45,,,,
3218,,,,,58.1,
3219,,12.62,,,,
3220,,,,,61.45,
3221,,,,60.46,,
3222,,7.04,,,,
3223,,,5.53,,,
3224,,,,,190.1,
3225,,,,109.42,,
3226,,,,,,17.82
3227,,,,,132.39,
3228,,,,65.44,,
3229,,,,68.64,,
3230,22.58,,,,,
3231,,,,,,5.29
3232,,,,,56.13,
3233,,,,,,13.19
3234,,,,77.06,,
3235,,,,94.15,,
3236,49.22,,,,,
3237,,,,,,54.33
3238,,,,156.47,,
3239,,,4.74,,,
3240,,,,69.82,,
3241,,,,42.02,,
3242,,,,,,9.16
3243,53.63,,,,,
3244,,,,23.35,,
3245,,,,,104.19,
3246,,,,,166.99,
3247,,,,,,9.44
3248,,,,,33.69,
3249,,5.0,,,,
3250,,,,,,16.05
3251,,,,48.37,,
3252,,,,,101.57,
3253,,,5.31,,,
3254,,,5.02,,,
3255,,,,,51.85,
3256,,,4.31,,,
3257,,,,40.84,,
3258,18.32,,,,,
3259,14.38,,,,,
3260,41.85,,,,,
3261,,,,,107.93,
3262,,,,94.57,,
3263,,5.56,,,,
3264,,,,,72.79,
3265,,13.76,,,,
3266,,,,34.32,,
3267,,14.13,,,,
3268,34.98,,,,,
3269,,10.1,,,,
3270,,,,,113.3,
3271,,,,145.07,,
3272,,,,89.76,,
3273,,,,,127.22,
3274,,5.95,,,,
3275,,,,,,6.58
3276,,,,96.6,,
3277,,6.27,,,,
3278,,,,,,8.31
3279,,,,,50.1,
3280,,,,,47.83,
3281,,,3.93,,,
3282,,,,,,76.32
3283,,,,108.17,,
3284,,,,,,28.21
3285,,,,,82.0,
3286,,,,58.39,,
3287,,,,,,14.96
3288,78.78,,,,,
3289,,,4.7,,,
3290,,,,,73.9,
3291,,,4.57,,,
3292,32.3,,,,,
3293,,,,,,37.4
3294,,,,173.77,,
3295,,,,,215.29,
3296,,,,,117.92,
3297,,,,,199.19,
3298,,,,,,39.47
3299,40.73,,,,,
3300,,,,77.93,,
3301,,,4.5,,,
3302,27.21,,,,,
3303,,3.96,,,,
3304,,,,,54.46,
3305,,,,62.53,,
3306,,,,,194.44,
3307,,,,95.91,,
3308,,,,,,35.46
3309,,,,,89.1,
3310,,,3.26,,,
3311,,6.65,,,,
3312,,4.62,,,,
3313,,,,76.75,,
3314,,3.79,,,,
3315,,3.56,,,,
3316,,,,107.93,,
3317,11.35,,,,,
3318,,,,,138.26,
3319,,,,,92.32,
3320,29.89,,,,,
3321,32.86,,,,,
3322,,3.51,,,,
3323,,,3.71,,,
3324,,,,,68.47,
3325,26.24,,,,,
3326,,3.49,,,,
3327,,,3.77,,,
3328,,,,126.72,,
3329,118.71,,,,,
3330,,,,42.33,,
3331,,,,,,13.07
3332,,,,42.85,,
3333,,,,,55.66,
3334,,,,42.45,,
3335,,,4.08,,,
3336,,,4.25,,,
3337,24.68,8.4,4.32,147.32,168.25,20.93
3338,,,,260.29,,
3339,21.99,,,,,
3340,72.9,,,,,
3341,,,,,,6.22
3342,,,,,30.99,
3343,,4.69,,,,
3344,,,3.64,,,
3345,,5.42,,,,
3346,,,,,,5.46
3347,25.65,,,,,
3348,,,3.61,,,
3349,,,,63.69,,
3350,,,3.77,,,
3351,,,,,,57.63
3352,,,,75.44,,
3353,,,3.44,,,
3354,,,,66.49,,
3355,112.49,,,,,
3356,,,,65.15,,
3357,,,4.36,,,
3358,,,,33.67,,
3359,24.35,,,,,
3360,,,,,,9.71
3361,,6.08,,,,
3362,,,,,,26.22
3363,,,3.27,,,
3364,,,,,,11.53
3365,,,3.26,,,
3366,,,3.24,,,
3367,,,,24.51,,
3368,,,,18.57,,
3369,,,,,,9.07
3370,11.65,,,,,
3371,,5.47,,,,
3372,,,,85.98,,
3373,,,,,,35.03
3374,65.33,,,,,
3375,,,,,71.91,
3376,54.62,,,,,
3377,,,3.27,,,
3378,,,,,44.06,
3379,,10.96,,,,
3380,,9.77,,,,
3381,16.84,,,,,
3382,,,,,107.02,
3383,,5.68,,,,
3384,,,,,63.89,
3385,,,,53.61,,
3386,,,,,45.83,
3387,,4.08,,,,
3388,,,3.56,,,
3389,,,,,38.32,
3390,,,,,56.05,
3391,,3.8,,,,
3392,,,3.66,,,
3393,,,,,,19.38
3394,,,,,49.44,
3395,42.47,,,,,
3396,,,,28.71,,
3397,,5.01,,,,
3398,,,,39.72,,
3399,,,,39.53,,
3400,21.14,,,,,
3401,,,,,37.51,
3402,,,,,56.59,
3403,,,,,,10.2
3404,,,,,73.01,
3405,,,,,127.3,
3406,15.63,,,,,
3407,,,,,,12.11
3408,11.11,,,,,
3409,,,,,,10.75
3410,,,,,,13.91
3411,,,,,,25.81
3412,,,,,,15.38
3413,,,,68.5,,
3414,34.92,,,,,
3415,,,,41.48,,
3416,17.59,,,,,
3417,,7.5,,,,
3418,,,,57.11,,
3419,,5.21,,,,
3420,,,,,99.62,
3421,,,,,,30.98
3422,,,,72.08,,
3423,18.05,,,,,
3424,,,,24.24,,
3425,,,,28.89,,
3426,14.94,,,,,
3427,,,,,,8.59
3428,,,,,23.25,
3429,,,,,26.69,
3430,9.28,,,,,
3431,,3.66,,,,
3432,,3.46,,,,
3433,,,,,,7.24
3434,,,,13.41,,
3435,,,,12.9,,
3436,,,3.02,,,
3437,,,,,23.81,
3438,11.36,,,,,
3439,,,,,24.3,
3440,,,,,32.48,
3441,,,3.05,,,
3442,8.33,,,,,
3443,,3.48,,,,
3444,,3.34,,,,
3445,,,,,38.71,
3446,7.94,,,,,
3447,,3.17,,,,
3448,,,,17.21,,
3449,,,,,,4.64
3450,7.42,,,,,
3451,,,,13.77,,
3452,,,2.75,,,
3453,,,,,41.37,
3454,7.59,,,,,
3455,,,3.01,,,
3456,,,3.07,,,
3457,,4.58,,,,
3458,,,2.95,,,
3459,,,,15.81,,
3460,,,,,60.15,
3461,,,,,,19.16
3462,,,3.77,,,
3463,,,,,65.25,
3464,,,,62.17,,
3465,,6.47,,,,
3466,,,3.69,,,
3467,,,,,232.83,
3468,,,3.75,,,
3469,,,,,,92.92
3470,,,,,234.43,
3471,,3.81,,,,
3472,37.88,,,,,
3473,,,,,119.3,
3474,,3.56,,,,
3475,,,,70.36,,
3476,,,3.02,,,
3477,,,,,,27.14
3478,,,,,,58.13
3479,,,3.56,,,
3480,,,4.63,,,
3481,,,,,,38.89
3482,,7.83,,,,
3483,,,,52.88,,
3484,85.43,,,,,
3485,,,,,,9.94
3486,29.32,,,,,
3487,,,,,117.77,
3488,,,5.19,,,
3489,,,,,,22.62
3490,,,,,,14.34
3491,,,,,121.52,
3492,,,,65.05,,
3493,,,,,46.95,
3494,,,4.68,,,
3495,,,,,,6.08
3496,10.49,,,,,
3497,8.43,,,,,
3498,,,3.48,,,
3499,,4.9,,,,
3500,,,,,66.7,
3501,3.77,,,,,
3502,,,3.62,,,
3503,,,,80.11,,
3504,101.69,,,,,
3505,,,,58.95,,
3506,,4.35,,,,
3507,,,,,65.69,
3508,,,3.85,,,
3509,,3.63,,,,
3510,19.06,,,,,
3511,14.49,,,,,
3512,10.14,,,,,
3513,28.97,,,,,
3514,,,3.99,,,
