,S2_PM10,S2_PM25,S2_SO2,S2_CO,S2_03,OUT
2776,27.7,14.54,13.53,844.68,21.07,1
2777,23.2,11.14,14.36,791.09,17.27,1
2778,23.3,11.22,13.74,741.1,25.4,2
2779,25.5,18.46,13.84,618.29,32.92,2
2780,20.2,16.98,13.33,556.4,32.83,2
2781,26.4,13.2,13.14,546.51,32.47,2
2782,25.4,12.05,13.12,636.84,14.83,2
2783,26.3,23.67,13.34,825.78,11.26,2
2784,37.4,22.24,13.61,1014.3,20.76,2
2785,36.0,17.23,13.83,996.71,26.55,2
2786,41.5,12.78,13.46,859.3,36.46,3
2787,53.1,11.02,13.09,754.05,41.1,2
2788,41.7,10.08,13.61,732.53,39.76,2
2789,42.2,8.14,13.3,729.68,44.38,2
2790,38.6,6.83,12.75,745.04,41.72,2
2791,35.7,5.92,12.59,737.73,41.13,2
2792,39.3,6.28,12.81,752.23,35.37,2
2793,33.9,5.58,12.8,846.7,32.07,2
2794,28.7,5.11,12.41,761.64,33.11,1
2795,23.2,4.76,11.69,810.01,21.06,1
2796,23.2,3.64,11.54,986.83,8.03,2
2797,28.7,11.43,12.54,1181.83,1.29,2
2798,41.1,15.63,13.58,1400.55,0.82,2
2799,41.1,26.17,14.56,1152.2,12.07,2
2800,43.9,27.68,13.69,974.43,24.2,2
2801,34.1,27.5,13.17,874.64,27.35,2
2802,33.9,25.26,13.14,837.56,16.98,2
2803,31.3,21.32,13.4,793.72,26.08,2
2804,27.8,26.69,13.08,687.44,25.19,2
2805,21.7,22.45,13.09,640.65,30.41,2
2806,23.5,18.4,13.2,696.48,19.19,2
2807,25.8,25.05,13.36,883.54,13.8,2
2808,32.7,22.16,13.58,1064.14,13.69,2
2809,37.2,16.96,13.64,1020.14,24.44,2
2810,39.6,13.46,13.24,837.6,38.59,2
2811,37.6,10.93,13.31,744.16,44.07,2
2812,36.5,11.44,13.82,753.7,46.36,2
2813,37.4,9.47,13.95,782.04,50.2,2
2814,33.5,8.64,13.2,823.46,45.12,2
2815,28.9,14.67,13.3,825.1,44.79,2
2816,29.5,12.32,13.04,795.01,42.05,2
2817,27.3,9.09,12.8,872.09,34.11,2
2818,27.3,8.5,11.98,859.25,29.06,2
2819,34.7,7.72,11.33,868.32,21.3,2
2820,34.9,5.71,11.37,995.67,10.94,2
2821,28.3,7.21,12.46,1254.05,2.84,2
2822,40.3,17.66,12.81,1111.39,20.61,2
2823,33.7,24.67,13.32,1189.12,8.44,2
2824,31.8,20.69,13.99,1008.72,21.05,2
2825,37.4,19.65,13.39,890.9,24.07,2
2826,33.4,17.1,13.33,798.56,29.02,2
2827,35.9,12.86,13.14,705.6,36.2,2
2828,39.0,11.1,12.95,697.78,27.21,2
2829,40.0,10.22,12.99,758.24,18.05,2
2830,36.1,14.96,12.98,812.66,4.58,2
2831,46.6,12.45,12.98,996.86,3.56,3
2832,55.9,13.74,13.43,997.93,14.3,3
2833,51.7,11.85,13.86,1068.29,18.83,3
2834,50.6,10.59,13.99,946.93,34.68,3
2835,51.7,8.91,14.16,936.45,37.64,3
2836,54.6,7.63,14.26,907.86,38.96,2
2837,48.4,7.86,13.85,941.89,44.95,2
2838,38.2,6.61,13.92,1027.3,53.08,2
2839,41.7,11.07,13.85,1168.76,47.96,2
2840,48.4,9.66,13.94,1174.35,41.8,3
2841,51.0,8.19,13.74,1285.13,31.52,3
2842,51.3,7.48,13.26,1413.85,20.01,2
2843,44.0,5.77,12.82,1769.36,8.61,3
2844,53.4,9.35,12.49,1437.24,15.49,2
2845,37.4,8.43,14.07,1287.13,28.14,2
2846,35.5,7.8,14.9,1310.94,21.47,2
2847,29.2,10.8,13.74,1182.35,19.04,2
2848,39.1,28.79,13.43,1077.07,24.85,3
2849,29.0,32.06,12.93,941.52,23.81,2
2850,28.6,29.45,13.13,867.42,30.25,2
2851,34.6,22.84,12.73,772.61,35.54,2
2852,25.7,18.16,12.68,760.08,33.0,2
2853,22.8,15.04,12.72,763.15,31.4,1
2854,24.0,11.13,12.76,745.41,24.0,2
2855,25.5,9.41,13.14,979.09,15.37,3
2856,51.5,4.45,13.32,982.44,33.84,3
2857,50.7,3.99,13.59,932.43,40.83,2
2858,34.8,4.07,13.65,923.19,46.01,2
2859,35.3,4.66,13.16,929.43,51.29,2
2860,36.2,4.18,12.82,1000.55,43.64,2
2861,28.2,3.72,13.04,1043.99,36.3,2
2862,27.3,5.1,12.7,1145.67,28.24,2
2863,26.1,11.98,12.25,1122.09,23.62,2
2864,28.4,11.59,12.42,1028.2,25.03,1
2865,24.6,8.43,12.29,986.68,28.16,1
2866,20.0,6.81,12.33,978.34,27.1,1
2867,22.9,12.38,13.34,1099.3,19.7,2
2868,27.3,14.11,14.0,1041.11,22.92,2
2869,29.8,13.11,14.61,1070.5,22.63,1
2870,24.1,11.79,13.66,1067.76,19.92,1
2871,20.1,10.08,12.97,959.61,27.7,1
2872,20.4,14.28,12.89,872.96,30.08,1
2873,23.6,12.69,12.73,847.69,32.38,1
2874,21.3,11.26,12.68,807.97,31.0,1
2875,16.6,9.31,12.67,767.69,32.15,1
2876,19.3,7.83,12.96,929.56,21.56,1
2877,17.0,7.76,13.37,972.1,23.8,2
2878,29.0,7.06,13.12,896.96,31.15,1
2879,24.5,7.64,13.11,817.53,32.6,1
2880,22.5,8.29,13.37,859.14,34.88,2
2881,31.5,6.76,13.65,866.36,37.82,2
2882,33.3,6.03,13.25,928.22,45.21,2
2883,33.8,5.57,13.11,1005.6,45.68,2
2884,27.2,4.35,12.8,1018.66,45.43,2
2885,34.3,3.19,12.73,1059.08,32.08,2
2886,26.0,7.36,12.71,1064.92,29.86,2
2887,25.1,6.89,13.18,1075.49,22.02,1
2888,20.4,4.96,13.3,1184.25,8.31,1
2889,24.1,11.74,12.85,1198.44,8.42,1
2890,24.0,11.79,13.57,1391.9,0.07,2
2891,17.5,16.53,13.37,1279.04,8.01,2
2892,20.2,27.02,13.56,1192.39,15.22,2
2893,32.7,24.13,13.21,1087.19,21.98,2
2894,30.6,27.92,13.08,1002.69,25.47,2
2895,32.6,22.12,13.0,937.45,26.11,2
2896,34.5,22.42,12.75,882.82,30.6,2
2897,27.9,17.58,12.57,850.23,29.46,2
2898,27.3,13.81,12.69,880.54,28.03,2
2899,34.5,19.54,13.07,954.72,24.21,2
2900,33.7,15.02,13.29,939.31,28.94,2
2901,25.4,6.17,13.23,957.23,47.16,1
2902,23.3,11.04,12.68,1029.96,43.05,1
2903,23.2,9.94,12.75,1059.3,42.58,1
2904,17.5,9.37,12.51,1045.66,40.78,1
2905,14.5,8.81,12.33,1020.75,36.7,1
2906,18.6,7.17,11.7,1083.38,25.62,1
2907,20.9,6.79,11.74,1269.28,8.52,2
2908,22.0,17.3,12.62,1460.27,0.36,2
2909,25.9,20.13,13.6,1816.19,0.0,2
2910,32.2,16.74,13.55,1683.56,0.22,3
2911,29.4,31.04,13.53,1610.19,2.14,2
2912,32.4,27.7,12.98,1342.7,19.99,2
2913,28.2,27.75,12.95,1204.07,19.46,2
2914,31.4,28.57,12.77,1062.77,30.44,2
2915,30.8,23.99,12.63,982.34,29.07,2
2916,30.6,18.97,12.54,918.04,26.04,1
2917,23.9,14.51,12.46,945.37,21.31,2
2918,30.5,11.58,12.74,1099.15,18.18,2
2919,36.3,8.63,12.82,1206.24,17.5,2
2920,36.3,8.7,13.16,1197.34,22.28,2
2921,36.2,6.45,13.58,1132.16,28.9,2
2922,36.0,4.97,13.7,1092.4,34.94,2
2923,31.4,3.92,13.18,1112.32,34.84,3
2924,62.0,8.79,12.88,1368.09,39.6,3
2925,59.3,7.46,12.22,1274.78,35.87,2
2926,48.9,6.83,12.28,1261.03,42.47,3
2927,51.2,5.35,9.78,1623.2,23.61,2
2928,46.6,4.07,11.04,1753.19,11.14,2
2929,49.1,5.25,11.58,1912.56,4.11,3
2930,52.0,4.82,12.11,2204.16,0.93,3
2931,60.8,19.46,12.15,2317.83,0.11,3
2932,71.8,26.42,13.09,2851.61,0.01,3
2933,76.0,35.62,14.3,1760.13,22.75,3
2934,75.9,42.02,14.49,1514.08,30.78,3
2935,54.5,42.45,14.16,1328.16,32.03,3
2936,52.7,43.72,13.8,1247.9,28.52,3
2937,54.1,35.5,13.67,1241.49,22.53,3
2938,50.9,35.08,13.52,1395.9,6.25,2
2939,46.8,27.56,13.86,1562.33,9.62,3
2940,54.8,19.83,14.45,1684.28,15.14,3
2941,67.2,18.15,14.29,1524.55,29.76,3
2942,68.5,13.75,13.95,1475.35,37.49,3
2943,75.5,10.25,14.31,1417.25,46.52,3
2944,66.9,7.46,14.64,1435.68,45.26,3
2945,59.5,7.54,13.6,1315.02,66.36,1
2946,5.5,1.33,10.33,1127.14,33.33,4
2947,108.9,26.34,11.77,1208.44,24.5,3
2948,79.4,22.87,12.72,1412.99,26.41,2
2949,44.2,24.74,12.5,1426.69,29.61,2
2950,46.2,21.08,12.46,1418.5,32.87,2
2951,25.4,24.28,12.89,1563.29,21.81,3
2952,68.5,23.16,13.17,1543.53,26.52,2
2953,29.2,21.43,13.56,1552.91,27.21,3
2954,55.9,20.69,13.56,1421.89,31.4,2
2955,39.9,22.94,14.07,1403.93,28.89,2
2956,40.5,16.32,14.67,1334.89,36.33,2
2957,45.3,16.44,14.92,1256.98,35.88,2
2958,36.8,12.23,14.58,1210.49,32.78,2
2959,44.2,8.77,14.33,1239.45,27.06,2
2960,42.9,7.23,14.37,1394.17,20.45,3
2961,50.6,18.75,14.68,1406.33,24.07,3
2962,58.5,23.05,14.46,1356.4,30.83,3
2963,58.4,25.07,14.53,1309.25,36.65,3
2964,59.7,23.97,15.05,1311.77,36.78,3
2965,61.7,27.69,15.2,1359.97,35.05,3
2966,73.7,29.38,15.08,1408.14,36.68,3
2967,66.4,23.64,14.57,1448.44,32.32,3
2968,62.5,40.75,14.22,1561.15,32.38,3
2969,60.4,28.93,13.74,1428.26,37.87,3
2970,59.9,23.44,13.48,1440.2,30.84,3
2971,54.3,17.83,13.45,1429.66,25.45,2
2972,47.6,12.95,13.2,1452.07,28.74,2
2973,47.3,15.21,13.5,1497.05,22.0,2
2974,45.1,18.04,13.74,1480.64,23.62,2
2975,42.0,19.46,13.84,1471.02,30.23,2
2976,40.5,17.41,13.8,1420.59,28.53,2
2977,32.6,27.86,13.95,1319.03,35.7,2
2978,36.9,25.53,14.06,1298.15,37.0,2
2979,35.2,19.18,14.34,1205.71,41.7,2
2980,42.8,23.63,14.4,1171.47,35.72,2
2981,36.9,13.98,14.35,1104.11,34.75,2
2982,39.4,11.29,13.96,1101.96,30.31,2
2983,31.0,11.92,14.21,1163.53,25.33,2
2984,36.2,23.22,14.13,1174.04,23.33,2
2985,32.6,16.65,14.19,1151.44,25.85,2
2986,33.2,17.52,13.76,1141.46,27.56,2
2987,31.2,17.36,14.27,1316.17,16.81,2
2988,40.3,24.71,13.89,1345.99,16.76,2
2989,28.3,13.84,14.12,1543.4,11.27,2
2990,45.6,25.24,14.24,1561.13,11.94,2
2991,43.5,12.25,14.12,1744.28,1.93,2
2992,39.7,16.45,13.87,1794.06,3.04,2
2993,32.8,12.13,14.19,1710.01,1.58,2
2994,33.7,9.34,14.1,1726.1,1.44,1
2995,24.2,7.18,14.08,1633.34,1.41,1
2996,24.9,6.31,14.08,1557.67,2.97,1
2997,22.0,6.59,14.13,1466.83,7.55,1
2998,21.3,5.38,14.06,1424.37,7.49,2
2999,28.3,4.3,14.07,1292.01,11.09,2
3000,30.7,9.5,13.79,1159.87,13.6,2
3001,22.4,16.01,13.93,1161.37,14.17,2
3002,19.7,27.71,14.03,1187.63,8.41,2
3003,27.6,27.65,14.25,1318.12,9.39,2
3004,26.4,25.63,14.07,1442.98,14.19,2
3005,26.8,26.98,14.3,1602.78,9.07,2
3006,26.1,18.28,14.6,1863.24,7.11,2
3007,42.7,23.89,14.64,1785.65,10.59,2
3008,33.1,17.1,14.58,1713.27,15.0,2
3009,29.9,12.12,14.73,1588.54,23.8,2
3010,30.8,9.12,14.86,1450.47,31.0,2
3011,34.0,6.38,15.1,1413.53,30.62,2
3012,42.8,4.86,15.43,1617.68,16.96,2
3013,47.5,10.64,15.34,1584.3,16.65,2
3014,37.9,18.83,15.12,1580.34,9.61,2
3015,46.3,26.13,15.2,1743.43,1.83,2
3016,43.8,22.85,14.82,1754.26,0.37,3
3017,52.8,47.76,14.92,1796.36,0.66,3
3018,57.1,34.55,14.85,1728.71,2.57,3
3019,55.0,26.98,14.65,1925.06,0.06,3
3020,56.2,30.5,14.87,1910.96,0.07,3
3021,55.5,37.56,15.07,1763.73,0.05,2
3022,45.2,27.64,14.8,1646.23,0.27,3
3023,46.1,34.96,14.47,1631.64,0.08,3
3024,54.4,42.63,14.33,1470.78,4.38,3
3025,52.5,31.29,14.33,1416.22,7.39,3
3026,50.6,22.08,14.5,1466.83,8.8,3
3027,55.2,16.52,14.43,1548.14,14.85,2
3028,48.5,11.82,14.58,1581.59,17.52,3
3029,50.9,9.37,14.63,1370.56,27.13,3
3030,51.0,6.57,14.73,1280.21,36.17,2
3031,48.0,4.89,15.3,1195.91,37.27,2
3032,44.0,4.13,15.94,1202.94,42.44,2
3033,32.8,2.58,16.08,1124.64,43.61,2
3034,36.5,3.04,15.84,1214.14,42.1,2
3035,31.6,2.28,15.7,1355.74,30.75,2
3036,40.1,3.13,15.62,1597.18,14.6,2
3037,48.6,26.58,15.95,1930.49,0.96,2
3038,48.7,19.47,15.97,2008.46,0.08,2
3039,39.7,6.08,15.48,1497.69,19.08,2
3040,38.3,11.81,15.22,1519.12,12.61,2
3041,42.5,12.86,15.41,1803.43,5.98,3
3042,48.7,31.49,15.42,1547.48,12.93,3
3043,54.2,31.14,15.64,1374.27,19.07,3
3044,52.4,24.81,15.94,1277.76,22.89,2
3045,46.7,18.39,15.61,1162.08,26.12,2
3046,48.2,20.8,15.4,1049.46,27.01,2
3047,43.3,22.44,15.33,982.46,28.94,2
3048,42.2,19.07,15.37,883.21,32.09,2
3049,34.2,14.59,15.32,853.08,30.17,2
3050,31.1,17.38,15.11,855.16,29.53,2
3051,25.1,13.08,14.9,856.79,24.81,2
3052,29.7,10.15,15.13,1232.79,14.5,2
3053,33.5,14.39,15.24,1403.06,15.18,2
3054,41.7,11.12,15.09,1263.95,27.86,2
3055,45.7,8.6,14.9,1112.84,34.97,2
3056,40.0,6.29,15.3,1051.25,41.86,2
3057,33.7,4.46,15.61,1051.44,44.63,2
3058,39.2,3.26,16.21,1062.06,47.94,2
3059,44.3,2.93,16.18,1250.19,40.49,2
3060,40.6,3.2,16.21,1189.48,42.5,2
3061,31.5,3.18,16.16,1185.37,40.82,2
3062,29.7,12.81,15.68,1115.82,34.28,1
3063,22.6,9.9,15.38,1114.04,27.33,1
3064,17.1,12.19,15.6,1089.03,21.45,2
3065,17.3,21.57,15.77,1129.55,24.55,2
3066,22.5,17.8,16.1,1031.19,29.49,2
3067,18.0,20.3,15.86,1013.65,29.67,2
3068,34.9,18.62,15.76,978.52,31.99,2
3069,30.3,21.14,15.52,895.71,36.2,2
3070,24.3,15.11,15.51,813.95,38.14,1
3071,24.5,10.87,15.27,745.49,40.28,2
3072,26.7,8.02,15.15,740.59,35.92,2
3073,27.4,6.61,15.26,737.62,36.86,2
3074,25.9,4.75,15.21,780.34,34.03,2
3075,25.8,4.01,15.32,1036.49,23.13,2
3076,25.4,3.79,15.41,1221.96,22.1,1
3077,23.0,9.28,15.41,1204.6,26.48,2
3078,32.6,7.14,15.44,1068.54,34.47,2
3079,30.3,8.59,15.41,969.01,42.37,2
3080,32.1,6.75,15.76,942.65,46.12,2
3081,29.3,4.91,16.15,914.8,51.43,2
3082,28.2,4.93,16.28,903.19,42.47,2
3083,28.8,4.76,16.55,1024.18,26.49,2
3084,28.4,7.18,16.26,1126.55,27.72,2
3085,25.8,5.71,16.56,1288.77,21.28,2
3086,35.6,14.25,16.17,1501.71,8.41,2
3087,37.0,11.67,16.14,1706.87,4.89,2
3088,38.8,11.6,15.81,1715.3,5.42,3
3089,50.2,14.14,15.98,1904.0,5.51,2
3090,43.7,18.98,15.47,1544.36,10.88,2
3091,43.8,14.62,15.22,1578.81,6.26,2
3092,35.9,11.09,15.26,1318.4,15.32,2
3093,46.1,9.71,15.23,1044.95,27.75,2
3094,44.2,12.01,14.88,905.46,32.49,2
3095,37.3,10.23,14.71,853.06,30.64,2
3096,30.8,18.84,14.48,791.94,30.55,2
3097,32.8,15.22,14.57,760.25,28.85,2
3098,28.7,12.41,14.46,819.47,23.26,2
3099,38.5,13.16,14.58,979.06,20.86,2
3100,39.0,11.67,14.51,941.05,28.55,2
3101,49.5,8.35,15.03,905.46,32.8,2
3102,35.7,6.83,15.06,855.88,39.85,2
3103,39.6,6.16,15.31,828.06,46.54,2
3104,32.0,4.68,15.43,815.96,58.15,2
3105,33.8,3.78,15.64,820.9,57.54,2
3106,33.3,4.99,15.61,859.0,51.31,2
3107,31.2,5.17,15.57,929.99,51.81,2
3108,29.7,4.65,15.36,961.58,46.6,2
3109,25.3,9.6,15.4,925.93,40.94,2
3110,31.7,8.35,15.26,853.42,28.68,2
3111,31.3,6.54,15.76,1006.74,15.29,2
3112,22.7,15.65,16.07,1025.24,18.61,2
3113,28.6,17.53,15.87,1025.3,18.78,1
3114,24.9,13.0,15.62,933.86,21.91,2
3115,35.5,14.51,15.18,853.52,23.18,2
3116,32.2,11.12,15.15,799.11,24.33,2
3117,29.9,9.92,14.95,786.04,26.03,2
3118,47.3,17.78,15.53,1418.56,34.05,2
3119,40.1,2.7,14.94,1577.72,31.56,2
3120,40.2,3.13,15.16,1458.17,39.74,2
3121,34.1,3.85,15.35,1360.73,44.44,2
3122,33.2,3.12,15.26,1328.92,44.4,2
3123,34.2,2.52,15.5,1376.74,41.27,2
3124,27.8,2.31,15.5,1362.14,34.91,2
3125,28.9,4.94,15.45,1346.75,36.11,2
3126,31.0,7.68,16.08,1400.67,25.6,2
3127,29.2,5.59,16.08,1727.48,12.9,1
3128,22.2,6.71,16.05,1719.65,9.0,1
3129,21.3,6.16,15.5,1517.86,20.98,1
3130,20.6,5.64,15.64,1466.12,23.37,2
3131,30.7,4.55,15.29,1371.34,26.57,2
3132,26.8,4.03,14.93,1304.6,29.7,2
3133,25.9,5.12,15.14,1277.7,34.38,1
3134,24.6,10.05,14.91,1222.76,38.38,1
3135,18.3,8.25,14.83,1186.05,39.08,1
3136,22.5,7.24,14.5,1170.16,39.9,1
3137,16.3,6.56,14.71,1152.2,40.22,1
3138,14.7,5.23,14.54,1188.28,34.18,1
3139,21.6,5.57,14.85,1389.41,22.21,1
3140,19.1,5.5,14.95,1581.17,23.1,1
3141,24.7,5.99,15.4,1757.11,23.29,2
3142,27.5,5.96,15.04,1676.36,30.27,2
3143,37.1,4.42,15.08,1546.47,38.47,2
3144,41.5,4.32,15.2,1459.23,41.16,2
3145,42.1,4.86,15.26,1450.96,41.88,2
3146,30.4,4.49,15.52,1407.81,54.11,1
3147,24.1,9.54,15.69,1430.98,55.16,2
3148,28.9,6.99,15.74,1517.06,44.67,2
3149,29.5,6.46,15.77,1578.04,33.02,1
3150,22.0,8.52,15.71,1750.24,17.01,1
3151,16.2,5.97,15.96,1808.57,10.29,1
3152,23.1,4.45,15.93,2011.26,6.06,2
3153,26.3,7.4,15.82,2192.91,5.34,2
3154,30.3,15.47,15.95,2566.14,5.42,2
3155,44.7,12.43,15.45,2204.37,5.78,3
3156,50.9,9.97,15.04,2028.96,5.31,2
3157,48.1,11.44,15.17,2029.0,5.43,2
3158,44.8,9.75,14.84,1904.66,5.25,2
3159,44.8,10.47,14.73,1745.77,5.92,2
3160,37.5,10.54,14.51,1600.27,8.27,2
3161,38.8,9.33,14.39,1511.03,8.01,2
3162,44.3,8.53,14.27,1471.02,7.64,2
3163,42.1,9.77,14.62,1651.4,6.64,2
3164,45.2,7.64,14.91,1903.09,7.59,3
3165,53.2,7.61,15.08,1886.64,14.79,3
3166,50.9,6.08,15.16,1832.82,18.92,3
3167,52.3,5.98,15.2,1753.15,25.3,2
3168,48.2,6.13,15.49,1654.86,36.66,2
3169,40.6,5.1,15.75,1674.23,43.39,2
3170,35.8,4.16,15.73,1706.06,44.62,2
3171,35.7,4.39,15.65,1752.12,44.07,2
3172,32.7,4.43,15.52,1826.02,45.67,2
3173,37.9,5.33,15.67,2217.24,30.22,2
3174,32.6,4.65,15.74,2727.14,8.08,3
3175,53.3,4.91,16.67,3265.56,5.58,3
3176,55.6,11.58,17.15,3470.62,5.87,3
3177,61.2,8.45,17.03,3065.52,6.08,3
3178,66.0,10.25,16.85,2924.72,6.37,3
3179,70.5,7.69,15.87,2668.48,5.42,3
3180,64.2,10.42,15.67,2639.59,5.38,3
3181,67.6,13.71,15.44,2384.04,6.02,3
3182,61.4,10.3,15.4,2135.46,5.88,3
3183,58.6,8.14,15.06,1951.32,6.3,3
3184,50.4,11.79,15.08,1841.85,6.43,2
3185,49.8,8.96,14.75,1682.75,10.36,2
3186,40.7,6.9,14.51,1635.81,7.03,2
3187,45.2,10.01,14.9,1799.72,6.93,2
3188,39.2,11.96,15.01,1946.94,9.06,2
3189,46.8,12.5,16.0,2377.82,8.22,2
3190,49.3,11.03,16.12,2297.12,12.47,3
3191,70.9,17.39,15.91,2122.7,24.71,3
3192,57.4,14.02,16.18,1967.66,32.52,3
3193,56.7,11.56,16.48,1835.87,47.03,2
3194,46.2,8.25,16.1,1904.72,46.0,2
3195,46.7,7.11,15.74,1904.42,47.8,2
3196,46.2,6.13,15.65,1937.05,45.02,2
3197,46.5,6.8,15.63,2208.27,34.88,2
3198,38.5,15.32,15.84,3091.54,12.31,2
3199,45.3,11.07,16.22,3599.9,6.42,3
3200,56.7,8.41,17.57,4327.34,5.68,3
3201,79.1,14.78,17.13,3839.45,5.71,3
3202,80.6,15.29,16.5,3208.44,5.5,3
3203,76.4,10.89,16.04,2954.06,4.99,3
3204,70.6,9.83,16.48,2768.76,5.33,3
3205,73.5,15.19,16.09,2547.98,5.32,3
3206,75.4,11.56,15.39,2290.57,6.57,3
3207,65.8,9.61,15.5,2098.22,5.65,3
3208,54.8,8.29,15.08,1966.18,5.64,3
3209,58.4,9.14,14.81,1859.89,5.63,2
3210,47.6,10.8,14.89,1797.38,6.43,3
3211,52.5,9.62,14.83,1875.96,6.42,3
3212,57.7,9.86,15.05,2083.83,7.5,3
3213,72.5,10.5,16.17,2433.25,14.93,3
3214,77.9,7.99,16.03,2208.1,28.18,3
3215,70.3,11.19,16.28,2201.73,30.86,3
3216,62.7,9.71,16.13,1940.71,56.59,3
3217,57.9,7.92,16.05,1962.13,49.47,3
3218,53.4,7.5,15.64,1971.6,52.61,3
3219,50.7,6.69,15.5,2000.13,43.09,3
3220,51.1,5.7,15.36,2171.59,26.66,3
3221,52.0,4.73,15.54,2707.35,7.74,3
3222,51.4,4.3,15.76,3244.9,5.66,2
3223,46.3,12.38,17.27,4266.27,5.53,3
3224,58.4,15.18,17.41,3814.62,4.84,3
3225,65.8,11.2,16.85,3503.13,5.72,3
3226,74.4,8.45,16.74,3476.82,5.3,3
3227,72.4,6.45,16.41,3405.09,5.38,3
3228,76.9,6.29,16.14,3224.32,5.14,3
3229,77.0,5.83,15.92,3081.41,5.47,3
3230,65.1,5.48,15.79,2757.66,5.28,3
3231,64.6,4.17,15.39,2562.95,5.35,3
3232,61.8,6.25,15.26,2353.86,4.76,3
3233,55.3,4.66,14.7,2379.8,4.89,3
3234,54.4,5.08,14.97,2478.02,5.9,3
3235,61.8,6.14,15.5,2520.23,7.32,3
3236,67.8,10.92,15.95,2491.32,9.63,3
3237,69.5,8.34,15.84,2314.38,18.07,3
3238,66.5,7.88,15.82,2229.7,21.68,3
3239,62.1,6.95,16.09,2124.0,34.05,3
3240,63.2,6.55,16.58,1988.27,51.3,2
3241,49.8,6.42,16.08,2024.65,51.62,2
3242,40.8,11.7,15.8,2036.31,53.48,2
3243,41.5,9.32,15.42,2112.06,48.08,2
3244,42.7,8.35,15.41,2389.0,33.82,2
3245,41.0,13.77,15.26,3206.26,6.74,2
3246,49.0,18.18,15.67,3804.44,5.26,3
3247,57.6,13.28,16.61,4520.15,5.74,3
3248,71.3,16.02,17.35,4458.67,5.68,3
3249,71.8,15.64,17.64,4650.83,5.23,3
3250,77.5,20.89,16.91,4313.15,5.66,3
3251,74.7,16.64,16.63,4100.07,5.47,3
3252,72.4,17.22,16.24,3587.71,5.14,3
3253,72.7,13.57,15.77,3309.91,4.48,3
3254,67.9,14.28,15.45,3073.41,5.32,3
3255,61.2,11.34,15.23,2722.17,4.74,3
3256,68.3,8.98,14.94,2482.68,5.12,3
3257,56.5,6.78,14.84,2324.31,5.65,3
3258,55.2,6.13,14.96,2246.27,7.19,3
3259,60.0,5.7,14.72,2146.48,12.73,3
3260,67.6,5.31,14.89,2196.14,16.78,3
3261,67.7,5.01,15.02,2122.22,25.78,3
3262,56.6,5.6,15.13,2090.66,35.54,2
3263,44.3,7.26,15.51,2038.56,48.2,2
3264,41.9,7.58,15.92,1993.04,60.9,2
3265,36.1,6.67,15.3,2032.96,58.14,2
3266,36.0,6.95,14.84,2027.9,60.93,2
3267,31.5,6.68,14.74,2027.16,57.25,2
3268,34.2,6.54,14.46,2293.55,30.69,2
3269,34.7,14.06,14.38,2716.55,8.25,2
3270,25.6,11.92,15.35,3694.1,5.14,2
3271,36.9,18.62,16.07,3458.77,4.58,3
3272,52.0,12.09,16.88,3957.64,5.06,3
3273,78.5,10.1,16.41,3844.25,4.58,4
3274,90.8,14.83,16.03,3631.0,4.99,3
3275,74.6,11.48,15.62,3527.47,5.12,4
3276,100.5,10.17,15.53,3263.89,5.01,3
3277,86.3,15.84,14.91,2772.69,5.64,3
3278,72.3,11.75,14.94,2505.35,5.61,3
3279,58.9,8.41,14.8,2348.83,5.7,3
3280,55.0,7.65,14.55,2257.34,5.74,3
3281,51.3,6.9,14.7,2354.95,6.36,3
3282,57.3,6.15,15.13,2474.1,7.14,3
3283,66.3,5.9,15.88,2697.42,9.86,3
3284,66.0,4.74,15.71,2681.99,11.62,3
3285,61.6,4.29,15.59,2430.37,22.94,3
3286,55.6,13.18,15.76,2224.82,36.38,3
3287,52.4,11.12,15.52,2162.66,47.64,2
3288,35.2,9.15,14.93,2195.4,51.27,2
3289,28.9,7.94,14.87,2218.85,46.48,2
3290,34.3,6.91,14.69,2285.58,41.6,2
3291,38.3,6.13,14.63,2746.72,19.51,2
3292,39.9,5.6,14.5,2889.26,10.64,2
3293,45.2,8.97,14.23,2719.06,7.72,2
3294,47.2,7.44,15.23,3186.73,4.56,2
3295,40.5,18.98,15.65,2836.12,5.35,2
3296,48.0,13.3,15.95,2762.71,5.14,2
3297,48.9,9.53,16.04,2630.52,7.47,2
3298,35.2,9.36,15.42,2347.94,14.34,2
3299,37.0,7.47,15.23,2233.0,19.25,2
3300,31.6,14.8,14.95,2108.22,25.64,2
3301,31.7,12.59,14.56,1973.94,31.83,2
3302,32.4,24.45,14.55,1883.78,34.73,2
3303,34.2,19.66,14.47,1864.47,31.38,2
3304,37.1,20.91,14.5,1855.38,26.78,2
3305,37.2,15.25,14.53,2050.35,17.17,2
3306,37.1,12.76,14.77,2128.08,19.72,3
3307,53.0,10.13,15.24,2260.01,23.64,2
3308,41.5,9.06,15.38,2234.55,28.75,2
3309,41.7,6.86,15.47,2106.51,37.21,2
3310,46.4,6.51,15.68,2053.59,47.88,2
3311,39.5,5.8,15.53,1988.34,53.0,2
3312,31.4,5.81,14.08,2117.51,20.65,2
3313,27.9,4.07,14.37,2141.44,14.49,2
3314,27.7,3.64,14.82,2377.89,7.27,2
3315,28.6,11.98,15.59,2584.14,4.79,2
3316,34.1,10.43,16.34,2749.37,4.81,2
