,S2_PM10,S2_PM25,S2_SO2,S2_CO,S2_03,OUT
1126,22.2,4.01,11.05,624.07,9.04,2
1127,25.5,7.39,10.71,471.28,19.05,1
1128,20.6,7.31,11.0,498.08,16.24,1
1129,22.0,7.38,10.85,456.42,18.88,1
1130,23.8,5.81,11.11,464.49,16.42,1
1131,22.9,4.76,10.98,519.35,17.15,1
1132,21.1,3.83,10.98,545.24,13.85,1
1133,20.0,2.66,11.03,458.95,16.6,1
1134,22.0,1.86,10.87,375.58,18.92,2
1135,25.6,1.3,10.67,292.88,20.09,1
1136,24.3,0.91,10.62,349.84,17.99,1
1137,20.7,0.64,10.45,288.97,18.86,1
1138,17.3,0.45,10.27,331.33,13.57,1
1139,15.6,0.31,10.02,282.13,16.56,1
1140,13.5,0.22,10.4,366.96,14.03,1
1141,14.4,1.47,10.34,376.51,15.75,1
1142,15.9,2.68,10.19,338.16,16.78,1
1143,13.7,1.88,10.15,270.77,20.21,1
1144,12.2,1.39,10.19,249.66,21.44,1
1145,15.7,1.07,10.04,257.13,17.38,1
1146,16.5,0.75,10.36,284.5,16.36,1
1147,14.5,0.55,10.35,307.96,17.38,1
1148,18.4,0.78,10.35,326.68,17.71,1
1149,24.9,1.49,10.33,301.78,17.59,1
1150,24.5,3.5,10.41,281.7,18.26,1
1151,20.2,5.0,10.68,296.68,17.26,1
1152,19.3,5.92,10.55,458.44,22.12,2
1153,38.1,20.5,11.36,606.94,22.26,2
1154,37.3,16.08,10.7,638.26,20.04,2
1155,33.5,12.77,10.79,869.01,13.06,2
1156,36.4,10.14,10.9,1009.85,9.22,2
1157,45.5,8.3,11.06,1047.75,10.04,3
1158,50.0,7.06,11.02,1198.61,8.07,2
1159,37.0,17.59,10.05,667.19,28.7,2
1160,30.4,15.82,10.48,473.02,31.4,2
1161,28.7,12.38,10.77,376.84,30.58,2
1162,27.8,10.23,10.55,196.83,30.43,1
1163,15.6,4.85,8.56,314.21,31.89,1
1164,14.3,4.42,10.22,755.79,13.57,1
1165,15.2,4.29,10.3,668.9,22.66,1
1166,16.3,4.14,10.51,547.86,25.08,1
1167,13.7,5.84,10.36,561.17,17.05,2
1168,25.8,14.02,13.44,600.92,23.47,2
1169,32.5,10.36,13.59,564.14,21.83,1
1170,24.5,8.28,13.33,556.09,21.46,1
1171,19.4,10.03,12.95,506.63,17.75,1
1172,20.6,7.31,12.73,644.02,14.04,2
1173,25.5,5.33,12.53,684.01,11.91,2
1174,27.8,6.63,12.2,638.52,13.31,2
1175,27.0,8.62,12.04,627.63,13.18,1
1176,21.2,10.0,11.89,549.72,13.6,1
1177,16.8,8.3,11.65,472.17,16.14,1
1178,17.9,6.88,11.56,404.38,18.26,1
1179,13.7,7.56,11.46,350.69,17.55,1
1180,16.4,5.84,11.25,296.68,18.66,1
1181,12.1,4.6,11.18,280.47,18.73,1
1182,13.3,3.28,11.19,277.81,16.39,1
1183,13.2,3.32,11.34,483.32,11.88,1
1184,14.4,3.97,11.43,583.28,11.79,1
1185,19.2,3.09,11.68,656.89,11.33,2
1186,30.8,3.78,11.64,674.8,10.0,2
1187,29.9,11.9,11.93,684.87,15.72,2
1188,35.3,9.43,12.15,604.58,17.7,2
1189,29.4,13.08,12.37,575.11,18.77,2
1190,38.4,11.57,12.94,573.62,20.01,2
1191,32.3,10.61,13.4,554.79,20.88,2
1192,25.7,8.61,13.59,561.45,22.01,2
1193,33.5,11.65,13.52,518.05,21.08,2
1194,27.6,14.09,13.05,485.93,16.86,1
1195,22.8,10.61,13.02,435.09,23.23,1
1196,22.1,11.08,13.34,433.68,25.63,2
1197,26.4,7.88,13.41,444.99,24.0,1
1198,19.9,5.64,13.61,560.5,22.68,1
1199,23.7,8.58,13.01,797.47,9.49,2
1200,31.4,12.04,12.8,925.28,8.6,2
1201,33.2,9.93,12.36,780.54,12.71,2
1202,30.9,8.02,12.1,737.86,12.14,2
1203,25.1,6.31,11.84,643.96,13.51,2
1204,26.4,6.37,11.8,651.86,8.56,2
1205,34.3,9.23,11.69,587.5,8.39,2
1206,29.6,7.47,11.39,483.74,11.13,2
1207,28.8,8.06,11.38,396.73,14.16,2
1208,30.7,6.01,11.15,317.3,13.84,2
1209,28.9,4.27,11.15,298.02,11.53,2
1210,31.3,3.95,11.33,220.88,15.99,2
1211,25.7,5.71,11.33,180.73,18.9,1
1212,24.6,4.09,11.52,198.12,19.75,2
1213,30.4,7.43,11.69,208.0,26.16,2
1214,37.1,10.67,12.13,371.47,19.81,2
1215,36.8,20.99,12.88,372.25,20.83,2
1216,26.6,18.55,13.5,319.05,27.02,2
1217,28.1,10.88,11.39,595.32,31.67,2
1218,29.0,7.28,13.34,796.03,25.03,2
1219,25.1,12.83,13.5,858.77,25.07,2
1220,30.4,14.16,13.69,1020.9,18.83,2
1221,29.4,10.9,13.74,1219.34,9.86,2
1222,31.7,18.91,13.42,1413.64,9.85,2
1223,33.4,15.87,13.16,1306.18,10.44,2
1224,42.8,18.91,13.06,1333.43,6.99,2
1225,44.1,15.06,12.39,1483.9,8.27,2
1226,46.0,19.81,12.83,1433.52,8.25,3
1227,61.8,31.63,12.52,1326.31,7.76,2
1228,48.1,24.13,12.36,1190.48,6.5,2
1229,48.5,21.58,12.17,1051.08,7.72,2
1230,46.6,15.84,11.99,1004.42,7.66,2
1231,47.2,12.62,12.01,986.42,8.34,2
1232,48.9,15.32,12.3,1001.88,9.72,3
1233,52.7,11.21,11.93,1004.73,13.2,3
1234,53.8,12.25,12.6,978.49,17.63,3
1235,55.0,10.13,12.96,984.22,19.7,3
1236,53.8,13.58,13.53,930.28,21.71,2
1237,43.8,7.22,14.61,792.73,26.11,2
1238,41.7,6.82,14.38,789.35,31.68,2
1239,49.6,17.5,14.26,802.31,30.49,2
1240,46.4,21.69,11.24,981.68,28.66,3
1241,54.7,26.31,12.53,1046.87,24.07,3
1242,54.4,18.92,13.69,1011.68,22.42,3
1243,52.0,14.38,13.72,993.43,22.22,2
1244,43.4,10.32,13.4,1026.6,21.44,2
1245,36.1,8.01,12.98,1094.48,21.02,2
1246,42.7,12.87,12.59,1077.34,20.38,2
1247,40.5,14.1,12.06,990.94,20.47,2
1248,39.2,12.39,11.8,979.8,19.82,2
1249,40.3,13.06,11.76,999.58,17.32,2
1250,36.2,10.49,11.18,654.71,20.54,1
1251,22.9,6.07,11.06,431.68,20.39,1
1252,22.0,10.04,11.06,370.03,23.97,1
1253,16.3,11.12,11.08,382.24,19.58,1
1254,16.3,8.46,11.17,376.53,22.14,1
1255,19.7,6.95,11.22,382.2,25.52,1
1256,22.1,6.03,11.05,379.42,24.56,2
1257,25.9,5.93,11.3,421.23,22.83,2
1258,28.8,11.77,11.54,452.08,22.73,2
1259,28.4,9.35,11.73,451.46,27.21,1
1260,24.5,8.06,11.76,458.82,28.04,1
1261,21.0,12.04,12.35,523.14,27.05,1
1262,21.0,9.45,12.37,554.34,26.77,2
1263,25.6,7.8,12.16,559.33,25.84,2
1264,28.6,6.23,12.41,572.28,28.25,2
1265,25.5,5.3,12.48,577.3,24.29,1
1266,20.6,4.2,12.37,621.42,20.25,1
1267,22.1,2.94,12.06,569.22,19.09,1
1268,22.8,2.06,11.87,672.64,13.65,2
1269,29.0,1.44,11.36,726.67,10.78,2
1270,25.5,4.77,11.04,838.8,9.98,2
1271,25.0,4.52,11.4,862.53,8.25,2
1272,33.1,7.94,11.29,788.4,10.13,2
1273,30.3,6.44,11.25,698.13,13.66,1
1274,23.6,5.66,11.24,626.79,12.79,2
1275,29.1,4.67,11.32,564.28,14.18,2
1276,30.0,3.39,11.29,487.58,16.46,2
1277,31.5,3.34,11.32,477.34,13.41,2
1278,31.7,2.46,11.44,518.28,14.14,2
1279,29.8,2.52,11.76,529.76,15.63,2
1280,34.7,7.13,11.72,525.36,21.22,2
1281,35.1,11.65,11.95,562.76,19.8,2
1282,28.2,9.28,12.2,585.08,19.91,2
1283,25.8,6.91,12.04,549.01,26.0,1
1284,19.5,5.75,12.38,584.74,27.55,1
1285,22.4,8.14,13.02,608.0,28.58,1
1286,24.2,6.67,13.72,636.14,29.4,2
1287,25.2,10.81,13.97,638.12,25.08,2
1288,30.0,7.57,12.99,733.81,14.61,2
1289,27.6,5.73,12.59,961.61,10.4,2
1290,37.0,9.14,12.51,1091.36,8.6,2
1291,32.2,10.97,12.12,953.56,11.35,2
1292,25.0,11.71,11.64,803.83,15.04,2
1293,29.3,7.57,11.45,689.82,9.65,2
1294,36.1,6.79,11.51,672.55,7.18,2
1295,31.1,7.68,11.31,581.2,11.07,2
1296,32.4,15.24,11.42,510.02,14.56,2
1297,28.4,12.56,11.39,433.78,19.63,2
1298,31.1,10.52,11.8,401.38,21.21,1
1299,23.8,13.26,11.8,363.19,24.35,1
1300,18.6,10.22,12.21,339.34,29.99,1
1301,21.7,8.78,12.46,278.68,31.54,1
1302,18.6,7.84,12.52,304.02,27.84,1
1303,14.4,7.1,12.83,356.12,34.51,1
1304,19.0,6.74,12.83,347.44,30.12,1
1305,14.0,5.76,12.92,371.42,32.56,1
1306,10.0,14.25,13.05,327.8,29.6,1
1307,9.6,11.31,12.96,378.85,29.12,2
1308,14.7,16.45,12.84,437.01,22.22,1
1309,17.2,12.33,12.82,488.65,17.73,1
1310,20.1,13.02,12.22,456.37,15.73,1
1311,22.8,14.06,12.06,548.04,12.48,2
1312,26.0,14.02,12.15,596.73,11.21,2
1313,28.7,11.52,11.62,865.55,8.34,2
1314,40.5,15.36,11.99,1040.33,7.18,2
1315,34.0,12.58,11.95,1016.33,7.73,2
1316,36.3,10.95,11.47,893.45,8.85,2
1317,35.5,13.05,11.48,766.54,7.84,2
1318,40.8,10.74,11.4,722.11,7.29,2
1319,36.4,19.01,12.9,863.09,15.69,2
1320,45.6,20.71,12.39,746.68,27.52,2
1321,35.9,15.15,12.78,672.96,30.36,2
1322,35.4,10.94,13.31,639.56,28.01,2
1323,31.3,8.43,13.68,634.04,27.6,1
1324,23.9,9.18,13.77,583.58,30.48,2
1325,27.6,7.96,13.86,508.75,25.84,1
1326,22.4,10.12,13.12,600.67,16.28,1
1327,24.6,9.02,12.82,769.75,11.65,2
1328,41.2,19.6,12.66,1081.81,8.66,2
1329,41.5,22.53,11.8,446.49,11.75,3
1330,68.2,26.88,12.13,494.24,13.79,3
1331,51.5,16.77,12.61,452.61,19.66,2
1332,42.4,16.57,12.05,492.89,12.54,2
1333,44.1,15.75,12.03,461.18,14.26,2
1334,41.9,18.14,12.36,558.66,11.56,2
1335,39.4,16.73,12.69,691.06,11.04,2
1336,41.1,17.93,12.96,701.95,16.17,2
1337,38.6,12.75,12.28,525.55,14.54,2
1338,40.7,9.36,12.08,547.12,10.81,2
1339,35.9,6.99,12.06,546.63,10.09,2
1340,41.6,9.89,12.19,719.12,8.09,2
1341,46.5,9.84,11.87,580.09,9.1,2
1342,39.4,12.18,11.56,859.35,8.65,2
1343,29.8,11.76,11.61,805.3,9.15,2
1344,33.3,14.54,11.62,582.56,10.74,2
1345,35.0,15.85,11.66,506.43,11.52,2
1346,26.7,12.05,11.35,446.38,11.83,2
1347,32.5,9.91,11.64,609.18,10.16,2
1348,46.6,11.56,12.75,678.76,18.82,2
1349,37.4,8.21,12.81,633.09,21.37,2
1350,28.6,7.61,12.78,718.94,14.19,2
1351,37.5,11.06,13.06,814.59,15.08,2
1352,42.1,8.48,12.86,798.19,21.44,2
1353,47.7,7.82,13.49,819.11,20.8,2
1354,47.6,14.36,14.19,864.34,19.8,2
1355,39.2,18.96,14.03,1093.69,14.02,2
1356,47.1,13.67,14.06,1288.64,11.92,3
1357,55.5,10.89,13.47,1297.99,10.6,3
1358,62.4,8.67,13.18,1346.96,10.2,3
1359,66.1,15.52,13.15,1463.18,8.86,3
1360,66.6,24.76,12.94,1328.21,9.23,3
1361,65.7,18.75,12.54,1092.56,8.56,3
1362,64.1,21.11,12.58,1232.72,8.04,3
1363,63.3,16.9,12.67,1065.99,7.36,3
1364,53.4,18.46,12.27,1017.14,7.63,3
1365,56.3,22.83,11.96,813.91,7.9,2
1366,44.7,22.52,12.0,745.41,8.04,3
1367,51.7,19.42,12.14,699.48,9.82,2
1368,49.4,18.43,12.11,757.53,9.83,3
1369,51.9,19.13,12.61,742.64,11.67,3
1370,57.5,18.72,12.6,676.87,14.94,3
1371,56.2,11.12,14.11,601.87,21.24,3
1372,55.6,10.09,14.16,608.27,18.68,3
1373,53.7,17.44,13.46,571.43,16.16,3
1374,51.2,13.38,13.36,498.35,17.26,2
1375,37.3,10.02,13.35,727.95,12.3,2
1376,38.2,13.2,13.09,866.31,9.25,2
1377,44.5,17.78,13.1,838.86,11.59,2
1378,42.8,14.0,12.9,895.31,11.08,2
1379,38.1,22.52,12.6,781.81,9.55,2
1380,33.6,20.47,12.7,1066.24,8.13,2
1381,32.5,24.53,13.0,1265.57,8.03,3
1382,37.6,34.27,12.99,1603.54,8.23,3
1383,58.4,34.58,12.5,1480.57,8.84,3
1384,52.5,30.85,12.77,1429.53,7.96,3
1385,56.0,23.34,12.58,1321.84,8.52,3
1386,55.3,18.68,12.24,1216.06,7.5,3
1387,53.0,20.04,12.21,1087.36,8.39,3
1388,63.6,14.54,12.3,828.04,11.86,3
1389,55.8,11.62,12.36,724.1,16.34,3
1390,53.4,12.38,13.05,649.51,21.7,2
1391,41.8,16.08,13.3,568.5,22.38,2
1392,39.1,12.42,13.68,536.39,23.54,2
1393,33.7,17.49,13.67,559.5,22.2,2
1394,31.4,12.85,13.85,486.86,25.88,2
1395,28.8,13.07,14.04,477.81,25.14,2
1396,26.2,11.4,14.33,479.14,24.27,1
1397,22.9,8.11,14.13,642.02,15.06,2
1398,48.1,6.16,14.09,591.22,21.83,2
1399,36.4,4.41,13.56,636.77,14.51,2
1400,27.8,3.14,13.36,544.27,17.8,2
1401,34.4,3.68,13.14,621.86,7.32,2
1402,34.9,12.22,12.93,630.66,8.88,2
1403,35.9,9.64,12.76,623.88,7.58,2
1404,41.9,9.01,12.31,882.22,7.82,2
1405,39.5,11.84,12.4,862.05,9.08,2
1406,42.4,14.48,12.36,820.03,7.98,2
1407,41.5,10.75,12.38,798.66,9.49,2
1408,39.2,11.14,11.98,641.71,10.05,2
1409,33.3,12.46,11.84,540.57,9.7,2
1410,26.7,9.78,11.94,532.43,8.9,1
1411,22.9,7.65,12.16,658.83,9.66,2
1412,30.0,6.28,12.23,668.95,14.19,2
1413,40.7,9.77,12.68,653.96,18.88,2
1414,41.7,12.11,12.99,628.58,21.65,2
1415,29.7,6.65,14.78,517.1,35.62,1
1416,24.9,8.12,15.14,510.6,38.72,2
1417,31.6,6.85,15.63,512.48,37.93,2
1418,30.3,5.4,16.12,469.39,33.17,2
1419,25.6,3.97,16.17,502.8,33.76,2
1420,32.1,3.53,15.79,499.33,31.23,2
1421,25.8,3.33,15.2,571.73,23.45,1
1422,23.0,3.32,14.66,628.54,18.59,2
1423,33.0,3.27,14.86,630.26,23.29,2
1424,37.1,2.46,14.09,640.43,17.45,2
1425,37.5,1.97,13.74,685.86,14.61,2
1426,42.3,2.69,13.22,689.36,18.52,2
1427,38.1,9.03,13.19,647.02,15.92,2
1428,28.0,10.81,13.12,576.91,21.95,2
1429,25.8,9.9,13.13,459.99,25.29,1
1430,24.6,13.26,12.83,422.32,23.39,2
1431,28.1,10.52,12.33,357.39,25.73,1
1432,21.3,9.25,12.1,313.86,25.52,2
1433,28.2,11.67,12.55,243.74,29.14,2
1434,33.3,8.74,13.12,228.61,32.47,2
1435,29.2,6.97,13.49,251.48,32.12,2
1436,41.1,7.12,13.37,263.99,31.03,2
1437,41.9,14.27,13.68,270.08,32.13,3
1438,53.3,15.22,13.3,251.74,33.01,2
1439,44.5,11.44,13.6,250.69,35.37,2
1440,39.5,11.89,14.36,272.69,34.56,2
1441,35.3,8.66,14.15,240.44,35.48,2
1442,33.1,6.6,14.15,246.9,32.83,1
1443,24.0,9.4,13.91,268.12,29.07,1
1444,21.3,9.02,13.4,249.69,30.77,2
1445,42.4,14.47,13.08,248.57,27.75,2
1446,31.2,11.32,12.99,302.83,18.56,2
1447,32.1,9.79,12.94,340.62,19.24,2
1448,26.2,8.17,12.6,390.68,22.36,2
1449,26.7,6.71,12.58,322.83,28.93,2
1450,31.0,5.92,12.35,296.84,26.22,2
1451,28.8,5.34,12.38,255.39,26.94,2
1452,31.9,8.54,12.47,221.26,26.51,2
1453,29.1,6.42,12.59,206.61,22.76,2
1454,34.6,5.92,12.33,246.42,20.73,2
1455,29.9,6.66,12.27,337.63,22.58,2
1456,25.8,5.72,12.55,422.18,23.97,2
1457,27.0,5.38,12.77,521.57,23.86,1
1458,24.0,7.02,13.24,513.2,27.4,3
1459,52.5,13.62,15.41,460.04,24.27,3
1460,62.7,22.68,14.54,459.65,28.23,3
1461,69.9,16.55,14.44,544.39,24.14,3
1462,54.0,16.37,14.38,619.42,19.8,3
1463,65.8,16.83,14.41,710.89,26.62,3
1464,62.9,17.36,14.43,730.22,19.87,3
1465,58.6,12.27,13.78,823.24,16.27,3
1466,56.2,9.68,13.1,799.21,15.05,2
1467,45.3,8.34,12.95,858.0,10.37,2
1468,39.0,6.44,12.95,803.42,14.13,2
1469,32.8,5.11,12.53,1432.11,14.07,1
1470,23.4,4.38,12.58,1417.12,11.36,1
1471,20.6,3.1,12.55,1414.41,7.42,1
1472,18.6,2.28,12.28,1378.51,8.84,1
1473,20.9,2.07,12.33,1355.02,11.18,2
1474,33.3,1.95,12.51,1395.5,9.94,2
1475,38.9,3.06,12.43,1408.52,10.29,3
1476,51.5,11.39,12.5,1552.51,9.84,3
1477,52.8,9.56,12.45,1424.62,14.0,2
1478,39.2,15.68,12.62,1285.42,21.36,2
1479,38.4,11.04,13.01,1230.49,20.42,2
1480,31.8,8.27,13.32,1303.96,13.75,2
1481,25.4,6.64,13.19,1295.75,17.06,2
1482,37.4,4.87,13.09,1286.43,20.01,2
1483,35.7,3.86,13.01,1278.06,22.07,2
1484,28.1,4.2,13.04,1420.44,18.62,2
1485,30.0,15.73,12.61,1578.06,14.97,2
1486,27.0,11.42,12.6,1633.44,10.81,2
1487,30.4,9.17,13.2,2082.16,9.72,2
1488,32.0,7.43,13.14,2058.08,8.53,2
1489,30.5,8.62,13.27,2158.54,8.54,2
1490,41.5,19.1,12.39,1333.82,8.78,2
1491,40.2,18.32,12.7,1314.95,7.97,2
1492,42.4,17.82,12.6,1244.79,9.07,2
1493,33.3,13.77,12.68,1153.8,9.67,2
1494,31.6,14.79,12.7,969.15,13.37,2
1495,34.0,12.61,12.77,983.14,13.63,2
1496,33.5,10.9,12.99,923.64,17.92,2
1497,32.7,9.87,13.69,746.24,23.86,2
1498,36.2,9.99,13.7,819.7,17.81,2
1499,37.6,7.45,13.49,803.59,18.87,2
1500,46.1,7.03,14.21,789.94,28.8,2
1501,38.5,6.11,14.97,900.88,19.58,2
1502,42.7,5.62,13.91,808.71,15.44,2
1503,44.9,7.17,13.86,932.15,12.5,2
1504,48.7,9.02,13.39,810.32,16.3,2
1505,35.6,6.27,12.82,819.29,9.33,2
1506,37.7,6.05,12.39,785.0,13.5,2
1507,27.7,11.81,12.4,681.74,16.39,2
1508,25.4,9.33,12.09,596.39,14.27,1
1509,22.2,7.5,12.27,660.31,13.54,2
1510,31.1,11.3,12.79,885.55,14.02,2
1511,31.9,17.8,12.88,896.39,17.11,2
1512,33.9,17.07,13.08,795.79,20.53,2
1513,31.6,16.12,13.8,777.19,22.66,2
1514,28.8,14.07,14.43,749.88,20.72,1
1515,22.4,14.86,14.77,727.61,27.26,2
1516,39.3,28.7,11.28,1133.35,40.46,2
1517,38.9,23.67,12.78,1382.99,21.63,2
1518,33.9,17.5,13.92,1335.75,19.17,2
1519,40.7,13.6,14.05,1516.24,13.08,2
1520,41.1,17.33,13.8,1492.39,13.03,2
1521,47.9,20.93,13.52,1931.06,3.18,2
1522,40.9,15.24,13.41,1572.54,3.1,2
1523,36.6,11.26,13.03,1316.81,2.56,2
1524,26.2,8.47,12.64,1191.02,2.82,2
1525,31.5,16.01,15.3,852.62,34.0,1
1526,23.6,12.06,15.51,901.55,33.06,2
1527,29.7,8.91,15.58,875.06,36.43,2
1528,31.5,7.45,16.24,924.52,35.54,2
1529,36.0,8.88,16.26,886.39,39.89,2
1530,34.3,8.18,7.19,1085.37,29.92,2
1531,39.3,11.24,7.17,1281.91,7.53,2
1532,48.8,17.55,7.47,1092.2,14.52,2
1533,48.4,13.08,7.36,820.13,17.55,2
1534,44.9,11.44,7.45,721.03,22.46,2
1535,41.3,11.68,7.31,669.32,13.46,2
1536,44.5,9.78,6.68,1936.13,4.04,3
1537,53.5,25.76,5.5,290.88,7.39,2
1538,24.1,17.51,17.97,3667.29,37.8,2
1539,17.4,16.5,19.7,3804.49,23.15,2
1540,18.4,15.16,20.09,3936.4,22.39,2
1541,25.1,13.22,19.96,3907.78,22.17,2
1542,38.3,4.22,18.27,3666.64,15.98,2
1543,34.6,4.03,17.77,1077.75,16.16,2
1544,39.2,6.5,17.71,753.16,11.95,2
1545,40.2,5.45,17.61,698.25,11.67,1
1546,22.8,5.0,17.59,914.13,13.7,2
1547,29.6,6.67,17.82,981.17,17.98,2
1548,33.1,5.85,17.99,854.13,23.69,2
1549,31.6,4.53,19.0,667.89,39.39,2
1550,27.4,4.31,19.85,578.45,47.12,1
1551,24.1,8.37,19.53,559.96,44.95,2
1552,28.5,5.86,19.19,566.01,36.32,2
1553,39.6,4.1,19.13,589.21,42.21,2
1554,28.9,2.93,18.8,649.74,33.92,2
1555,26.7,2.75,18.25,751.22,27.0,2
1556,30.7,2.59,18.55,798.53,29.67,2
1557,26.2,2.16,18.17,743.9,26.09,2
1558,25.5,2.1,18.09,659.13,31.59,1
1559,19.4,2.06,17.65,576.79,32.93,2
1560,26.7,2.2,17.65,665.31,23.08,2
1561,42.0,12.21,19.62,746.71,42.6,2
1562,35.7,8.87,20.54,689.52,48.58,2
1563,28.7,10.13,20.95,680.98,56.86,2
1564,39.1,15.67,20.57,601.21,59.07,2
1565,35.0,19.99,20.63,631.58,58.09,2
1566,32.5,22.12,20.41,615.48,63.09,2
1567,33.3,16.83,20.62,715.85,52.61,2
1568,27.1,16.13,20.62,743.12,53.46,2
1569,23.3,17.38,20.21,794.12,43.99,2
1570,23.9,16.68,19.57,758.55,39.49,2
1571,34.0,15.97,18.91,1046.93,29.32,2
1572,34.6,13.13,19.17,1430.36,21.72,2
1573,41.8,21.19,19.18,740.92,23.02,2
1574,45.4,23.98,19.33,555.35,21.16,2
1575,44.0,23.1,18.68,371.0,18.98,2
1576,46.5,19.25,18.46,213.0,21.58,2
1577,33.8,13.8,17.95,120.52,19.15,2
1578,32.7,9.93,17.79,34.02,21.72,2
1579,31.4,7.91,17.96,122.09,23.15,2
1580,31.6,10.81,18.25,269.25,24.96,2
1581,42.3,11.75,18.84,291.57,33.22,2
1582,40.3,19.22,19.34,179.68,41.85,2
1583,44.8,14.68,20.0,112.32,52.17,2
1584,30.1,15.66,19.9,1125.59,64.65,2
1585,31.8,12.06,19.86,1216.6,60.54,2
1586,27.1,11.24,19.89,1141.32,49.51,2
1587,25.4,8.52,19.97,1146.26,49.06,1
1588,18.8,7.04,19.17,1204.35,32.6,1
1589,20.2,12.62,18.7,1472.68,27.22,2
1590,35.8,17.66,18.77,2153.01,25.69,2
1591,37.5,18.56,18.24,2287.86,21.91,2
1592,38.1,23.92,18.51,1830.73,34.13,2
1593,40.9,20.92,18.56,1757.99,27.99,2
1594,34.1,20.19,18.7,1674.28,23.86,2
1595,32.4,14.48,18.53,1594.98,19.7,2
1596,32.0,14.04,18.47,1606.47,22.1,2
1597,37.6,11.46,18.59,1561.77,20.53,2
1598,43.2,16.85,19.01,2292.18,20.36,3
1599,52.0,13.64,19.15,2259.12,22.49,3
1600,60.3,16.65,19.19,1968.3,26.72,3
1601,58.8,18.05,19.59,1713.04,47.48,2
1602,47.2,13.26,16.66,1498.96,58.81,3
1603,61.2,22.95,18.55,1844.25,26.51,3
1604,56.1,22.17,18.3,1933.45,29.25,3
1605,50.6,21.67,18.29,2046.91,23.02,3
1606,54.8,19.07,18.27,2120.21,17.37,3
1607,50.5,21.87,18.08,1887.98,28.4,2
1608,47.4,18.84,17.9,1724.44,35.91,2
1609,35.6,14.36,17.45,1607.12,36.38,2
1610,36.0,12.31,17.8,1855.81,18.86,2
1611,48.0,14.31,18.49,1897.29,22.06,3
1612,65.4,16.06,18.6,1920.33,26.9,3
1613,67.4,19.46,18.6,1827.62,24.9,3
1614,73.3,19.6,18.32,1763.06,33.26,3
1615,65.6,15.25,18.28,1710.08,28.6,3
1616,67.9,14.96,18.66,1802.42,30.66,3
1617,58.6,15.39,18.53,1791.98,31.64,3
1618,61.1,14.13,18.48,1697.47,31.1,3
1619,53.2,17.64,18.43,1615.28,36.15,2
1620,43.3,20.47,18.58,1575.58,32.04,2
1621,44.1,23.37,18.34,1658.15,28.99,2
1622,43.6,18.84,18.35,1942.29,24.62,2
1623,39.6,17.09,18.13,1826.91,28.08,2
1624,42.6,16.79,17.92,1856.55,22.76,2
1625,45.1,17.37,17.95,1845.28,22.35,2
1626,43.5,16.63,17.71,1764.48,22.14,2
1627,42.6,14.89,17.79,1716.66,19.5,2
1628,42.0,13.41,17.79,1675.12,18.38,2
1629,32.2,10.92,17.79,1558.79,21.38,2
1630,38.1,10.49,17.87,1672.65,19.04,2
1631,37.1,8.59,17.83,1765.38,18.04,2
1632,36.0,6.8,17.68,1731.76,19.18,2
1633,37.7,5.57,17.76,1690.89,24.41,2
1634,33.9,4.88,18.0,1751.8,23.02,2
1635,39.0,4.99,18.22,1749.0,24.69,2
1636,29.7,5.43,18.62,1712.61,32.85,2
1637,37.2,5.96,19.02,1718.94,36.51,2
1638,36.5,7.57,19.8,1633.47,54.48,2
1639,27.3,6.6,19.58,1600.61,50.8,2
1640,29.6,5.99,19.45,1565.57,58.25,2
1641,25.1,5.1,19.38,1573.55,53.35,2
1642,25.1,4.57,19.69,1553.55,55.09,1
1643,23.8,6.56,20.02,1562.77,51.1,3
1644,50.0,19.15,21.12,1410.12,62.27,3
1645,51.3,16.85,21.6,1313.35,51.6,3
1646,64.6,18.66,22.32,1046.04,62.66,3
1647,64.6,19.15,22.1,678.47,52.74,1
1648,20.3,7.81,18.46,1698.26,38.4,1
1649,20.6,8.7,18.32,1831.71,24.79,1
1650,23.8,12.13,17.8,1773.54,22.99,1
1651,23.5,10.34,17.85,1828.43,19.39,1
1652,20.9,10.23,17.96,2021.29,20.02,1
1653,21.1,14.43,18.25,2234.18,16.41,2
1654,23.1,17.66,18.39,2418.82,16.2,2
1655,23.1,19.97,17.97,2238.9,18.55,2
1656,33.4,29.78,18.36,1916.06,23.83,2
1657,33.5,21.64,18.35,1822.3,28.9,2
1658,34.7,15.98,18.55,1710.96,36.98,2
1659,33.8,11.84,18.79,1610.78,42.44,2
1660,25.6,9.06,18.71,1553.06,44.9,2
1661,25.3,8.23,18.44,1521.01,49.7,1
1662,24.8,10.36,18.89,1702.9,35.29,2
1663,25.7,11.34,18.92,1640.02,41.13,2
1664,25.8,13.95,18.37,1739.13,25.88,2
1665,27.5,14.27,18.13,1803.97,25.47,2
1666,27.2,14.15,18.32,1676.81,32.04,1
1667,24.0,14.55,18.58,1849.23,30.3,2
1668,25.0,13.27,18.46,1942.91,26.64,2
1669,34.2,11.26,18.54,2010.18,27.37,2
1670,34.5,13.12,18.34,2161.11,18.37,2
1671,25.0,6.78,19.3,1612.52,49.08,2
1672,30.2,8.65,18.95,1624.23,49.56,2
1673,30.0,11.19,19.0,1634.98,43.8,2
1674,27.8,10.76,18.76,1578.26,48.43,2
1675,27.5,13.36,18.79,1535.15,45.55,1
1676,24.3,11.25,18.37,1548.69,38.98,1
