,S1_PM10,S1_PM25,S1_SO2,S1_NO2,S1_NOX,S1_NO
1230,,,,,,9.2
1231,67.29,,,,,
1232,,,,,50.43,
1233,,,,,64.89,
1234,,22.16,,,,
1235,,,,66.45,,
1236,,13.45,,,,
1237,,,2.98,,,
1238,48.62,,,,,
1239,63.6,,,,,
1240,,,1.9,,,
1241,,,,,,9.19
1242,,22.74,,,,
1243,,,,,26.91,
1244,,17.81,,,,
1245,,16.23,,,,
1246,,,,29.69,,
1247,,14.15,,,,
1248,,,1.68,,,
1249,34.55,,,,,
1250,,,,,,7.06
1251,,6.49,,,,
1252,,5.56,,,,
1253,30.12,,,,,
1254,,,,,18.57,
1255,,,,16.32,,
1256,,,1.37,,,
1257,21.84,,,,,
1258,,,2.17,,,
1259,,24.79,,,,
1260,,15.32,,,,
1261,16.12,,,,,
1262,,,,18.03,,
1263,,12.6,,,,
1264,,,,,31.63,
1265,,,1.74,,,
1266,,,1.86,,,
1267,,6.05,,,,
1268,,,,26.07,,
1269,,,1.96,,,
1270,,,1.67,,,
1271,,,,,,7.46
1272,,6.7,,,,
1273,,,1.44,,,
1274,,,,,61.63,
1275,,12.37,,,,
1276,,,,,38.96,
1277,,,,,30.04,
1278,,,,21.46,,
1279,,,,,,6.41
1280,,,,,48.93,
1281,,,,,51.12,
1282,,14.49,,,,
1283,27.14,,,,,
1284,,8.75,,,,
1285,,7.66,,,,
1286,,,,26.4,,
1287,,,2.07,,,
1288,,,,,,6.43
1289,14.66,,,,,
1290,,7.8,,,,
1291,,,,42.11,,
1292,,13.64,,,,
1293,23.19,,,,,
1294,,18.04,,,,
1295,,,,,50.08,
1296,,,,,,5.09
1297,,,,,,4.56
1298,29.59,24.25,1.64,27.07,32.83,5.76
1299,,,1.44,,,
1300,,,,32.36,,
1301,,,,,35.24,
1302,,,1.77,,,
1303,,,,,26.5,
1304,,,1.69,,,
1305,,,1.63,,,
1306,16.73,7.25,1.55,13.74,19.51,5.77
1307,,,,21.85,,
1308,,,1.73,,,
1309,,,,27.88,,
1310,,,,,44.0,
1311,,,1.53,,,
1312,29.46,,,,,
1313,,,1.52,,,
1314,26.26,,,,,
1315,42.8,,,,,
1316,,,1.75,,,
1317,41.8,,,,,
1318,,,1.6,,,
1319,,,,,,16.11
1320,,,,69.63,,
1321,,,3.35,,,
1322,,,4.51,,,
1323,,19.71,,,,
1324,,,,,,8.92
1325,,,,,,7.94
1326,,,2.49,,,
1327,,,,,,6.89
1328,,,1.85,,,
1329,,,,,,6.06
1330,,,,64.84,,
1331,61.29,,,,,
1332,,,,,,14.84
1333,,,,31.4,,
1334,,,,,40.67,
1335,,,,,33.52,
1336,,,,26.38,,
1337,,26.51,,,,
1338,,,1.19,,,
1339,,,,,,8.81
1340,25.58,,,,,
1341,,,,42.27,,
1342,,13.29,,,,
1343,,,,89.67,,
1344,,,,,45.23,
1345,,26.41,,,,
1346,,,1.23,,,
1347,,,1.24,,,
1348,,,1.48,,,
1349,,,1.43,,,
1350,,11.3,,,,
1351,,,,37.87,,
1352,44.6,,,,,
1353,,,1.26,,,
1354,,,1.25,,,
1355,,,1.26,,,
1356,35.37,,,,,
1357,25.8,,,,,
1358,29.66,,,,,
1359,,,,,,10.49
1360,43.49,,,,,
1361,,15.05,,,,
1362,33.9,,,,,
1363,,,,,92.4,
1364,,,,,,8.22
1365,,24.86,,,,
1366,,,,,,5.58
1367,,16.3,,,,
1368,,,,34.35,,
1369,,,2.05,,,
1370,,,,57.57,,
1371,,,,,64.43,
1372,,,,,,12.61
1373,,,,,,9.3
1374,,,,,,7.72
1375,,7.22,,,,
1376,,,,21.64,,
1377,,,,,,5.24
1378,,,,76.06,,
1379,,47.43,,,,
1380,,,,91.19,,
1381,,,1.58,,,
1382,30.76,,,,,
1383,,,,,264.68,
1384,,,,,,51.98
1385,,,,,,22.8
1386,,,1.65,,,
1387,,,,,,14.01
1388,,,,,,9.49
1389,,21.91,,,,
1390,,,,,,55.65
1391,,,,,,77.17
1392,,30.18,,,,
1393,,,1.69,,,
1394,42.41,,,,,
1395,,,,32.5,,
1396,50.76,,,,,
1397,,,,37.83,,
1398,,,,,77.34,
1399,,,,,,13.08
1400,30.02,,,,,
1401,,,,,35.43,
1402,,,,,,11.74
1403,,,1.19,,,
1404,,10.23,,,,
1405,,,,,,13.41
1406,22.8,,,,,
1407,,22.13,,,,
1408,,14.36,,,,
1409,,,,,68.59,
1410,52.46,,,,,
1411,,,0.86,,,
1412,38.58,,,,,
1413,,,,,,27.49
1414,45.1,,,,,
1415,,,,,,18.77
1416,,,1.5,,,
1417,,,,,,10.46
1418,,,,13.94,,
1419,,,,,,7.24
1420,,,,,,7.16
1421,,,,14.17,,
1422,,,,,,6.55
1423,,,1.56,,,
1424,22.88,,,,,
1425,,,1.27,,,
1426,,,,,48.62,
1427,,,1.42,,,
1428,,,,,,7.64
1429,,,,45.36,,
1430,,,,,,5.18
1431,,10.06,,,,
1432,,,,,31.08,
1433,,,,,,10.92
1434,,,,36.82,,
1435,,,,24.56,,
1436,,,,,31.24,
1437,,6.4,,,,
1438,,,,,,7.02
1439,,5.61,,,,
1440,,,,,28.51,
1441,,11.91,,,,
1442,,,,,25.52,
1443,,,,,,7.13
1444,,,0.92,,,
1445,,,,15.67,,
1446,,,0.92,,,
1447,,,1.23,,,
1448,52.84,,,,,
1449,,,,,52.62,
1450,,,,,,5.59
1451,,,,,,4.7
1452,,,1.25,,,
1453,,,,50.01,,
1454,,,1.17,,,
1455,,9.52,,,,
1456,,,,,,4.86
1457,,,,,47.53,
1458,,,,,64.98,
1459,,,,24.16,,
1460,,11.29,,,,
1461,,,,,35.05,
1462,57.77,,,,,
1463,,13.86,,,,
1464,,10.53,,,,
1465,57.71,,,,,
1466,,,,51.35,,
1467,,,1.46,,,
1468,,16.82,,,,
1469,,,,74.92,,
1470,,,1.02,,,
1471,,,1.21,,,
1472,28.94,,,,,
1473,,,,,,4.56
1474,,,,,24.78,
1475,,,0.91,,,
1476,,9.88,,,,
1477,,,,20.16,,
1478,26.11,,,,,
1479,,,,,,11.68
1480,,15.81,,,,
1481,,,,37.53,,
1482,,,,,37.91,
1483,,,,21.82,,
1484,28.84,,,,,
1485,,,,21.26,,
1486,17.61,,,,,
1487,,,,,,8.97
1488,,,,,,7.98
1489,,,0.93,,,
1490,,,,,,11.39
1491,27.51,,,,,
1492,24.63,,,,,
1493,,,,,,10.95
1494,,40.16,,,,
1495,,23.11,,,,
1496,,14.53,,,,
1497,29.18,,,,,
1498,,,,19.97,,
1499,,,5.77,,,
1500,,7.26,,,,
1501,,,,,21.56,
1502,,,,19.63,,
1503,,,4.96,,,
1504,,,,,,4.79
1505,,,,,,1.16
1506,,,4.99,,,
1507,23.94,,,,,
1508,,,,,24.69,
1509,,13.11,,,,
1510,,,,,,0.69
1511,,,5.75,,,
1512,24.2,,,,,
1513,,,,,,25.0
1514,,,5.86,,,
1515,,,5.55,,,
1516,,7.07,,,,
1517,,,5.03,,,
1518,,,,,,2.46
1519,,,,,15.22,
1520,,5.29,,,,
1521,,,,,,2.48
1522,,,5.19,,,
1523,,,,,,5.26
1524,,,,111.52,,
1525,30.52,,,,,
1526,30.49,,,,,
1527,,,2.55,,,
1528,,,,24.7,,
1529,39.08,,,,,
1530,,8.15,,,,
1531,,,,,,2.28
1532,,,2.35,,,
1533,,,,26.9,,
1534,,,,65.28,,
1535,,,,,,11.86
1536,,26.39,,,,
1537,,,2.64,,,
1538,,,,,15.15,
1539,,6.46,,,,
1540,,,,,23.41,
1541,,,,,29.61,
1542,,,,,,2.4
1543,,,,41.44,,
1544,,,,,,3.21
1545,,,,71.45,,
1546,,,,,,2.34
1547,,,,30.16,,
1548,,,2.5,,,
1549,,,,,55.28,
1550,,22.52,,,,
1551,,,,,29.44,
1552,,,,28.57,,
1553,,,2.97,,,
1554,,,,,,3.15
1555,,,2.98,,,
1556,,4.76,,,,
1557,,5.14,,,,
1558,,4.75,,,,
1559,49.88,,,,,
1560,,,,,,3.69
1561,,,,,,15.79
1562,,,2.8,,,
1563,,7.82,,,,
1564,,,,,,8.68
1565,,,,22.37,,
1566,,,,,,2.57
1567,,,,16.4,,
1568,,,,,21.88,
1569,,,2.96,,,
1570,,,,,,1.94
1571,,,,64.06,,
1572,,,,,168.83,
1573,,,,156.02,,
1574,,,,,159.37,
1575,76.71,,,,,
1576,,,2.43,,,
1577,,,,,55.59,
1578,73.55,,,,,
1579,,6.98,,,,
1580,,,,,56.38,
1581,,,2.67,,,
1582,,11.64,,,,
1583,,9.91,,,,
1584,,,,,,2.18
1585,,,,,,2.08
1586,,5.1,,,,
1587,,5.17,,,,
1588,,,,30.53,,
1589,48.58,4.47,2.81,25.39,27.85,2.46
1590,55.61,,,,,
1591,,,,,,96.19
1592,,,3.34,,,
1593,,,3.38,,,
1594,,4.7,,,,
1595,,,2.96,,,
1596,,,2.93,,,
1597,67.37,,,,,
1598,,,2.94,,,
1599,,,,,,12.29
1600,,,,85.13,,
1601,,,,,,12.96
1602,,,,,,29.81
1603,,,,,21.28,
1604,,,,,46.47,
1605,,,,,,6.72
1606,,,,70.72,,
1607,,,2.59,,,
1608,,,,66.3,,
1609,33.99,,,,,
1610,,,,12.55,,
1611,,,,,17.82,
1612,,,,,,8.86
1613,,,2.52,,,
1614,18.69,,,,,
1615,,,,,30.85,
1616,,,2.31,,,
1617,,8.41,,,,
1618,,,2.64,,,
1619,,,,,23.51,
1620,,5.18,,,,
1621,35.51,,,,,
1622,25.12,,,,,
1623,,,,,,9.08
1624,,,,,87.27,
1625,,4.26,,,,
1626,,,,,79.13,
1627,,,,,,2.44
1628,,,,30.17,,
1629,,,,34.48,,
1630,,,,26.29,,
1631,,,,17.86,,
1632,21.81,,,,,
1633,,4.8,,,,
1634,24.36,,,,,
1635,,,,,72.22,
1636,,,2.89,,,
1637,,,,,33.31,
1638,,,,26.58,,
1639,,,,,,4.51
1640,,8.06,,,,
1641,,,3.2,,,
1642,,,,11.65,,
1643,26.15,,,,,
1644,,,,,,2.92
1645,,,3.38,,,
1646,,,3.42,,,
1647,,,,11.2,,
1648,,,,,,6.19
1649,,,,,31.6,
1650,,,2.44,,,
1651,17.42,,,,,
1652,,,,,,6.95
1653,,,,,95.59,
1654,,,,,53.59,
1655,,4.23,,,,
1656,23.55,,,,,
1657,,,,,,10.54
1658,,,,,44.51,
1659,,,,37.36,,
1660,,,2.43,,,
1661,,4.69,,,,
1662,,4.81,,,,
1663,,,,,40.94,
1664,,,2.46,,,
1665,,,,26.51,,
1666,,5.49,,,,
1667,,,,,,3.94
1668,,,,30.41,,
1669,,,,,,8.27
1670,,,,45.01,,
1671,,,,,,3.12
1672,,,,,12.55,
1673,,,,,14.65,
1674,25.06,,,,,
1675,34.92,,,,,
1676,,,,,,1.86
1677,,,3.04,,,
1678,,,,19.01,,
1679,,4.86,,,,
1680,,,,44.48,,
1681,,,2.93,,,
1682,,,2.99,,,
1683,,,3.1,,,
1684,,,4.34,,,
1685,,,5.44,,,
1686,,,,,,1.19
1687,,,4.38,,,
1688,41.29,,,,,
1689,,,,,,2.81
1690,,,,62.34,,
1691,,4.66,,,,
1692,,,,52.32,,
1693,,,,27.52,,
1694,,,,,37.85,
1695,,,,13.72,,
1696,,6.14,,,,
1697,,5.82,,,,
1698,,,,,11.34,
1699,,,,,11.83,
1700,,,3.11,,,
1701,,,,,17.26,
1702,,,,20.49,,
1703,34.37,,,,,
1704,,,,,,5.93
1705,,,,,193.73,
1706,,,,137.12,,
1707,,4.75,,,,
1708,,,,,104.31,
1709,,,3.19,,,
1710,,,,,63.17,
1711,,,3.23,,,
1712,,,,,,2.66
1713,,,,,,9.08
1714,,6.54,,,,
1715,,,3.45,,,
1716,,,,,,23.33
1717,,,,48.34,,
1718,24.88,,,,,
1719,35.92,,,,,
1720,,5.75,,,,
1721,,,,,,5.15
1722,,,,,,2.96
1723,,,3.24,,,
1724,,5.13,,,,
1725,,4.44,,,,
1726,,4.82,,,,
1727,,,,,88.5,
1728,,4.55,,,,
1729,,,,135.57,,
1730,,,,,176.54,
1731,,,,,,18.0
1732,,,3.3,,,
1733,,,3.69,,,
1734,,,,,70.31,
1735,,11.63,,,,
1736,,,4.14,,,
1737,,,,67.85,,
1738,,12.6,,,,
1739,,,,32.46,,
1740,,,,,24.97,
1741,,,,,,2.51
1742,43.56,,,,,
1743,,,,,168.32,
1744,,,,,,16.59
1745,61.17,,,,,
1746,,,,,,33.42
1747,,,,,,1.74
1748,,5.25,,,,
1749,,7.74,,,,
1750,,,,43.68,,
1751,,,3.22,,,
1752,,,3.14,,,
1753,,,,18.07,,
1754,,,,19.46,,
1755,,,,,,3.79
1756,,,4.11,,,
1757,,,,,31.43,
1758,,,,28.13,,
1759,,,,,,2.8
1760,,,3.68,,,
1761,,4.44,,,,
1762,,4.35,,,,
1763,,,,,,1.37
1764,39.2,,,,,
1765,,,2.94,,,
1766,,,,41.65,,
1767,33.73,,,,,
1768,,5.01,,,,
1769,,,,,14.68,
1770,,,,,17.63,
1771,,5.83,,,,
1772,,,2.98,,,
1773,17.52,,,,,
1774,,9.58,,,,
1775,,,2.63,,,
1776,,,3.18,,,
1777,,,,,,0.88
1778,,,,,,1.02
1779,,,,42.5,,
1780,,4.44,,,,
1781,,4.63,,,,
1782,,,,37.93,,
1783,,,,,,2.36
1784,,4.97,,,,
1785,,4.61,,,,
1786,,,,,,46.2
1787,,,,69.73,,
1788,,,,41.14,,
1789,,,,,,7.04
1790,26.82,,,,,
1791,,,,,,2.03
1792,,,,,10.47,
1793,24.6,,,,,
1794,,,,,14.16,
1795,,,2.65,,,
1796,27.59,,,,,
1797,,11.22,,,,
1798,27.49,,,,,
1799,,,,12.9,,
1800,,12.81,,,,
1801,,,,11.4,,
1802,,,,,,3.64
1803,,,,,17.76,
1804,17.33,,,,,
1805,,3.62,,,,
1806,,,,32.96,,
1807,,3.16,,,,
1808,,,,,35.82,
1809,18.19,,,,,
1810,16.56,,,,,
1811,17.72,,,,,
1812,,,,,30.97,
1813,,,,17.99,,
1814,16.01,,,,,
1815,,,,,16.86,
1816,,,2.95,,,
1817,,,,,,5.65
1818,,,,,,1.58
1819,,,,,,1.41
1820,,,,,8.87,
1821,15.1,10.96,3.54,9.4,11.48,2.08
1822,,,,10.51,,
1823,,,,9.26,,
1824,,,,,12.11,
1825,,,,,,1.18
1826,20.15,,,,,
1827,,,,,54.75,
1828,39.6,,,,,
1829,,,,15.92,,
1830,,,,13.48,,
1831,,,,,,5.13
1832,,,,,,5.56
1833,,,,,,6.62
1834,,,,,,8.82
1835,,,,,,25.68
1836,74.14,,,,,
1837,,30.67,,,,
1838,54.15,,,,,
1839,43.51,,,,,
1840,,,,35.31,,
1841,37.32,,,,,
1842,,,3.27,,,
1843,,13.08,,,,
1844,,,,,,17.45
1845,,,,,128.94,
1846,,,3.12,,,
1847,,17.18,,,,
1848,36.72,,,,,
1849,,,3.2,,,
1850,,9.96,,,,
1851,,,3.26,,,
1852,,,,,,5.98
1853,,,,,,5.11
1854,,,,14.8,,
1855,,,3.33,,,
1856,20.71,,,,,
1857,,,,,38.11,
1858,46.24,,,,,
1859,,,3.29,,,
1860,,,,,46.23,
1861,51.56,,,,,
1862,,,,,,4.74
1863,,27.14,,,,
1864,,,,25.26,,
1865,,,3.6,,,
1866,,,,,54.08,
1867,,19.92,,,,
1868,,,,,25.14,
1869,21.75,,,,,
1870,,,,,34.68,
1871,44.18,,,,,
1872,,,,20.06,,
1873,37.18,,,,,
1874,,,,,23.7,
1875,,,,16.57,,
1876,,,,,30.21,
1877,43.62,,,,,
1878,,24.23,,,,
1879,49.58,18.23,3.39,30.99,36.21,5.22
1880,,28.94,,,,
1881,,,,38.62,,
1882,,,,,,5.82
1883,,,3.46,,,
1884,,,,,31.32,
1885,,,,27.21,,
1886,,17.82,,,,
1887,,11.22,,,,
1888,,,,17.18,,
1889,,,,,26.83,
1890,27.98,,,,,
1891,47.08,,,,,
1892,,,,,28.12,
1893,,,,,,6.07
1894,,,,,30.09,
1895,,9.32,,,,
1896,,,3.24,,,
1897,,,,35.27,,
1898,,,,29.3,,
1899,26.34,,,,,
1900,,,,,34.31,
1901,19.59,,,,,
1902,,,,22.53,,
1903,,,,,,4.83
1904,,,3.13,,,
1905,,,,11.52,,
1906,,,,10.15,,
1907,,,,32.77,,
1908,,,,,27.9,
1909,,,,,23.42,
1910,,,3.12,,,
1911,15.97,,,,,
1912,15.0,,,,,
1913,,,,20.92,,
1914,,,,,35.56,
1915,24.75,,,,,
1916,,,,,,9.19
1917,,,3.03,,,
1918,,,,,34.83,
1919,,,,,40.9,
1920,,,,,50.63,
1921,15.78,,,,,
1922,,,,,,7.77
1923,,,,,,6.49
1924,,,3.37,,,
1925,,,,,,4.53
1926,15.91,,,,,
1927,,,3.48,,,
1928,14.87,,,,,
1929,,,,,,7.34
1930,,,,,,6.95
1931,26.65,,,,,
1932,28.76,,,,,
1933,,6.18,,,,
1934,,,,16.45,,
1935,,,,,,6.33
1936,,,,,,7.13
1937,,,,33.63,,
1938,28.31,,,,,
1939,,,4.05,,,
1940,36.37,,,,,
1941,34.97,,,,,
1942,,,,,,4.6
1943,,,,55.18,,
1944,,,,,,5.24
1945,,,,37.9,,
1946,58.9,,,,,
1947,,,,37.99,,
1948,,,4.25,,,
1949,,31.02,,,,
1950,,,,,101.61,
1951,,,,,,9.54
1952,31.36,,,,,
1953,,15.46,,,,
1954,,,4.23,,,
1955,,,,12.08,,
1956,,,3.98,,,
1957,,7.3,,,,
1958,31.14,,,,,
1959,,15.15,,,,
1960,,,,25.69,,
1961,,,,,38.42,
1962,,,4.61,,,
1963,,,,,83.19,
1964,,,4.87,,,
1965,,,4.64,,,
1966,,23.85,,,,
1967,,,,40.8,,
1968,,21.68,,,,
1969,,,4.4,,,
1970,,,,49.65,,
1971,,,,,,8.62
1972,,,,,26.74,
1973,45.58,,,,,
1974,50.16,,,,,
1975,,,,,18.14,
1976,,,,15.29,,
1977,43.26,,,,,
1978,35.35,,,,,
1979,,,,,38.85,
1980,,21.85,,,,
1981,,34.24,,,,
1982,,,,65.41,,
1983,,,,42.6,,
1984,,34.54,,,,
1985,,,,,,5.81
1986,62.06,,,,,
1987,,32.2,,,,
1988,,48.77,,,,
1989,,35.22,,,,
1990,,44.09,,,,
1991,,,,,116.55,
1992,,26.8,,,,
1993,29.19,,,,,
1994,,,3.96,,,
1995,,,,,,6.5
1996,,,,14.59,,
1997,,,,15.97,,
1998,27.6,,,,,
1999,,,3.29,,,
2000,,,,,,5.53
2001,,,3.52,,,
2002,24.38,,,,,
2003,28.54,22.54,4.88,53.85,59.77,5.92
2004,,,,,,6.34
2005,44.05,,,,,
2006,,,4.11,,,
2007,,,,109.74,,
2008,,,,85.3,,
2009,,,,60.94,,
2010,,,,,47.24,
2011,,,,,,4.92
2012,,18.94,,,,
2013,,,,,,39.0
2014,,,,,153.99,
2015,,,,103.39,,
2016,,,,71.89,,
2017,,20.82,,,,
2018,,,,,,7.98
2019,35.62,,,,,
2020,,15.64,,,,
2021,,,3.57,,,
2022,,,3.59,,,
2023,,,,14.84,,
2024,,,,22.19,,
2025,,,,,41.7,
2026,,,,,59.05,
2027,,,,,77.46,
2028,,22.78,,,,
2029,62.91,,,,,
2030,,,,64.48,,
2031,63.4,,,,,
2032,41.04,21.12,3.81,28.03,32.96,4.93
2033,,,,,34.63,
2034,,42.11,,,,
2035,,29.19,,,,
2036,,,,,23.2,
2037,,,,13.36,,
2038,,,,13.41,,
2039,,,,,,5.55
2040,29.31,,,,,
2041,,,3.87,,,
2042,,,,14.38,,
2043,47.12,,,,,
2044,,,,,26.75,
2045,33.09,,,,,
2046,,,,27.4,,
2047,,,4.09,,,
2048,,,4.08,,,
2049,,24.48,,,,
2050,,,3.99,,,
2051,,10.18,,,,
2052,,,3.48,,,
2053,,,,,,4.37
2054,,7.37,,,,
2055,,,,,,4.34
2056,,6.49,,,,
2057,28.1,,,,,
2058,,20.19,,,,
2059,,,,,16.08,
2060,,14.09,,,,
2061,,,,,15.76,
2062,,,,10.38,,
2063,,,,10.97,,
2064,,,,14.0,,
2065,16.46,,,,,
2066,,,,,,6.13
2067,30.99,,,,,
2068,,,3.17,,,
2069,,,,,34.28,
2070,44.49,,,,,
2071,,,,,42.89,
2072,,18.97,,,,
2073,,,,42.85,,
2074,,,2.96,,,
2075,,,,,,4.39
2076,,,2.86,,,
2077,,23.14,,,,
2078,41.36,,,,,
2079,40.47,,,,,
2080,,,3.32,,,
2081,,30.83,,,,
2082,32.05,,,,,
2083,,,,,20.86,
2084,,,,,,5.62
2085,,,,13.04,,
2086,,,,15.87,,
2087,,,3.69,,,
2088,,,3.53,,,
2089,,6.63,,,,
2090,,,,25.51,,
2091,,,,56.04,,
2092,,14.84,,,,
2093,,,,,82.7,
2094,95.36,,,,,
2095,,11.58,,,,
2096,66.27,,,,,
2097,,,,,,4.83
2098,,,,,30.23,
2099,,10.59,,,,
2100,40.42,,,,,
2101,,17.42,,,,
2102,,,,,,6.67
2103,,,,46.74,,
2104,,,,,,12.87
2105,33.34,,,,,
2106,,11.96,,,,
2107,30.65,,,,,
2108,,,,,,6.4
2109,,9.09,,,,
2110,,,,,,5.39
2111,,,,13.32,,
2112,,7.98,,,,
2113,,,,,22.24,
2114,,,,,,6.08
2115,,9.43,,,,
2116,,,,,,5.58
2117,70.16,,,,,
2118,,,,39.35,,
2119,,,,57.29,,
2120,,,,,46.19,
2121,,,,,39.97,
2122,,9.44,,,,
2123,,,3.86,,,
2124,,,,35.03,,
2125,,,,,,5.28
2126,50.3,,,,,
2127,43.86,,,,,
2128,58.61,,,,,
2129,,28.76,,,,
2130,,,3.8,,,
2131,,13.39,,,,
2132,,,,,,6.22
2133,,,,,19.02,
2134,,8.99,,,,
2135,,10.56,,,,
2136,,,3.86,,,
2137,,,,,,6.09
2138,,,,,,6.64
2139,,,,42.86,,
2140,,,,,46.47,
2141,,,,,39.13,
2142,,,3.83,,,
2143,67.26,,,,,
2144,,,,,27.91,
2145,,23.85,,,,
2146,,,3.73,,,
2147,,27.32,,,,
2148,,,,24.68,,
2149,,,,29.85,,
2150,,,,50.91,,
2151,,,,,75.82,
2152,51.54,,,,,
2153,,,3.85,,,
2154,,30.43,,,,
2155,,30.87,,,,
2156,,,,15.59,,
2157,,,4.0,,,
2158,,,,,,5.11
2159,,,,,,4.52
2160,,,,13.44,,
2161,,,,36.73,,
2162,,,,,,8.36
2163,23.55,,,,,
2164,46.74,,,,,
2165,47.21,,,,,
2166,,,,,71.16,
2167,56.15,,,,,
2168,48.7,,,,,
2169,44.23,,,,,
2170,38.7,,,,,
2171,,,5.21,,,
2172,26.63,,,,,
2173,,37.02,,,,
2174,44.81,,,,,
2175,,,,18.31,,
2176,,,,,20.46,
2177,,,,,22.51,
2178,,,4.46,,,
2179,,19.9,,,,
2180,,,,,,5.39
2181,,,,20.42,,
2182,,,,,29.16,
2183,,,4.28,,,
2184,,31.93,,,,
2185,,22.5,,,,
2186,62.32,19.3,4.59,60.47,66.3,5.83
2187,,,5.68,,,
2188,,,,37.21,,
2189,,,,26.46,,
2190,,12.41,,,,
2191,,,,34.78,,
2192,,,4.93,,,
2193,,,,,38.97,
2194,,,,,35.11,
2195,,,4.39,,,
2196,,,,61.03,,
2197,,43.75,,,,
2198,,,,,,9.0
2199,28.63,,,,,
2200,38.37,,,,,
2201,40.16,,,,,
2202,38.12,,,,,
2203,,,4.45,,,
2204,,,4.28,,,
2205,,,,,28.91,
2206,,,,,,6.0
2207,38.03,,,,,
2208,,,3.76,,,
2209,,7.05,,,,
2210,,,4.25,,,
2211,,,,,53.82,
2212,,8.57,,,,
2213,,19.8,,,,
2214,,14.62,,,,
2215,,,,,,5.46
2216,,30.84,,,,
2217,,,,,,5.45
2218,,21.49,,,,
2219,37.79,,,,,
2220,44.03,,,,,
2221,,,,35.16,,
2222,,14.43,,,,
2223,,,4.27,,,
2224,32.38,,,,,
2225,,,4.04,,,
2226,,,,15.69,,
2227,,,,,25.29,
2228,,,,,32.16,
2229,,,,,46.9,
2230,,,,35.88,,
2231,,38.82,,,,
2232,61.74,,,,,
2233,57.9,,,,,
2234,,,3.48,,,
2235,,,3.44,,,
2236,,18.39,,,,
2237,,,,,16.5,
2238,21.55,,,,,
2239,,,3.35,,,
2240,,,,12.92,,
2241,,,2.79,,,
2242,,,,19.3,,
2243,,,,,35.23,
2244,,,3.42,,,
2245,,,,29.28,,
2246,,,,,33.99,
2247,,,,,,4.89
2248,,,,,39.23,
2249,,,,,,4.35
2250,,,3.51,,,
2251,,,,17.07,,
2252,,16.57,,,,
2253,,,,,15.87,
2254,17.45,,,,,
2255,,,3.34,,,
2256,27.13,,,,,
2257,,,3.64,,,
2258,,21.26,,,,
2259,,,,,,7.4
2260,,,,,30.37,
2261,33.04,,,,,
2262,,,,,,5.39
2263,,,3.42,,,
2264,,,,18.66,,
2265,,,,17.22,,
2266,,,3.07,,,
2267,,,,37.95,,
2268,,,,79.86,,
2269,,,,,103.46,
2270,45.32,,,,,
2271,,,4.56,,,
2272,,,,,,30.73
2273,53.19,,,,,
2274,,,,,,5.96
2275,,,,48.8,,
2276,,28.71,,,,
2277,,,4.07,,,
2278,47.48,,,,,
2279,,,,,,8.42
2280,,,3.59,,,
2281,,,3.63,,,
2282,,,3.63,,,
2283,,,,,,4.96
2284,,,,11.88,,
2285,,,,12.55,,
2286,,7.36,,,,
2287,,,,27.69,,
2288,,20.93,,,,
2289,48.68,,,,,
2290,,,3.92,,,
2291,,,,137.1,,
2292,,,,,,59.4
2293,84.36,33.76,4.29,200.42,340.65,140.23
2294,,,,168.57,,
2295,,,4.98,,,
2296,63.28,,,,,
2297,,,,,,5.44
2298,,,,,,6.72
2299,,,,,,18.42
2300,,,,,159.63,
2301,,,,,,77.78
2302,,50.91,,,,
2303,,42.3,,,,
2304,,,,,81.88,
2305,,23.42,,,,
2306,,,4.33,,,
2307,,,,22.94,,
2308,,27.05,,,,
2309,,,3.88,,,
2310,64.64,,,,,
2311,,,3.06,,,
2312,,,,,27.99,
2313,,,,16.98,,
2314,31.56,,,,,
2315,,,,,,4.2
2316,,10.16,,,,
2317,,7.12,,,,
2318,,,,,,5.81
2319,,7.05,,,,
2320,,,,,,5.71
2321,,,,,15.63,
2322,,,,,17.49,
2323,,,3.42,,,
2324,15.9,,,,,
2325,,,3.29,,,
2326,,,,21.77,,
2327,24.95,,,,,
2328,21.92,,,,,
2329,,11.42,,,,
2330,,,,,,5.07
2331,,22.68,,,,
2332,,,,80.14,,
2333,24.49,,,,,
2334,,,4.0,,,
2335,,,,,,4.98
2336,,15.38,,,,
2337,,21.12,,,,
2338,,,,49.67,,
2339,,,,,,21.12
2340,,28.39,,,,
2341,,,,,48.84,
2342,,,3.43,,,
2343,,,,25.73,,
2344,,,4.39,,,
2345,,,,,27.34,
2346,,,5.06,,,
2347,42.04,,,,,
2348,,,,22.03,,
2349,,,,24.31,,
2350,,,,26.96,,
2351,,,,,,9.03
2352,,,,,45.48,
2353,,15.91,,,,
2354,,,,,69.87,
2355,,,,,68.89,
2356,,,,,65.84,
2357,,,,,45.98,
2358,,11.61,,,,
2359,,,4.68,,,
2360,,,4.15,,,
2361,19.34,,,,,
2362,,20.14,,,,
2363,30.54,,,,,
2364,,27.03,,,,
2365,,,,,30.19,
2366,39.08,,,,,
2367,,,,,,5.97
2368,,,3.76,,,
2369,,,,17.25,,
2370,,,,,25.56,
2371,,,,,,6.0
2372,,,,23.91,,
2373,,,,,34.35,
2374,,7.59,,,,
2375,,,4.37,,,
2376,,,5.31,,,
2377,,,5.12,,,
2378,,,,,,6.45
2379,,,,,60.19,
2380,,,3.52,,,
